pretty_comp,n_Seebeck
Si3Mo,8.980943833
Li2HoIn,-22.107218
K2SeBr6,-195.0893633
Li2ZrTeO6,-271.8052933
ZnNiF4,-391.0551433
NbPO5,-379.8308
Sr2Si,-42.6425776
Y(MnAl2)4,-10.829241
LiCaAlF6,-122.2997733
SrNiIr2,-8.409495399999999
NaHoSe2,-249.67495330000003
NaFeO2,-2.795354667
LuSi3,-4.3504071
Yb2AlSi2,-0.47315054
Pr3Si2ClO8,-244.5324333
CaCd,-1.6026513999999998
ScCo3B2,-22.42059083
NaLi3,-8.037361967
ZrRu3C,2.6230822
Si3Os2,-189.7267067
LiMn7O2,-14.97318227
HoHfRu2,8.696468199999998
HfH3,-1.24166846
Mo3P,-11.19983757
SbAsO5,-102.725215
MgAl2O4,-95.773068
SmNbO4,-374.0312767
RbBiF3,-266.21371
Sb4Br2O5,-255.7567133
Fe3Mo3N,1.877277967
Mn3SnO8,-339.1847867
PrCd3,-7.0897830000000015
Tm3SnC,-39.546414
ThGe,-2.6988629
LuHO2,-112.4405767
Pr(HO)3,-145.5768267
Rb3Nd,-5.015665
LiSmO2,-277.5338467
TbYIr2,-10.19042
SrMg5,4.504457633
TiGaPd,2.063239167
Si2NiSe4,2.4497811
In2Ni3S2,-3.9743617
KCu4AsS4,-302.28152
TaGaCo2,2.4141417
NbSnS2,-17.43687667
AlPPt5,3.8567384
H4NClO2,-290.80451
MgSc2Tl,-7.884269099999999
Li2VF5,-35.27427433
MgSO4,-141.3542333
PbC2(SN)2,-268.0885133
MgMoF5,-354.60989
BaCeO3,-463.50257
Cu3P,7.557186633
Li5Mn7O2,-35.53111533
K4CO4,-133.77104
Er2Mg,5.873622967
GePd2,6.8288149670000005
SrHfN2,-169.8465433
NaDy3,-3.698468867
Li2VSiO5,-403.1007967
FeCl3,-26.36076733
BaBeCl2,-140.7961267
Na2Se,-73.53229067
HgI,-225.72287000000003
MgPSe3,-317.69956
Y(BRh)4,-4.9533526
Rb2NiF4,-17.10981938
Yb2PdRh,0.66243983
LuAl2,6.6129032999999975
KSmGeSe4,-239.57965
PmSn3,4.6069941
YTmRh2,-0.20338402
NdScGe,-10.35211637
YErIn2,-3.0332149
Sb2H8Pt(O2F)2,-181.6114467
RbPS3,-283.9523700000001
HgOsPb2,-20.495426
UCl4,-63.28570833
Sm2ZnIn,-11.816325
PrScGe,-12.667748199999998
Li2Fe3NiO8,-18.03987643
Dy(FeGe)2,-13.16416593
K2TeBr6,-204.88723
TiCl4,-436.66181330000006
Ba2CuF6,-340.4865067
Ti3Bi,3.2721908
Li2MgPb,3.753699633
Sm(SiNi)2,-12.28507233
Mg2AgSbO6,-224.9801933
DyAu,5.379028400000001
CaTe2O5,-195.48539
Te6RhCl3,-290.8793933
SnCl4O5,-173.27813
Yb2CdPb,-26.050495
NdTlAg2,0.63126341
Hf2TaN3,-8.790355833
CaIn4Ir,8.281276933
SrIn4Pt,-4.310695233
LiAuO2,-272.0611
MgCl2O,-314.27685
SCl2O,-410.62837
UAlRh,4.865012567
CoSO4,-322.1805233
Hg3As,8.0139555
K2MnS2,-297.8319567
AlVF5,-387.6358567
ErBi2IO4,-70.76799
TbB2,-2.446501427
SrAgAs,-117.23229
MgSiIr2,-4.713875700000001
CaMnF6,-493.98212
TmTe,-8.685546267000001
Lu(SiPt)2,-4.480250407
DyTe2,-8.118287667
LiInGe,-52.870002
BaMnCO3F2,-413.4128133
AcSe3,-0.113167667
LiAlPt2,-21.982418
SiAgPt5,-1.703801727
FeBO3,-8.277860913
Mn(CuCl2)2,-308.97372
CaTcN3,-331.48217
Ca(MgSb)2,-212.3848267
RbNO3,-282.94482
Be5Fe,1.2520165
K3AlTe3,-181.28533
TaRu,-26.541276
SrSm2O4,-294.4701733
YMgAg2,9.245131
BaAlCuMoO5,-5.583800332999999
HoGeO3,-8.6077364
ThHg3,9.030159567
Nd3SiAgSe7,-206.8410733
Mn2PtRh,-24.434024
BaPt2,-15.873247
Zn(RhO2)2,-288.43186000000014
Mg2CoSbO6,-327.9930467
Mg4Nb2O9,-267.2182633
Rb2PtF6,-448.04857
BaAlCuNiO5,6.965888675
TlHCO2,-306.64434
ZnSeO4,-100.766175
Nd2Re2Si2C,-3.737857833
Yb4Mg3H4,-265.2842
PtS2,-289.6391933000001
MnCu2GeS4,-168.6928227
UH3,-18.08887
TmGaRh2,-42.389072
TbAlPd,-3.704518567
Na2H4Pt,-134.32711669999998
RbMgH3,-92.032151
Pm2O3,-249.06711
Th(AsOs2)2,-318.64371
Ba2SmMoO6,-14.63926067
Nd2C3,-19.555301
YHg3,7.786361833
AlCuTe2,-121.3179933
YCoC2,-1.470742333
Hg2SeO4,-93.87266033
LiHo2Os,-11.887756
ReN,-6.359737
HgS,-52.96121467
Ca(GaAs)2,-136.93579330000003
Tb3TaO7,-339.9942467
NdBi,-7.8072943
NiH2(ClO3)2,-288.3404667
LiTaRu2,-2.2001555
NdAu3,0.129051263
YNi,-1.905923267
Sr3CrN3,-12.26155645
K2TeI6,-235.5509333
CaHg2,4.608960333
LuNiBi,-168.34541000000004
CaGe,-15.75891633
LiVSiO4,-430.37258
Co2B,-4.308600833
Pr(Re2Si)2,9.248543332999999
AgPF6,-161.94044
ReCl4,-172.9653333
Ho2TlCd,-2.1117155
SnPPd5,-18.51263953
TbYTl2,-3.2698219
Ca3Sb2,-81.660358
ScNiSb,-280.64903
LiTi4VO8,-5.750446467000001
Y2Ni2O7,-276.55641
Li2Pt,-14.26755297
Ti3Zn,-21.051405
FeNiPt2,6.664156367
Zr3N4,-340.26859
Ba2PrRuO6,-126.90256
ZnNi,-25.99123
TaCu3Te4,-259.80039
HgBiO3,-6.790396133
LiSnPO4,-314.47985
CdFeO3,3.203668967
Tb(CrSi)2,-14.70262717
YInRh,-6.174204799999999
Na2ZnGeO4,-120.2731033
GeC,-163.97005
Sm(CoB)2,0.913221667
BaGaCu2,4.5079989000000005
Sm2ZnRu,2.594231
ZnPS3,-101.8153807
RhF3,-306.6613700000001
InAsF6,-301.21597
Ge3N4,-165.35896
Sr3Fe2Cu2S2O5,-2.77460662
MnV2Os,-11.102792
Th(SiPd)2,2.280928514
Li2MnF6,-252.5103667
LiHg2Os,-24.724745
Sr2BBrN2,-110.2327
Sr(H2N)2,-123.2458133
Ba2Mn3(SbO)2,-6.996493433
NpCdPt2,6.402596400000001
LiCuSi2O5,-176.03401330000003
Th3P4,-123.8888
NaRuO3,8.892862
Ca2SbAu,-370.0268
LiPt,-8.216545632999999
Ho2ZnIr,4.5974984
Zr3O,-22.69385233
Tl2Pt(CN)4,-246.00596
NiCO3,-401.0090367
Mn(GaSe2)2,-203.78528
Li4Ca2Mg(SiN3)2,-222.1416133
Li2UO4,-502.1881967
TmCuPb,-24.265667
BaAg5,-5.4992288
BaNa2,-25.65066067
Ti2InN,-12.35902707
Tl2(SeO3)3,-238.9125067
Ti5CuSb2,-14.16978417
NiSnH2(OF)6,-442.9546467
MgIn3,2.653856263
Ho3CuGeS7,-186.71579330000003
Sr2Be2B2O7,-162.15357
NbTl3Se4,-398.35405
PrCl3,-261.5294333
Hf2Ge,6.367238402999999
SbSI,-302.8471
MgSnO3,-71.24085699999998
In4SnS8,-48.20206033
TmSi2Ni,3.4706800330000003
PrB2Pt2C,-10.866907199999998
LuSb2,5.3170801
TiCo2,-25.457253
Sr2CdIn,-2.4353971000000003
Ba2TmNbO6,-313.35249
Ge2Mo,-23.93742007
Y3CuSnS7,-246.7275733
LaHoMg2,6.846522900000001
K2AgAs,-158.87613330000005
PrNiC2,-17.04400483
BSb,-219.18565
Na2MgCl4,-91.78852833
AlFe2Mo,-4.568448633
K2O,-115.14854
Ca2FeClO3,-22.70984367
Al2HgS4,-84.78807833
BaSb2F2,-163.68088669999997
AcAg2Sn,0.44162398
ScGaO3,-179.90834669999995
KCl,-122.16601
Dy6FeSb2,-12.29256113
Ti3Ni,-9.014525099999998
TcXeO4F5,-365.26859
ZrBrN,-147.5292767
SmTe3,1.803371533
HfSiTe,-13.96078813
PdSO4,-415.68805
Ca3TiNiO6,-420.93644000000006
CuO2F,5.1968383330000005
HNO,-249.80871
Ho5(ReO)2,3.954875933
Mg2AgRh,-11.888725
Ag2H3IO6,-101.0797767
PrMgCd2,-2.8111972
Li4SiO4,-160.3875033
TaFeRu2,2.3717276000000003
Ge2N2O,-89.12453733
V4S9Br4,-386.3236967
LaZn,2.202897
LiSiNi2,-13.994459
Tm2Sn2O7,-97.203638
NaN3,-344.6645333
GaAs,-76.03233
CClF3,-316.27227
Sr3BiAs,-87.61201
Li2TiVO4,-13.72215567
LuAgSn,3.918862333
BiAuBr6,-286.3916933000001
Li2AlCoO4,-21.62872833
Sr2Si5N8,-312.3069033000001
SmTiGe,1.876505333
NdClO,-102.0870693
DyTmO3,-138.04072
PrCrO3,-189.46674
RbNiF3,-386.58434
HfMgIr2,-33.418033
Rh3(PbS)2,-21.224326
K2NbF7,-478.8238933
BePd,-16.494322
Y2Te5O3,-275.6232567
Lu2Si2O7,-121.9950667
Al2Si2H4O9,-113.51561
CaPmPt2,-10.468724
Co5CuO8,8.622726467
As2Pb4S6ICl,-224.7340133
YbSe,-166.7161233
LiAcTl2,-17.755054
Er(TiGa2)2,5.107514567
NiSO4,-362.3591933
Ga3Ni5,-40.52599033
NaZnP,-139.6303
Rb2SnO3,-117.1867667
HoMgIn,-34.029072
Ca2PdAu,-17.936497
Li3Th,-1.1078073999999998
Ti2AlV,-2.8419739
Ga2HgS4,-66.349234
AlSnO3,9.8835144
SrGe(PO4)2,-245.5180633
CaMgSiO4,-115.14054
K2Sr2O3,-120.27094
Ac2ZnGe,-19.124166
Sr2H3I,-306.5663
Mg(GaO2)2,-76.854527
Pr(SiRu)2,-3.920100533
ReRu3,-2.169571
Rb2NaGaF6,-145.55232
Li2Ni3TeO8,-106.213575
KO2,-14.29193043
LuNiC2,-19.23401947
NaLiS,-90.32870767
AgBrO4,-120.64016
CaTmCd2,0.14026417
LaPO4,-351.9138
Zr3Al,-7.4874149
Ba2H6Ru,-356.09358
NaMgF3,-132.6073133
TlAsPd5,-0.1823347
SmNi,-1.0286629
RbYb3,-13.83299173
HoCoC2,-6.3731577
MnAlOs2,2.073213
UGa5Ni,6.632488799999999
Sr2CoReO6,-40.888535
Yb2CdIn,-1.9376324
KSiTc2,6.1866414
SrAl4O7,-130.20391999999998
RbPbIO6,-140.37718999999998
Mg3Pb,-6.317279867000001
Ca(FeP)2,-4.281710067
TbAlNi,-4.972722933
ZrB,1.797427167
LiCoOF2,-61.35669167
Pb3SO6,-283.3414333
U4As6Ru7,-30.078158
KLiICl,-114.05413670000002
LiTiV3,-333.92207
YTcN3,6.7759811
UBi,-23.244032
TlPt,-14.6265908
MgH6(NCl)2,-112.2198567
Ba3MgTa2O9,-255.6276233
VOF3,-456.2741567
LiMnAlO3,-328.0352433000001
LiGaSe2,-101.4792597
HoNbRu2,-47.358438
Ag(TeMo)6,4.432451
ZrV2,-4.9672157
Mg3ReH7,-326.0461333
Li6MnS4,-323.0243367
Mg(ScGa)2,-1.690479333
K3Sc,-0.16587162
HfZnIr2,-39.89911
ZnGeN2,-64.25328533
K2TiCl6,-409.55018
Cu3Sb,-5.4808613
OsO4,-409.3607633
Ca3MnO4,-216.5657667
Sr3FeN3,-5.9047227
MgNbRh2,-5.2319501
Li2InRh,-9.4153498
Rb3Re,2.929985867
DyNbRu2,-27.685069
HoGa5Co,1.194390867
LiBr,-111.8967467
Ta2SnO6,-359.6999333
NiPbF6,-397.5754233
ClO3,-391.96796
CaIn2Cu,-2.7508815
Tl5Se2Br,-116.52203670000002
YHf2Pb,-27.486763
Ca(MgBi)2,-186.88594
Li2CrPO4F,-399.9843933
Mg(CoO2)2,-270.92105
Lu2NiIr,-2.3623691000000004
NaAg2,-1.194059867
NaLiMnPCO7,-207.55147
CaZrO3,-286.6212367
MgCuP,-121.2146317
Zn2SnO4,-68.86158533
TiGePd,-3.958312567
LuZn,5.504639900000001
Hg(BiO3)2,1.870692333
RbTbS2,-268.3133133
Sr3Ge2(BO)6,-159.49515
Li3Co(CuO2)4,-16.1099742
Ba3BiAs,-117.85637
ZrAl5Ni2,2.99916309
MgAs4,-282.35696
SrCa3O4,-243.16029
Li2Mn(CO3)2,-383.7746467
Al2Si(O2F)2,-83.76016733
Sm2NiIr,-6.0594788
SmPPt,-1.3597946669999998
Ho(NiGe)2,-13.85904933
KInTe2,-151.32213000000004
Ca2Sb,6.417691667000001
NdSb2Pd,-8.276159267
Rb2PdN2(ClO2)2,-371.4228333
Sc(Fe2P)2,3.292854
SmCuSn,-36.294096
Li2CdHg,-2.3528392000000005
Ti2InC,4.166023333
Lu2ZnHg,6.4158049
Li4NbFe3O8,1.4566623669999998
CrHO2,-385.39835330000005
PPbSe3,-222.9289833
Li3SiNiO5,-100.74244
Ti2TcPt,-16.942377
Dy2PbS4,-347.5151933
HgPSe3,-149.16544
MnAlFe2,0.393273197
Sm(ErS2)3,-156.52772
Mn4ZnO8,-9.9231745
YbClO,6.8382520000000016
ScIr,-3.5926127
KNbSe2,-325.0779467
Tb2Si3,4.905830767
MgUO4,-425.9738467
Rb2LiVS4,-288.5303067
Y(FeGe)2,-13.31616157
SmTmTl2,-4.673619167
BaZnBi2,-69.17198088
Rb2TaCuS4,-324.61155
SrCuSb,-89.89712767
Te4Mo(WSe)2,-136.9244083
Ba(PIr)2,0.380579633
Mg(FeS2)4,-43.75978033
USbAs,-13.736881
Cd2GeO4,-69.81836833
SmTlAu2,-6.2692485
ErHg2,-0.8673029000000001
Pr(CoGe)2,3.912670933
Ac2CuSn,-50.680272
Np(SiIr)2,-2.016610667
S8O,-247.3838967
FeRe,-3.775204333
SrSe,-186.68543
KPF6,-160.08888330000005
NaMnSe2,3.524746267
Ti4ZnS8,-3.842920167
CaTa2Tl,-52.429972
AcH3,-340.98059
Li5(NiN)3,8.4815864
LiFeP2HO8,-112.58138999999998
CoPtF6,-103.4467677
NpPd3,-13.822196
HgSeO4,-83.96848100000003
Pr3Cu,-10.52229847
HoSe,-8.211151967000001
LiBH4,-267.19999
PrSi2Ru,-3.07243333
CaCdPb,-25.718843
TiB,6.225726533
Nd2O3,-180.87533
Cr2F5,-1.5479043330000002
UCl6,-497.80765
FeSbS,-330.94059
TiInCu2,5.947929733
CeZr7O6,-525.7971666999998
Ba2NCl,-224.9166867
Ba3NaRuO6,-318.7338933000001
CuNi2Sn,-12.851127
ZrAs2,-14.713872
Ca3BiAs,-73.53117900000002
Sn3N4,-39.00910800000001
AlCu,-10.284757
Mn2Ge,-5.172041333
Ca2BiAu,-294.99603
PrNd3,0.00108174
Tl2SiNi,5.3328013
Nd2Ti2O7,-340.9979600000001
RbScO2,-231.55765
PtCl2,-18.70970233
TiSiRh,6.2145159
Na2CrO4,-396.0739067
GaCuI4,-270.6158267
KV(CuSe2)2,-401.05382
Sr(PRu)2,4.5461481
TiClO,-4.344646
CaGeO3,-61.435484
Mg(AlH4)2,-168.43658330000005
Na2ZnSe2,-60.67172933
Zr6Al2Co,-14.67365103
ZnCdPt2,1.745274933
Mn2CoGe,6.9806449000000015
CS4,-248.45335
CuAgS,-316.04986
Tm2OsAu,0.8610631
Ca3BN3,-179.4074167
K2NaGaP2,-338.2368633
Ti(CuS)4,-344.05713330000015
Rb2SnAs2,-175.04303330000005
Sc2ZnSe4,-74.74552
LiCl,-143.29478
Ni3Sb,-9.562045667000001
SnH4(NF)2,-118.3728433
Na2MgSiO4,-139.10588330000002
Li7CuO4,-178.99920669999997
HfFeGe,-7.7837879
RbSm2CuSe4,-170.35185
MgS2O7,-124.8484533
TaTl(GeO3)3,-234.00646
ScTlSe2,-351.4532233
W3O7F,-8.247479633
LuCo3B2,-6.9696178
Al2Si2O7,-116.5712767
Li2Ti3VO8,-49.25769133
Er(SiIr)2,9.452764667
Cu2OF2,5.865846
Mn2NiO4,-13.395344
AlCuO2,-185.99442
CaCrF5,-0.905482333
Nd2MgTl,-15.3683
HfRu,4.0743527
SrGa2,3.1332470000000003
Pd3PbC,4.8022087
TmAs3,-1.571322867
PrYTl2,-1.3985113
KO2,0.67484455
CaHoMn2O6,-16.71848333
PBr5,-272.36907
Sm(AgGe)2,6.2950111
ErInAg2,4.0750065000000015
Na4TiAs2O9,-385.6140367
TiGaIr2,-32.114752
Sr(CuGe)2,-0.392671233
TbMgRh2,-7.192599
PdSe,-22.9227726
TlCuSe2,-77.80718900000002
Sr(CuSb)2,6.5261392670000005
Lu2Cr2C3,-5.751185667000001
AgN3,-286.5661467
Ba2HoSbO6,-167.73674
NaMnCl3,-404.7194333
Na6MnSe4,-76.46486333
HoNiBi,-235.23479
Li4H6Ru,-253.7846
KSrCO3F,-153.41269
CrH2,-8.0143291
Mn3GaC,-0.45974091
Nb2CoO6,-27.45213433
HoB2Ru3,-3.91434117
RbTaO3,-303.6255533000001
VIrO3,-11.488527
Li3CuSbO5,-340.2227833
AgNO3,-220.0208633
MnGeN2,-200.1768
Cd(CN)2,-325.1351167
Pr3SiAgS7,-217.11649
AlTlF4,-283.95158
Li4TiTe3O2,-366.56785
ErTlTe2,-284.0049
Rb3GePSe7,-280.32005
PaZnPt2,7.8142181
CrSb,1.212006867
PrPPd,-16.292534699999994
MgMnSiO5,-388.44302000000016
Li2US3,-23.63584327
Lu2InHg,2.7575778
BiPt,7.782499903
Li2YbPb,-43.47553
LiMnVO4,-217.2180633
Ag(Mo3S4)2,-7.6467061
Dy(TiGa2)2,6.2257803670000005
Mn2P2O7,-332.29524
Sr(AsRu)2,1.261860953
CuH2SeO5,-383.9222267
UPb,3.123386
SmBi2IO4,-72.57311367
LiDy2Ir,6.8618003
UCrC2,4.911662067
KSmPdO3,-275.4920267
ZnMoO3,-32.48677933
SnF2,-172.4837733
Na2MgH4(SO4)2,-233.8042767
Pr(BOs)2,-10.817619
FeNiMo,-5.892297599999999
Tb2SnS5,-100.7988207
Lu2RuPt,-6.7077807
LiCrPO4,-8.576907092999999
ErNi2B2C,-32.64980233
Si3As,0.068764013
BiTeI,-144.76856669999995
Ca2Sn,-209.82201
Ba2TbNbO6,-331.56298
AuClO2,-10.882114
MgAgSb,5.4433070999999975
PIr2,4.496466333
Ba(CoAs)2,-21.91191700000001
ReH8(Br3N)2,-295.58701
MnAu,4.315581733
ZnH2SO5,-138.00398330000002
ErTl,2.8851668
NaC2N3,-389.54927
BaAlSi4N5O3,-149.34913
RbSeBr3,-467.7169033
LiCdBO3,-134.4403467
Ba(PPd)2,-12.95297993
V2CrSe4,7.9252725
CaSeO3,-349.49445330000015
Lu8Te,-13.08921387
VRhO4,-63.092851
HoCrO4,-10.324206
KMgH3,-48.680801
AlInCl4,-231.9738233
K4ZnAs2,-77.35045799999997
SrBi3,3.2448754
Nd(BC)2,-8.966006132999999
Ba2HoTaO6,-289.02655
NaCrS2,-312.0963733
Rb2MnBr4,-324.0113433
ZrSe2,-259.7326733
YbGa2Ir,-0.33553856
CaMg(CO3)2,-307.5059133
Ca2BrN,-249.05936
Li2HoTl,-26.600131
P2PdO6,-400.5574333
LuPaOs2,4.4532654
K4CaU3O2,-463.84165
NdCu5,-13.3811106
LaAs,9.908639133
Ba3NbGa3(SiO2)2,-255.97122
V5Ge3,-17.30119843
Rb2NiF6,-403.777
Mg2SnN2,-345.64934
Li4Mn3Nb(P2O3)2,-131.09135
Hg3AsS4Cl,-123.07576670000002
HoGeIr,-10.4147829
Ba6ZrO8,-254.96445
VCoO4,-170.6190033
Li3CrBAsO7,-183.7111167
Li3SiNi3O8,-45.81537833
Tl2InGaF6,-266.83641
Y(CoB)2,2.098574267
MgAsPt5,9.100508233
ZrSnPd2,2.5708346
LuMgZn2,-2.0177211
NiC,-16.036816
TlHg5Cl,-144.7752667
KMgAs,-52.88990667
HoIr,-15.355356
RbZnH2Se2ClO6,-267.20284330000004
MgCrO4,-343.4456067
TlIn5S6,-158.18461330000005
Tb(AlSi)2,-12.73403413
Li2MnCuO4,4.016420867
RbCa3,8.695743132999999
Rb2Mo3,-400.4985533
PrPS4,-321.1141067
Na3Nd5Cl8,-232.1882967
Be3Cd4Si3SO2,-136.13433
Ti2ReB2,3.6292262
HoTmCu2,-1.9423174
NaTeAu,-74.05585167
Dy(HO)3,-132.0714267
Lu2ZnAu,4.8864779
KF,-163.96103
Sm2SnS5,-85.92749267
Mg3P2(HO)6,-117.4813067
SrTl2,-32.155895
AsN(OF3)2,-489.9882733
MnAs,5.596598013
GeSe2,-207.3233533
YSnO3,-12.846654
Ca2Nb2O7,-243.97976
LiNi2Sn,-15.287446
K4Al3Si3ClO2,-103.92832
P2Pb3O8,-268.6109067
TiBrO,-14.31368933
Li2Mn4O5F3,-241.37871
BaLiB9O5,-158.6271533
Dy2ZnIr,4.5927989999999985
TlIO3,-127.0392133
Tm2NiAs2,-26.12726067
PmCu3,-6.699323467
PrSnRh,-4.8421388
CoNiSn,-11.88037933
YSi,-3.412698743
LiSmS2,-177.6423233
K2SbF5,-287.7611033
Hf2Ni2Sn,2.170610733
Zn2SeCl2O3,-295.5325867
PrRhO3,-456.60968
AsBr3,-305.0742
PtSe2,-106.0787367
RbCuO2,-361.5876133
ZrCuHg2,2.599914633
CaMn2O4,-33.02465167
InRh,-23.443713
HfSb2,-9.551623667000001
PrAl,3.9190601
LiZrO2,-4.8434558
Ba2Sb,-20.26750987
YbGa5Co,-5.796876667
TiCoSb,-408.43598
Tb3CuSnS7,-246.02354330000003
CdCo3N,-32.373884999999994
Ni2P2O7,-377.46011
Mo2N,-6.068672332999999
NbFeTe2,-4.881812767
Sr5Si3,-17.17072533
CdO,-10.455955
BaRhO3,6.4993183
LuSbPt,-94.073949
Mg2Nb2CoO8,6.018954667
PbCN2,-172.6069867
Li2MnCl4,-324.6108867
LiZn2Pt,-4.763314
TlN3,-194.1413333
In5AgTe8,-106.9548567
CdCl2,-102.2424267
YAu2,-1.168465775
PbBrF,-99.47680867
VZnO3,-14.171779
Th2BiTe,-4.4230657
KBIr2,-9.9464923
NaV(OF)2,-386.8213767
RbAuSe,-197.0874333
NdErMg2,2.1941141
RbC,-373.8786367
LiTbHg2,1.0677792
ScFe2,-6.085397433
Ca(AlZn)2,9.0419908
Nb2RuW,-20.871289
HgSe,-66.637061
Ba3GeO5,-128.00291
ErTlS2,-274.9038167
NaSn2Cl5,-164.20988
TbOF,-352.92918
Yb2AgPt,-15.983038
Mg7Al2,3.0892739330000003
IrRu,0.16357974
Rb2Se,-97.80252933
TbPd3,-0.16147446
YbIn3,-6.6277713
Tl6TeO2,-55.92396067
Ba5Bi3,-105.041726
YIO,-275.9390533
Rb3Sb,-56.82283100000001
DyGa,-14.50277533
Ba2LiB5,-156.675566
Lu(Al2Fe)4,-0.25550443300000003
TbMg,-6.5404519999999975
Hf2SN2,-160.5179833
AcI3,-160.73564
Sr(CdSb)2,-9.667065333
BaAlCoCuO5,-42.19801333
HoZn2,6.443983032999999
Li3Cu,-9.574874767
H3ClO,-118.7226967
Zn(FeO2)2,-3.735086
ScC,6.145098967000001
Rb2NbAgSe4,-335.3115167
LiCo2(C2O)2,9.787059373
Ba3SrI8,-156.0524533
SmSF,-119.6867633
SbIr,2.675461233
Ti2ZnRe,9.2024263
As4S5,-223.5435467
BaYBr5,-327.3368133
Sr(MgSb)2,-213.0271833
HoZrSb,-18.20484433
NdCuSb2,-1.796937
AgHgPd2,-8.7708388
AlCr3B4,-13.11393989
Mg3ZnC,-2.0761917000000003
Sm2Se3,-98.80858233
CaC2(SN)2,-343.27889
InOF,-70.84992067
GaCo,-24.512112
TbZrSb,-17.51065367
Sc2TiO5,-354.58231
LiBiRh2,-10.181341
Li4ZrO4,-285.6658633
SrRhO3,7.1974198000000005
DyI3,-180.1974667
ThSeO,-131.52126
SmAg2Sn,-5.0214401
DyGeRh,-3.4045678999999995
ErH2,-21.37460713
TbNiGe2,7.473699000000001
LiHfIr2,4.4906916
TiP2,-25.2431559
Na3YCl6,-429.00831
Si3Se,-0.80470128
SiF4,-170.36971
SrBPO5,-139.36397
Sm3Np,-17.488963000000002
Yb(SiPt)2,-3.5593788
LaSb,-14.450758
K5V3F4,-10.98195333
Ga3Co,-16.54093283
KNaPrNbO5,-186.61654
Dy2InPd2,1.007849
Nd3CuSiSe7,-195.6996233
SmRhC2,-8.289442627
Nd(AlGe)2,-8.357716499999999
Be2RuAu,6.953037599999999
Na2Sn2O3,-235.73262000000003
Sr4P2O,-102.7850063
Hf2N,6.454523632999999
Dy2Se3,-109.59673
KP(HO2)2,-148.33649330000003
Zr(I2O)2,-229.7252167
PrAsO4,-131.81358
BaTaS3,-28.32890633
KHgAs,-38.78744333
SeCl,-339.7204667
YRhW2,8.444294667000001
HfBRh3,-36.03729600000001
Cd3TeO6,-58.83719767
Yb2ZnGa,-3.6001678
LaS,-4.4671461
Li2FeP2HO8,-23.00286546
Lu2MnS4,-174.52022
Yb(SiAg)2,-0.124360433
DyBi,-8.724343333
YbZn2,-2.7621709
ScCoTe,-382.17932
NiH2SO5,-375.8152867
CeCo5,-8.312541733
Na(OsO3)2,-26.841907
Hf(B2H3)2,-334.15937
AlCuAu2,0.5436171
LiCaMgSiN3,-252.4666367
NdZn2Cd,-5.3811848
Tb2IrPd,-4.2907785999999986
CaSe,-216.80915
RbCrF6,-46.97643
VZn2SbO6,-30.24089167
Yb3Re,-16.212729
Sc2MnC,-1.1000935
Dy2ZnRu,0.743564427
TlClO3,-297.68326
Y2Th5O3,-171.31417
GeClF,-103.8027833
Ca(AlGa)2,7.399867867
Ba(BiO2)4,-4.809223833
Dy2AgIr,2.9496253
NaTaGeO5,-158.95934330000003
PuPt2,-2.648064067
Zn(InS2)2,-55.53786633
RbAlF4,-109.23477
Na2FeO2,9.196577
SmInRh,-3.652254433
Mg3N2,-67.38259333
LaGeOs,-26.75570200000001
Pr4Sb3,2.609536433
BaSr3O4,-226.86553
Sn7S2,-255.28676
V4As3,-32.72840533
CS2NF5,-371.67511
BH9(CO)3,-279.0053167
YbPmZn2,8.4179006
TbSb2,6.887636567
KLi6BiO6,-140.1233
In6Ga2PtO8,-47.598145
AlICl6,-417.78208
CaSbAu,-117.5813733
Rb2NaTlCl6,-115.83281
H2W2O7,-392.89031
NbNi2Sn,-8.284325667000001
Sr2Ni(N3O)2,-9.880396033
HfCoSn,-3.5483037630000003
Li3SmBi2,-55.436853
BaCu,-23.90827867
NbFe3,-9.060287
Mg2CuSbO6,-115.968836
TmTl,3.6859113
ZnP4,-322.9566867000001
SnICl,-264.4738133
Cd(AgO2)2,-155.5797667
Li5AlO4,-169.63501000000005
Yb3Zr,1.3994926
BaSiO3,-70.834553
BaCdGe,-49.50081233
Ca2GeO4,-131.4463867
YRh5,-10.71417235
MgH2(ClO3)2,-137.34059
LiMg2Ge,-18.016068
Sr3CdO4,-60.504809
SrClF,-113.3135333
V2MoOs,-26.55007100000001
FeGe,-5.8310304
LuAu,4.3062336
NaInS2,-196.27422
TiPN3,-239.6600667
Pr(CoP)2,-1.3752258999999998
HoMnO3,-0.047252333
TaB,-21.36491667
ReO2,-8.710414667
RhF3,-462.15705
FeAuO2,-0.367341573
Ba3CoSb2O9,-18.16717097
CaSn(GeO3)2,-275.3985833
RbSbF6,-193.30708
Sm2IrPd,-6.740991
Sr(CdP)2,-123.6281633
BaSiN2,-307.8306333
AlH2(ClO2)3,-101.5198967
BaH2,-244.22157
MgTa,1.68589706
HfO2,-205.9002233
Li4TiO4,-395.44817
Na3VO4,-374.25959
TmSbPd,-248.28109
NdH2ClO2,-200.93317
HfScOs2,8.6387707
Tm(TiGa2)2,4.731293733
YbBr2,-153.9993233
LaNdZn2,7.0209674
Li5Nb2Cu3,-21.640327
BaMnO3,-141.0376833
SrLiSb,-215.0650733
