pretty_comp,formation_energy_peratom
Be2TcBi,0.31276
BeCr2Cu,0.12286
LiFe(CO3)2,-1.47123
Be2ZnCu,0.02704
NpFe3,-0.01183
KC4N3,0.06501
RuC4(O2F3)2,-1.3026
TiGaNi,-0.54771
BeRuPb2,0.73515
Si2AsP,0.68403
CeC2,-0.28246
CuAu,-0.05108
LuSeClO3,-2.16362
Li2NbF6,-3.11482
KAuC2,0.12180999999999999
Si3PH9,-0.015309999999999999
TiBePt2,-0.68479
RbPbIO6,-0.8410299999999999
BeReNi,0.0789
K2NaAg3(CN)6,-0.06234
KZrSnF7,-3.3340300000000003
MoPt2Br,0.48804
VCuO3,-1.83108
NiF3,-1.68481
BeZnCr2,0.23881
PrCl3,-2.42517
LiZn2Rh,-0.43087
CeSi2Pt,-0.9263299999999999
RbTa(GeO3)3,-2.14065
CdBiClO2,-1.30322
Tm(CrSi)2,-0.38162
Ni(AgO)2,-0.53467
Ti2NiP2,-2.47102
SrNbO3,-3.01111
Hf2IrOs,0.33397
SbN9,0.58814
HfMgIr2,-0.90961
BeTcSn2,0.51132
Rb3GePSe7,-0.70681
TaTl3S4,-0.7643
NaAlPO4F,-2.87103
Ti2TcOs,-0.66387
DyCo3B2,-0.5199699999999999
Mg3Cu,0.0197
NaCaAs,-0.95295
SiPt,-0.58431
NbCl4,-1.30806
NbZnRh2,-0.45711999999999997
Li2BeCl,-0.39575
Ca(InTe2)2,-0.63881
InHO2,-1.46629
BaZr4Nb,0.65876
Cu8O,-0.06343
K2Li3GaO4,-1.99079
K3Sr,0.10259
TiBe2Rh,0.26505
TaAsIr2,0.03898
TmMnRh2,-0.5393100000000001
Ca2AlSbO5,-2.6734400000000003
Sr2FeMoO6,-2.5343
AlPd,-0.85016
Li3YBi2,-0.72682
Al4Bi2O9,-2.68235
KIn(GeO3)2,-1.8396
BaRuO3,-1.97765
Li3Ti4O8,-2.8479
V(CrS2)2,-0.8516799999999999
Np(CrSi)2,-0.03415
UAl4Co,-0.3327
CaReBi,0.65641
MgTe2,-0.6361600000000001
TlF,-1.8043099999999999
TbB2Rh2C,-0.63189
Sr2SnS4,-1.53996
LiSnIr2,-0.2872
Ba(ZnP)2,-0.71449
LuB2,-0.73188
YCrO4,-2.83807
Y2Cr2C3,-0.41799
NdPbAu,-0.59145
Ba3Cu2(ClO2)2,-2.07297
BaSi2Br,-0.17909
CaMnGe,-0.36286
SnAu5,-0.035460000000000005
FeNiGe,-0.04226
SmMnSi,-0.4749
Sc2Ge2O7,-2.72154
PuCo2,-0.06171
ErMnSi,-0.48553
ZnNiPd2,2.1385400000000003
Tl4V2O7,-1.83774
HoRh2,-0.7934100000000001
MgSc2Cd,-0.17866
Ba3Ti3O8,-3.1863900000000003
NbGaFe2,-0.27782
GaSiAs,0.4618
YBeZn,0.01511
YbTlPd2,-0.66457
ErNbO4,-3.34895
Ta2NbOs,-0.32728
Be2Fe,-0.26897
MgWO4,-2.65567
CoH4(BrO)2,-0.7478
Te9Mo8S7,-0.52455
Sr3Ga3N5,-0.7438600000000001
Mg(MnN)2,-0.01754
BeTl2Se,0.008579999999999999
SrPt3O4,-1.23469
CaBe2Cl,-0.27581999999999995
Mn2ZnO4,-1.64516
Zr6Al2Fe,-0.32777
Hf2ReTc,-0.43168
NaAu(SO4)2,-1.23181
Tm(CuO2)2,-1.90124
BeTcIr2,-0.07662999999999999
PrAl3(B2O)2,-3.0527599999999997
YBe2Pb,0.17509
SrIn2Pt,-0.71395
Ba2Fe2S2OF2,-2.16174
H6RhN5(Cl2O)3,-0.56438
NbCo,-0.01425
HgTe,0.06106
KAs4ClO6,-1.41116
Tm4B6O5,-3.05268
DySe,-1.8121900000000002
Ba4CuMo,1.23259
Sr(AlPb)2,-0.12939
Tb3CuGeSe7,-1.33128
TmAgPb,-0.34139
RbU2SbS8,-1.05982
DyGaO3,-2.94765
Ba2SrCo,0.58633
BaMgV4O8,-2.48909
Li2CeN2,-1.14088
LiAsF6,-2.43571
TaBe2V,0.06555
LiAlPd2,-0.82536
FeHO2,-0.78473
Li3BiO4,-1.70595
Te6Mo2W,-0.14459
NdAgHg2,-0.26706
Pr2MgTl,-0.26834
Li3Nb,0.688
US3,-1.22419
CaTcN3,-0.56823
RbB,1.96749
Y2ZnSe4,-1.58485
Li2AgSb,-0.46811
Sr2YTlNi2O7,-2.14512
Ba2DyNbO6,-3.3101300000000005
CdAsPt5,-0.21553000000000005
FeP2O7,-1.8541
HoCd,-0.34236
K3Sm,0.5302
BaNbCl,0.63192
Ca4SnS6,-1.68088
Ho2CuRu,-0.42488
Zn(SnO2)4,-1.595
Hf3(Cu2Ge)2,-0.42058999999999996
BaLiIn,0.21353000000000005
MnSnF6,-2.25009
ErBi2BrO4,-2.18197
MgTlF3,-3.02441
CoS,-0.36014
PrSi,-0.72614
Li2CaGeO4,-2.45591
MnSiNi,-0.16308
BeSn2Hg,0.54
CaPb3,-0.36675
LiMgSb,-0.44361999999999996
TaZn2SbO6,-1.9093799999999999
TiSe2,-1.16276
Lu2ZnOs,-0.46272
Sm3Hf,0.15609
NaInHg2,-0.09123
Ba4MgCo,0.91265
TiS2,-0.09687
Li2InGa,-0.20384000000000002
Li6MnF8,-2.83098
Hf(Ni2As)2,-0.44953999999999994
Sc3InC,-0.7369
Mg2VBiO6,-2.48427
Li3Al2VO6,-2.75896
K2AgI3,-1.1286200000000002
Mg3Ti,0.18187
Ba(ZnSb)2,-0.57262
YFe2Bi2(SeO2)2,-1.4957
TbAs3,-0.52187
ScB4Ir3,-0.56119
RbBr3,-0.72765
MgIn2O4,-2.06549
Lu(SiNi)2,-0.79489
Ba4MnRe,1.88817
Na2(CaSi)3,-3.02244
Ca2SiO4,-3.1673
HgPb2(ClO)2,-1.04021
NdFeAsO,-1.86255
ScBeSe,-0.36561
Ba2Na(NiO2)3,-1.84223
Li4TeO5,-1.91515
Ga2BiS4,-0.6504300000000001
Li4HN,-0.5242399999999999
Te2O5,-0.98864
Mn3FeO8,-1.60573
RbDyS2,-2.03861
ScGaPd2,-0.8626299999999999
MgVBiO5,-2.36185
YZnHg2,0.07945
SrLiTa2O6F,-3.2057900000000004
Ba4YCo,1.02542
Sc2RuAu,-0.7340800000000001
Be2SnGe,0.67802
BRh,-0.15274000000000001
BeCr4Pd,0.28791
NiSnF6,-2.13396
K6Cu(SiO4)2,-2.16588
CrB2,-0.30514
TcAsIr2,0.32316
Li2NiP2O7,-2.1061400000000003
YAlAg2,-0.37569
FeSn,0.0279
BaDy2CoO5,-2.96889
Cr4CuO2,-1.6746
Ag3AsS4,-0.09303
BeSiBi2,0.73746
Li2U3P2O5,-2.87018
Cd2Fe(CN)6,0.14637
Rb2AgCl3,-1.55734
YMgRh2,-0.74544
NiHg,0.35152
SiBi2O5,-1.99528
InBr,-0.75547
Be2InMo,0.31015
CuHgSBr,-0.22807
Ca4ThF2,-4.13848
ScBiPd2,-0.67182
CaMn2Be,0.64083
BeFeW,0.1356
K2Os(Cl2O)2,-1.37815
LiLuO2,-3.2065900000000003
Ti2TcNi,-0.494
TaBe2P,-0.25026
Ba4YGa,0.48661000000000004
DyP,-1.1527
Nd2MgIn,-0.33594
HgBiPb2,0.10505999999999999
TmBPd3,-0.6294
Sr4Fe4O,-2.25022
Ba4TaGa,1.03063
Er(SiAu)2,-0.4691
MoWS4,-0.90884
MgRhO3,-1.03765
Fe3PdN,-0.15800999999999998
TiSi2,-0.2595
Be2SiP,0.49753
Zn3As2,0.02434
CdIrRu,0.61117
NbAsAu,0.54652
MgRuO3,-1.26985
PmBiPd2,-0.7316600000000001
BaAlFeCuO5,-1.8223599999999998
ZnCl2,-1.16173
Cd4SF6,-1.9938
Ta2MnAs,0.29527
HfB6,0.09552
MgVO3,-2.36417
LiFeSiO4,-2.16589
PrSiO4,-2.91065
RbBe2F5,-3.37905
HfBe2In,0.06557
YInRh,-0.7865800000000001
Li2Co3SbO8,-1.57248
LuP,-1.68533
Co5NiO2,-0.95819
Ge3As4,0.00991
Rb3YF6,-3.3928800000000003
Ba2SrTc,0.75665
TmIn3,-0.36164
TmTiGe,-0.70534
RbBa4Sb3O,-1.4219700000000002
Li3BN2,-1.00486
NaPb3,-0.13227
PrCuSO,-2.10585
Li2Ti2CoO6,-2.48443
ScIr3,-0.68033
Mg4BeV,0.8053100000000001
Be2MoP,-0.02889
Ba4HgPb,0.18269000000000002
NaTl2RhF6,-2.09745
K(BH)6,-0.37573
NaO3,-0.6712899999999999
SmGe2,-0.58712
AlInB,0.98841
Ho2CdSe4,-1.5490899999999999
BeCrCd2,0.58353
GaAgS2,-0.54986
NdPb4F,-2.92918
YB4Rh,-0.63059
Dy2Sn2O7,-2.78894
Rb2PbO3,-1.38344
Co2RhS4,-0.5132899999999999
Mn3F8,-2.38303
LuMgHg2,-0.32
BaTlCl,-0.7588699999999999
Y(FeO2)2,-2.0186599999999997
K2P3,-0.52371
Sn5(BRh3)2,-0.40966
YSi2,-0.50985
GeF4,-2.3545700000000003
NaCd2Ag,-0.06136000000000001
Sm2ReC2,-0.41779
Ba4YP,0.51564
ZnGe3,0.30593000000000004
Zn2Cr3O8,-1.87985
InPPd5,-0.51374
BaTiF6,-3.82715
Tl3Pb,0.01263
HoAg,-0.37346
Ba4MgTe,0.03707
KZnAs,-0.53433
CaPd3O4,-1.36795
Ti2Cu,-0.1292
TaBeGa2,-0.0597
Rb3Pm,0.5775600000000001
MnAsPd2,-0.09825
HoNiBi,-0.71011
LiZn(FeO2)4,-1.4419799999999998
FeCo3,0.02198
TmThRu2,-0.50934
CaSmZn2,-0.37036
Sr2BeSn,0.06871000000000001
Sr4I6O,-2.0525599999999997
Ti3TeO8,-2.56865
YAsPt,-1.25127
BeIrOs2,-0.15001
TmCo2,-0.30321
CdIn2O4,-1.51319
BaN6,-0.2364300000000001
K4TaBe,1.47263
Cr3S4,-0.72612
Sc(TiGa2)2,-0.50373
Al2CoIr,-0.7998
NiCl,-0.00126
Hg2Os2O7,-0.8474700000000001
CrF3,-2.75304
V6O7F5,-2.655
Li5SbS4,-1.14496
LiBe2Br,0.05306
ScCoTe,-0.81835
Cu3Ge,0.02878
Rb2Hg7,-0.06521
Hg3AsSe4Br,-0.12331
MgBeRh,-0.46798
FeTe2,-0.17447000000000001
Tl2InGaF6,-2.23259
Al2O3,-2.58725
Th2Fe2Si2C,-0.64648
RbPbCl3,-1.51001
K3SrPCO7,-2.38826
NdMnAsO,-1.83139
K5CuAs2,-0.44448000000000004
LiCd2Ag,-0.2157
Rb8N3O,0.11214
MgScCd2,-0.28657
KIO3,-1.0556
BeIn2Br,0.17654
CrGeRh,0.05272
LuNi4Au,-0.45882
CeH3,-0.5301600000000001
Tc2AsCl,0.78273
LaMgCd2,-0.36646
Sm3(CoGe2)2,-0.7154699999999999
MgMoF5,-2.87383
Ba4HgPt,0.44909
Lu2Co3Si5,-0.6994100000000001
SmAl4Ni,-0.5878399999999999
MnF2,-1.68612
ZrSe3,-1.1037
Ti3NbCu3O2,-2.21545
LiMnAs,-0.052279999999999986
ErHg3,-0.15487
Sm3CuSnS7,-1.57695
Al(CuO2)2,-1.45773
YbGa7Au3,-0.37127
AcPbAu2,-0.6943600000000001
Y2Fe2Si2C,-0.74048
Mn2AlCo,-0.24024
TaTl3Se4,-0.61323
MnBe2Ni,-0.24677
LiNd2Os,-0.15392999999999998
MnSbPd,-0.01848
MoRh3,-0.25836
BaSr2Mg,-0.02737
Ti3Ag,0.08652
K2NaAlH6,-0.36064
MnCu3,0.13296
YbFe2,-0.03657
Sb2Te2Se,-0.1974
PrSiRu,-0.7145100000000001
MgScAg2,-0.31616
BeReBi4,1.58807
Li3Fe2CoO6,-1.73416
CeTl3,-0.24470999999999998
Mg3BH2O5F,-2.57646
Zr2CoSi2,-0.84615
Li2Fe2(CO3)3,-1.42577
BaInPb2,-0.29306
K3CaP2HO8,-2.50095
ZrBe2Pb,0.28788
TaBeCl2,0.61912
MgBeIr,-0.07852999999999999
Si3Ru2,-0.48938000000000004
Li4MnV3O8,-2.30648
ZrTlCuS3,-1.10655
RbTiS2,-1.46001
Sr2Mn3(SbO)2,-1.19265
BeZnPt4,0.22593000000000002
CsNiF3,-2.10322
PrTiGe,-0.61984
NaNdTl2,-0.30292
Ge3N2,0.1461
Pm2ZnSi,-0.46994
Ba4PdW,1.21483
Na3CoSiCO7,-1.93359
Mn2PtRh,-0.18163
Ac3In,-0.19144
Li4Cr3NiO8,-2.06106
LiH3(SeO3)2,-1.09827
YBe2Tl,0.2511
V3Co,-0.20467
Ca2Sn2O5,-2.2720599999999997
RbCeTe2,-1.4085
ZnCo2Ge,-0.11102000000000001
Ba4NaW,1.22182
NaAl(MoO4)2,-2.42195
SbS2NCl6,-0.3679
Ho3(AlNi3)2,-0.61603
Re3W,-0.01116
ZrIr2,-0.70676
Ti3PO2,-1.96386
TiBeRh2,-0.79337
V2ReOs,-0.32349
SbO2F,-1.60625
NaBe2Co,0.4947
TmGa3Ru,-0.5492100000000001
BaEr2F8,-4.32634
RbUN3O,-1.25893
ZnB3Ir4,-0.22904
Rb2WCl6,-1.47343
Sc5Cu5O3,-2.34196
LiVP2HO8,-2.21093
HfIr,-0.94393
Sn(PS3)2,-0.3102
PrMg2Ag,-0.12517999999999999
BaHf4Be,0.8770899999999999
MnZnF4,-2.38167
YBr3,-1.86509
Li4CoO3F,-1.97682
YBe2Rh,-0.02362
Zn3Hg,0.16203
Al(MoS2)4,-0.96649
LiBePb,0.2407
Tl2Sn(AsS3)2,-0.36405
TmLuCo2,-0.31773
NaSnPd2,-0.41705
PaO,-2.63767
Sr2Li2Nb4O3,-2.87486
Be2TePt,0.01424
Cd(AuF4)2,-1.44137
Ba6HfO8,-2.96488
KFeS2,-0.87674
Ti3InC,-0.5675600000000001
Pr(AsPd)2,-0.8221799999999999
Y2SiCO7,-3.06124
K2CuAs,-0.44436000000000003
Ba2UCo,1.23404
Pr(GeRh)2,-0.8650700000000001
LiVF4,-2.95515
RbYbO2,-2.19313
Ga2PbO4,-1.7806099999999998
Ba4LiP,0.41031999999999996
Ca2MgAl,0.04675
LiMn5(CuO)2,-1.51606
WOF4,-2.74866
Li4Mn3,-2.67993
LiBeNi,-0.00964
ReSn3,0.7660399999999999
HfZrHg2,0.10799
BeV2Tc,-0.03822
Tl2GeS3,-0.46615
AlCu3,-0.15832000000000002
NaH6CN2ClO2,-0.83588
BaScGe2,-0.21961999999999998
NbNi3,-0.14117000000000002
OsSe2,-0.19496
YbSmPt2,-1.26019
LaHg2,-0.34656
BeZnGe4,0.6915399999999999
KNdTe4,-1.00156
Be2NiW,-0.03429
Ba4CoRe,1.70154
KAu(I2O)2,-0.53042
Sm2Hf2O7,-3.80734
Ta2BeGe,0.14965
Hf2Ge,-0.62755
BaP2(HO)4,-1.56302
MnBeIr2,0.54338
ZnAu,-0.20051
Re2GeAs,0.6814600000000001
Rb3CO3F,-2.1221200000000002
Mg2C3,0.0351
K2OsBr6,-0.94784
Ti3In,-0.01939
YbYRh2,-0.86692
NaGa,-0.05877
Tm2TiO5,-3.6374800000000014
FeTeO3F,-1.4648
HoFe2,-0.15722
KHg2Bi,-0.03897
Li3V(BO3)2,-2.45772
Ca(FeS2)2,-0.74239
ThAu3,-0.70017
Bi3O4F,-1.49577
Li2N,-0.24894000000000002
Rb2PdF6,-2.26255
Li4CO4,-1.7232900000000002
Ca2NCl,-1.79758
CuSbAs,0.17515999999999998
NaP4N7,-0.51464
Ag3Pt,-0.00545
AcCl3,-2.6091900000000003
Li3VS4,-1.19619
BaTi2O5,-3.3251699999999995
KY2Ti2S2O5,-2.95103
USb,-0.17167000000000002
BaLiP,-1.00186
Tm2Ge2O7,-2.81841
Hf(FeGe)6,-0.1404
BaCaCr4,1.03578
MgCr2O5,-2.02903
RbBaTaS4,-1.63518
Ba4TeIr,0.35655
YInNi,-0.5605100000000001
BePb2Se,0.43123
Nb2CS2,-0.93895
Ni(NF2)2,-0.68821
Na4Mo(NO)2,-1.27461
Cu3(Ni2O)2,-0.65909
K2Zn(SiO3)2,-2.51561
Ba4SiTe,0.09986
Sr3TbRhO6,-2.81395
Na2Ni5,-1.12061
Ba2YbNbO6,-3.0139
NaErSe2,-1.78877
NaBe2Pt,-0.07677
BaSrI4,-1.73439
LiBeO3,-1.13331
Be2ZnCr,0.14656
YbB2,-0.32059
DyPPt,-1.3678299999999999
Ba4ScTa,1.16999
Ba4SrMn,1.0246
Ho(SiPt)2,-1.01681
Be2VIn,0.20286
YbOF,-3.42066
LiHfAs,-0.0021
NaPdO3,-0.49286
RbSnF3,-2.6224
Ce(CuSi)2,-0.52693
Li2Ti3VO8,-2.84839
HfMnO3,-2.78851
HfGeB2,1.26806
CoAgO2,-0.92063
BeFe2Ni,-0.0734
SnClF,-1.76157
HoCoC2,-0.44182
Ho3Lu,0.00488
PrDyMg2,-0.08836000000000001
Ba4PbCl,-0.14954
Na4S2O5,-1.62239
MgMnF5,-2.99798
SmSiRu,-0.74357
GeAsRu2,0.41848
BeTl2In,0.35715
Sm2CdIr,-0.5473600000000001
H2C5N2O,-0.18851
K2O2,-1.2611
BeCrSi2,0.3426
ZrSiPd,-0.74746
TiFe2Sn,-0.28657
MgNbAs,0.71722
Li2Fe3CuO8,-1.51339
BH8CN,-0.20706
InP2Pb,0.5169699999999999
LiHfAu2,-0.41553
TaTiAl,0.74861
Li2BeGa,0.00402
Mn3PdN,-0.13634000000000002
SnTe3,0.15129
Ba4RhPb,0.5223
RbGaH2,-0.28247
LiAl(SiO3)2,-2.97302
NdO2,-3.07087
BeGa4Tc,0.4546
Li5Ti2V3,-2.62564
Na3AlSe3,-1.1673799999999999
Li3SiNiO5,-2.12777
Al3Cu2,-0.17833
Li2CrCl4,-1.51651
AgAsO3,-0.8672200000000001
V4GeS8,-0.94606
LuSiAu,-0.76742
Ta2CrO6,-2.7408
Tl2SnCl6,-1.0657299999999998
HfCu3,-0.10255999999999996
Sm3Tm,0.01062
BaSrMg,0.42913
Tl3Ga9S3O2,-0.88387
AsRh,-0.42122
MnTeMoO6,-1.6871
PmAu3,-0.72438
Ba4GaPb,0.24011999999999997
NaCuSe,-0.64082
MnSbSe2Br,-0.44375
CdS,-0.35854
ScP,-1.60251
NaPaO3,-3.21624
Ba2MgCd,0.01261
AgPXe2,-1.55713
Rb4CdBr6,-1.6230799999999999
LuGeRu,-0.72396
Ti2AlFe,-0.24724
Sc2BeIn,0.00824
Zn(GaO2)2,-1.93996
Sr3SmRhO6,-2.77135
BeWCl2,0.89771
TmAlO3,-3.66099
Pd3S,-0.21233
ZnRh3,-0.16959000000000002
HoCl2,-1.94832
KBe2P,0.30646
GeRh,-0.43796
SrSc2O4,-3.56468
Pd2Cl2O,-0.4851
K2MnF6,-2.64679
La(FeP)2,-1.0241
MoN,-0.17973
Ce2Fe2Si2C,-0.61021
Y2Fe2O7,-2.5545299999999997
ErInNi,-0.5456
B2(CN2)3,-0.01071
ErTe,-1.24327
ZrBeRh,-0.52933
Nb5Ge3,-0.43997
Al2Au,-0.48294
HfAlNi2,-0.65658
DyInPt,-1.03173
K7Nb(SO4)6,-1.8956
UBi2,0.01021
PrMg2,-0.10446
NiSnH2(OF)6,-1.41201
LiV2O4,-2.51423
LiVBO4,-2.44515
BaNa2Os,0.98422
Ba4CaNb,0.8429399999999999
RbAuCl4,-0.97233
Bi2O5,-0.67495
Ce(SiPt)2,-1.03251
Mg3Fe3O8,-2.08476
LiGa(MoO4)2,-2.15929
NaCrS2,-1.0515
YbPO4,-2.68163
SmFePO,-2.06951
CeU5O2,-3.60684
LuPaTc2,-0.28948
TiH2C2(NF)6,-1.13746
Li2Ni(P2O)2,-2.13168
Al3CrO6,-2.99491
Tl(CuSe)2,-0.25468
NdSb,-1.2322600000000001
Be2HgCl,0.10212
SrBr2,-2.24442
Li2MoF6,-2.84654
KNO3,-1.0562
MgBeCu4,0.09464
OsBr4,-0.11761
LiCoO2,-1.6742400000000002
TbLuHg2,-0.37761
Cr3B4,-0.42423
Na3MoNO3,-1.7431299999999998
KBiO2,-1.54377
Ti3NiS6,-1.32641
ZrBe2,-0.17078
Zn3N,0.6867300000000001
Zn2PdPt,-0.54177
Ba4PbW,0.96414
TmGa2Pd,-0.77873
K4CdCl6,-1.84274
Li2MnBAsO7,-1.91109
KRb2ScF6,-3.49336
TbBPd3,-0.6128399999999999
LiIn,-0.28003
Ba2HfBi,0.1949
Rb3Ag,0.060279999999999986
NbSbRu,-0.36973
TbAl,-0.4232
Ca2HgPb,-0.62034
SbAsO4,-1.3292899999999999
MnSnO3,-1.61202
CdPd(CN)6,0.48883999999999994
Cd(AsO3)2,-1.32124
Bi4O3F7,-2.10021
Zn2AsIr,0.14754
K3NaFeCl6,-1.63169
Na2Si2S5,-0.98766
Ca(CrS2)4,-0.90091
Nd2GeO5,-2.61472
BeCu4Tc,0.41023
Li2Co2OF6,-2.11091
Cu2PdAu,-0.11737
BeNiSb,0.12384
BeFe2Re,0.03165
WN,-0.09324
Sb2TeSe2,-0.23646999999999999
Mn2CoO6,-1.31004
Sr2YTlFe2O7,-2.26329
BaTb2Mn2O7,-2.88256
Ba2CaIrO6,-2.35399
LiGaIr2,0.29443
KCoAu3(CN)6,0.18173
SmC6,-0.05573
Ni5(P2O3)2,-1.5744799999999999
ThIr5,-0.46068000000000003
Ba2Ti3O8,-3.12978
TiSiPd,-0.61836
BeNiPt,-0.26341
MgBe2Tc,0.04834
Ca5Zn3,-0.2639
PAuClF3,-1.7146
Sb2Pb2O7,-1.06839
Ba4CrNi,1.08741
MgBeFe2,0.17319
BaAsPd,-0.9767399999999999
Al2CoRu,-0.64713
BeMo4W,0.38503
BeCu2Re,0.33347
ZrBeMo,0.14129
SbBr3,-0.59738
NaV(SO4)2,-1.74606
U3TiGe5,-0.41183
BeVRh,-0.09209
AlTeO4,-1.93758
KNb4O5F,-2.44846
TmZr,0.05983
CuCClO,-0.59895
Mg(CuO2)2,-1.18406
Ba2ZnAg2(SeO)2,-1.52618
Ba4CdCo,0.8659399999999999
LiY2Os,-0.31176
MnH2SO5,-1.3343
ZnRhF6,-1.91018
NdP,-1.63493
P2Se5,0.0111
K3Ge4Au,-0.3207
MoBr2,-0.67672
CdCuSb,0.19388
CeOF,-3.8577800000000004
CsCu3O2,-0.8534299999999999
Ni3Te,0.08325
Na2BH4ClO4,-1.6470599999999995
MgBe2Nb,0.13602
Y2GaAu,-0.7746
Mg2As,-0.42369
LiMo2AsO9,-1.90163
TmNi2Sn,-0.53077
ErAlAg2,-0.35941
Co2P2O7,-1.7208599999999998
YAu,-0.94794
Ba2GaGeN,-0.70636
ThTi2O6,-3.55196
HfMnRh2,-0.6110300000000001
BaNiCl2,-0.9796299999999999
PbSe,-0.5002800000000001
TiAl,-0.4094
CrSi2,-0.19587000000000002
Tb(NiP)2,-1.00832
SrBiAu,-0.41181
Be2InW,0.24668
NaTbS2,-2.00512
Fe3Ge,-0.05616
TiBe2Os,-0.12240999999999999
Ga(MoSe2)4,-0.60111
Sm2AgHg,-0.35362
TbMgSn,-0.6017
InTeI,-0.4031
Ca(NdS2)2,-2.27848
BaSn,-0.7723899999999999
NdFeSi2,-0.63373
TlCl2,-0.8016800000000001
MgBeBi4,0.65069
CaPr(FeO3)2,-2.43722
K2PtBr4,-1.17414
Li3NbO4,-2.57945
YbCoC2,-0.31621
YbErHg2,-0.49545
Na2BeNb,1.03013
Li2SeO4,-1.53931
Tl3AgTe2,-0.25305
BaLiHg2,-0.19705999999999999
Tm2CoOs,-0.32256
ScCd,-0.32128
Y3CuSnS7,-1.57867
Hg2P3Br,-0.05973
Tm(CuGe)2,-0.3042
Mn3AgN,-0.04365
Er(SiIr)2,-1.02049
Fe3Si,-0.26548
K7LiSi8,-0.16041
AgHO2,-0.40041
USb2,-0.27131
RbNdTe4,-1.00683
Be2Cr,-0.04917
Ge2N2O,-0.5713199999999999
Li2FeBPO7,-2.10571
BeCd2Ga,0.3871
ZrBePd,-0.22441
GaAgSe2,-0.4228
NbV3,-2.40615
Mg2In,-0.09613
NaCd2Rh,-0.09959
Ca3(SiIr)4,-0.87965
PaInPt2,-0.82531
AlBiSeCl4,-1.21162
Tb(FeB)2,-0.48627
Y2CuRh,-0.62868
NdRh,-0.73578
AgClO2,0.18243
CrInCu2,0.23021999999999998
BeNiGe,0.10624
In2Sn2O7,-1.67075
Li2Ti3O6,-2.98252
ZnFePO5,-1.8236
CaMgGeO4,-2.67341
CdGe2O5,-1.63015
Li2Ni3SnO8,-1.39829
PtS2,-0.41533
GaC3,3.19024
BeInPb,0.47394
Mn2VGa,-0.1965
ZrZn3,-0.29498
KSn2I5,-0.7884
Rb4SnO4,-1.6601299999999999
Sr3P4,-0.5240199999999999
Hg2ClO,-0.31018
Re3Sn,0.57776
ZrBeCl,-0.32558000000000004
ScCdAu2,-0.63767
BeI2,-0.58655
CaNi2,-0.30091
MgAg3,-0.16856
Li3Zn2SbO6,-1.8616400000000002
Sr2SmCu3(PbO4)2,-1.90771
SnGeS3,-0.45136
BaCo2Br,0.39261999999999997
Rb2TlInCl6,-1.48421
BaTi4Br,0.60615
Dy4Sb3,-1.00693
Sc3PbC,-0.75007
SrGe3Pd,-0.56991
LiRh2Pb,-0.22191
YTlCd,0.01293
Sr4CaMn2(SO3)2,-2.47831
Li6CuF8,-2.7872
Ba2AlTlSn2O7,-1.7528700000000002
ZrNi5,-0.35433000000000003
YSc4Be,0.46106
ZnCN2,-0.11872
LiMg2Hg,-0.21329
AgPbO2,-0.7350800000000001
Pr3InO,-1.48312
Zr3In,-0.25224
Zn2AsRh,0.01653
Ca(CuO)2,-1.58231
BaZnSO,-1.97062
ErVB4,-0.74152
Pm2ZnPb,-0.43998
BaBiMo,1.24481
La2GeI2,-1.3437
Ti2AlZn,-0.00281
Ba4Br6O,-2.37301
Ba4MnGe,0.7155
Ba4GaRh,0.69652
SmPt2,-1.10507
Tb2Al4NiGe2,-0.6621
YMgCd2,-0.35495
K2SO3,-1.86875
LiBeCr2,0.31651
NbCu3Se4,-0.49463
CaAu2,-0.79477
Ga2S3,-0.73019
LiAsRh2,-0.5010399999999999
TaBe2Ni,-0.15407
K2CuF4,-2.45716
YAsRu,-0.46206
Ba2TmRuO6,-2.7353099999999997
Be2TcRh,-0.28497
CrGaTe,0.5644600000000001
NaAcAu2,-0.69804
PrPb3,-0.39864
LiInSe2,-0.8397
BaCa(NiO2)4,-1.45401
Ti2GaCo,-0.26576
Mg2ZrBe,0.18993
Na2BeIn,0.229
ScBe2Sb,0.04911
XeF4,-0.5593899999999999
ZrMnSi,-0.58463
CrFe2Sb,0.23522
PaGaNi2,-0.4203
Mn2CoSb,0.13515
Ti2SnC,-0.7562300000000001
AuSeCl7,-0.30824
Y2TlCu,2.23227
ZrMn2As,0.05003
Be3Al2(Si3O4)2,-3.0051
Ni3Au,0.08839
Sc(MnSn)6,0.13565
Li4V3Fe5O6,-1.99408
BeZnSb2,0.52246
Be2SiRu,-0.24068
CoAsRh,-0.24734
Na3DyCl6,-2.1059400000000004
Ba4BeMo,1.5116
NaPrS2,-1.92858
ScInCu4,-0.26602
Na3PO4,-2.31275
BeRe2Mo,0.0902
Li3TaO4,-2.66224
Li6UO6,-2.6139900000000003
HoSI,-1.89487
TiBe2W,-0.09655
SrLi2Nb2O7,-2.82424
MgZrPd2,-0.72454
HfBrN,-1.81582
Ba4TaCo,1.49863
NaTaN2,-1.0837700000000001
Ca3TaGa3(SiO2)2,-2.84223
CuSiO3,-1.93714
PmNi3,-0.25406
CaLaBe2,0.25935
BePd4Rh,0.42668
Ca(GeAu)2,-0.44838999999999996
Mg2Ti2O5,-2.8486
NpOs2,-0.00572
Co3(O2F)2,-1.33149
Rb3NbS4,-1.3869999999999998
