pretty_comp,kpoints_array_average
Ta5Si3,12.0
YBe2V,8.666666666666666
HfZrHg2,6.0
Ba4SbMo,10.0
HfScCo2,19.0
DySi2,21.33333333333333
Ba4LaGa,12.0
Ba2YSb3O8,11.0
TaTiAs,12.0
NbAu2,26.66666666666667
YNiF5,10.333333333333334
Hf3Sb,7.0
Be2VOs,19.0
NdAg2,16.666666666666668
Ba4SrRh,12.0
CrSi,10.0
K4Hf5O2,4.0
UBrO2,9.666666666666666
UTlO3,7.0
BePBr,19.33333333333333
BeZnSi,34.0
IrCl3,8.333333333333334
RbIn5S8,4.666666666666667
Na3PSO3,4.0
AlPd,26.0
Tm3Si,10.333333333333334
NaLiHg2,7.0
VSb,13.333333333333336
Na3SiSnBO7,4.0
TmB4Rh,8.666666666666666
Ba4CoPt,9.0
NbCd3,15.0
SbCl5,4.0
PmCl3,4.333333333333333
ZrB,14.0
Yb3DySb3,6.0
NaBeO3,18.0
YN,8.0
CeFeGe3,8.333333333333334
TiBeTe4,18.0
YbPmPt2,18.0
SmBi,22.66666666666667
BaGaBi2,13.0
Rh3Se8,7.0
ZrGeSe,12.333333333333336
Ag2PdCl4,4.666666666666667
Ba4ZrPd,7.0
NaSrBO3,3.0
CuClO2,5.0
K3Y,7.333333333333332
ScCuS2,7.666666666666668
Rb2PtS2,5.0
K2SrV4O2,3.0
PrTlPd,19.0
PdSCl,2.6666666666666665
SbHO3,5.0
TiAl2,16.0
Li2PNO2,4.0
Ba4MgTa,7.0
Tb(CoGe)2,10.0
Ba(AlSi)2,13.333333333333336
Ba4InGa,9.0
Na3Mn2SbO6,5.0
MnH4(OF2)2,3.333333333333333
TiCdHg2,18.33333333333333
BaTaHg,13.0
MnBi,13.333333333333336
Ca5As3O2F,3.333333333333333
Na3FeO4,7.0
LiYAu2,14.0
Rb2NbCuSe4,3.6666666666666665
Y2MgTl,6.0
K2As2Pd,6.333333333333332
LiSnAu,29.33333333333333
Ba4SrRe,8.0
LaNi4B,15.666666666666664
SrAcTl2,12.0
TlCdF3,4.0
La(BC)2,15.0
SmNbO4,4.0
Rb2Fe4O7,8.0
NaBe2Os,10.666666666666666
Sr2BeCu,20.0
Zn2CoIrO6,5.666666666666668
PmF3,5.333333333333333
TiBeTl,13.333333333333336
LaOF,6.333333333333332
TlIn5S7,5.0
Sc2AlGa,10.333333333333334
Y2CuHg,6.0
MnBiAsO5,4.333333333333333
ZrBe2Pd,13.666666666666664
Be2TlCr,9.666666666666666
V5P3N,13.666666666666664
Ba4HfSc,7.0
HfBe2Rh,22.33333333333333
NdAs,22.0
Mn5O7F,5.0
NaSbF6,4.0
NaMnPO4,4.333333333333333
NaZnSb,16.333333333333332
Li7Ni5O2,5.666666666666668
Ba3TiS5,3.333333333333333
Rb2TlInF6,4.0
KHo2CuS4,4.666666666666667
CaMgBe,18.33333333333333
VAsW2,15.0
V2FeTe4,12.0
ZrBeGa,23.33333333333333
SbCl(OF3)2,3.333333333333333
Sn(PS3)2,6.0
BaLiCl,7.0
Cr2AsPt,10.0
BSe2Cl,17.0
Ti2TcIr,21.0
P2W,13.333333333333336
BeNb2Ir,15.333333333333336
Li5V2Fe3,3.6666666666666665
ScZnNi2,20.0
NiAg3,12.0
MnSnO3,7.0
Ge(PbS2)2,3.0
Hf2CuGe4,15.0
Nb3Ir,19.0
Hf(CuP)2,17.666666666666668
AlCuS2,5.0
PdSe2,5.333333333333333
RbSrCO3F,5.0
RbCrO2,18.0
TiHg,16.333333333333332
Be2ZnFe,10.666666666666666
CoB,6.333333333333332
K2BeZn,11.666666666666664
SmTiGe,6.0
BaAlSi4N5O3,4.0
SnF3,4.0
Li8PrO6,6.0
Tc3Ir,18.33333333333333
Ca2SnN2,6.0
Sr2YRuO6,5.666666666666668
Y2ZnIr,20.0
Ho3ScO6,4.0
Tm2CdOs,15.0
K2Zn3O4,4.666666666666667
Nd5CuSe8,5.0
Mn4ZnCu3O2,6.0
BaSiN2,4.0
BeGeRh2,22.0
VPbClO3,3.333333333333333
ZnFeF4,4.0
Sr3SbN,8.0
Be(SnBr)2,6.666666666666668
Li2BeW,21.0
Ho2S3,4.0
Ce(PRh)2,9.0
FeCuC5N6O,3.333333333333333
CaCdSi,10.0
NaLaTiO4,5.333333333333333
Mg(BH4)2,3.0
PrTe,18.0
ScZnCu2,20.0
TbAsO4,4.0
MnSO4,5.333333333333333
BeTeCl4,8.0
BaH4(IO)2,4.666666666666667
MgTi4O9,2.6666666666666665
CrInCu2,11.0
Pr2CdAg,11.0
U3Si,6.333333333333332
BeCr2Te,9.666666666666666
BaPb2C2(O3F)2,6.0
VFeH2O5,4.666666666666667
Be2GeIr,15.666666666666664
Nd2ZnIr,13.0
Nd3Ga,16.0
VSb2O5,4.0
LiFe(CO3)2,3.333333333333333
Ca2BiSbO6,4.666666666666667
Bi2SeO2,11.666666666666664
Cu2WSe4,12.0
H4CN2O,4.0
SmDyO3,4.666666666666667
CeAlAg2,9.0
Ba4Ru3,4.0
BaAgP,9.0
Ba2ScHg,8.0
Ta3AlC2,12.0
Be2MoW,12.0
K2NaTlF6,4.0
Lu3Ni7B2,12.333333333333336
Tb(SiRu)2,11.0
U(SiOs)2,12.0
Rb(OsO3)2,10.0
BeNb4W,20.0
BeV2Ge,14.0
ZnCrF6,5.0
TiZnPO5,5.666666666666668
Mg2BeFe,11.333333333333336
CuHgSeBr,5.0
KSrBe2,10.0
PrTlO3,17.0
NaVF4,8.0
Lu2NiRu,17.0
Sr2Pb,6.666666666666668
Zr3NiO,8.0
LiGaRh2,16.0
Er6MnBi2,7.0
Sc6Al6Os7,9.0
TmCd,19.0
TaAgO3,7.0
DyAgHg2,16.0
ThP2O7,4.0
Be2VMo,18.33333333333333
Te3Pt2,14.666666666666664
V3Sn,9.333333333333334
PbAu3,22.0
Be2CuBr,17.666666666666668
RbV(IO4)2,3.6666666666666665
Ni3(BO3)2,4.666666666666667
AcSe3,16.333333333333332
BaTlHg2,17.0
BaV4O8,6.0
VInPt,10.0
Li2AgBi,14.0
PrYTl2,17.0
VGaTc2,14.0
NaVSe2,8.0
AgBi3S5,5.333333333333333
U(NiP)2,14.333333333333336
VI3,6.333333333333332
BeCu2Bi,30.0
LaPbAu,15.0
CaPtO3,5.333333333333333
SrSO4,5.0
Al2CrTc,11.0
Ba4YNb,7.0
AcAgTe2,9.0
TlPF6,4.0
BaCd,16.0
HfHgO3,10.0
SrAu5,17.333333333333332
KBeIr2,16.666666666666668
Ag3SbS3,5.0
CaCeMg2,7.0
BeHgSe2,22.33333333333333
Li2Ni3SnO8,6.0
CeCdNi4,15.0
Y3GaO6,4.333333333333333
Sr(AgGe)2,18.666666666666668
AlMoO3,22.0
InPb2I5,4.0
Li2VCl4,5.0
LiHf4Be,14.0
Ca3TaGa3(SiO2)2,4.333333333333333
Sm3Ga,12.0
NF,5.333333333333333
RbCd(NO2)3,4.0
PaPt3,14.0
ZnNiP2O7,3.333333333333333
NiP4,8.0
VO2F,5.333333333333333
Ba(AsPd)2,17.666666666666668
BeCdIn,23.33333333333333
Ca3In,17.0
Be2GaMo,10.666666666666666
YbIn5Ir,13.0
BaSrPb,14.0
Tb3Sb4Au3,6.0
BeInHg,19.0
BaAlF5,7.666666666666668
BeGa2Br,29.66666666666667
CeSnAu,12.0
KZr2Nb,11.0
Ba3Er,7.333333333333332
BeBiW2,11.666666666666664
BeZnSb2,13.666666666666664
BePOs,21.33333333333333
Zr2Te2P,12.0
Al2ZnTe4,5.666666666666668
U2InCo2,13.0
ZrBe2Rh,14.0
MgB9N,6.0
Tm(NiGe)2,12.0
Sm2Ge2O7,4.0
MgScGa,12.0
BaCe,16.0
TiBeHg,11.0
LiH3O2,5.0
Ba4NbMo,9.0
V2ReOs,20.0
YbSbPd,12.0
Li6MnS4,4.666666666666667
BeCoMo2,18.33333333333333
YbInHg2,21.0
K(BH)3,4.0
Ca3(AlGe)2,14.666666666666664
H3OF,3.6666666666666665
BaTaS3,7.333333333333332
Rb2H2C2O5,3.333333333333333
Dy2InHg,20.0
BeIn4Mo,11.0
Mn4BeTe,11.0
ZnAg3,20.0
Ba3NaIr2O9,4.666666666666667
Sr(NdS2)2,5.0
Ho(SiPt)2,14.666666666666664
HfGaCu,14.0
NdMgNi4,18.0
ScFeGe,10.333333333333334
H7NF4,3.0
DyNbRu2,17.0
Cu(RhSe2)2,7.0
InCu,15.333333333333336
LiBe2Br,10.333333333333334
Al3Cr,14.333333333333336
Er2IrRh,13.0
Sr2YIrO6,5.0
BaTm2O4,4.666666666666667
YInPd2,11.0
SmSe,15.0
Ca2BeIn,18.0
DyCd3,15.0
V2P,7.666666666666668
Na2CrCl4,5.666666666666668
BeCuBr,11.333333333333336
TiBrN,7.666666666666668
LiBe2Mo,25.66666666666667
Li3SbS4,4.0
Mg(P2Rh3)2,14.0
NaF3,11.0
Tb(SiNi)2,13.0
Sm(SiOs)2,14.666666666666664
CaVF4,4.0
BeGe2Os,11.0
TmGe2,14.0
KBiF6,4.0
Sm2AgHg,17.0
Lu2HgAu,13.0
LiFe3(OF3)2,3.6666666666666665
TbInPd,19.666666666666668
Bi(BO2)3,4.333333333333333
MnNi3,17.0
Y2Zr2O7,5.0
Na2PdF4,4.333333333333333
AcZnAu2,19.0
SrBi3,22.0
TaTi2N3,21.33333333333333
YSe,15.0
V4NiS8,5.666666666666668
CeIn3,15.0
LuAsO4,5.0
Li2RhAu,3.0
BaMgMn4O8,13.333333333333336
Na2LiAlF6,4.0
BaYSc,9.0
PbSO3,5.0
DyHoMg2,11.0
GaCu3,22.66666666666667
Rb2NiF6,4.0
ScHCl,20.0
Be2ZnRu,17.666666666666668
Be2OsPt,8.333333333333334
ErGeBiO5,3.6666666666666665
BeMoW2,23.0
Sr2Si,12.333333333333336
RbTiBr3,11.666666666666664
BeInBi,23.0
Al3(Co10B3)2,7.0
K3Sr,7.0
NiN,16.0
MgPaRu2,17.0
LiAlFeO4,4.666666666666667
Tl2Ge2O7,13.0
H5PbCI3N2,9.0
Ba4CoW,9.0
CrHgF6,5.0
CrSn2,11.0
Be3Cd4Si3SO2,4.0
PaPbAu2,16.0
PmCdAg2,19.0
DyBr2,4.666666666666667
Al(MoS2)4,5.0
ScH2,13.0
Zn2SnO4,6.0
Rb3Pt,9.0
K2NaRhF6,4.0
BeCoPd2,8.666666666666666
GaGeTe,20.0
Cd3(BO3)2,4.666666666666667
Ho2Bi2O7,4.0
ScAl3,17.0
TbSF,6.666666666666668
Ni4Mo,10.0
BaNa2O2,4.666666666666667
Mn2Al2O7,6.0
Tb2Mo2O7,6.0
BeFeCu4,16.0
BaMn2Hg,12.666666666666664
LiZn2Ir,26.0
Nd2Ta2Cl2O7,5.666666666666668
LiFeO2,8.666666666666666
NaLiMnPCO7,4.666666666666667
Sc2TcNi,18.0
ZrAgMo,11.0
LiI,6.666666666666668
Mn2VO4,4.333333333333333
HfAlRh2,11.0
YbErHg2,20.0
CoPO4,6.0
BaLaIn2,11.666666666666664
K2BeSe,5.333333333333333
MoIr,22.33333333333333
Ge2MoO6,5.333333333333333
MoW(SeS)2,7.666666666666668
LiCd2Pt,17.0
Li(Fe3Ge2)2,11.666666666666664
YbGaGe,16.333333333333332
TaNiTe5,12.666666666666664
UGeSe,6.666666666666668
BaZr4Ta,14.0
KPb2,19.33333333333333
RbVSe2,7.666666666666668
MnGePd2,10.0
YCoC2,7.0
MnSe2,6.0
U(Ni2P)2,11.333333333333336
CaCu3(Sn2O)2,5.0
Ca3SnN,6.0
Ba2Re6S,4.0
SrCrPd2,10.0
TaBiO4,4.666666666666667
Al(FeO2)2,6.0
Li6MgBr8,5.0
K2Zr(SiO3)3,3.333333333333333
Sc2ZnOs,11.0
CeCuSO,5.0
LaReB,11.0
Ca4BeZn,8.0
LiAgTe,15.0
AlInB,26.0
Al2CrIr,13.0
BaGaCu2,16.666666666666668
Li3FeOF4,7.0
SeN,3.333333333333333
Sc2C3,7.0
Sm3Dy,12.0
TlSbO3,4.0
LuAl,8.333333333333334
KH3O2,3.333333333333333
LiNbO3,6.0
LiMnP2HO7,4.0
TaAsO4,4.666666666666667
FeO2,14.666666666666664
YCuAs2,22.33333333333333
UInAu2,9.0
LiLu2Tc,10.0
NaErS2,9.0
Ba5Hf4S3,6.0
HfBe2,14.0
Pm2AgPt,19.0
Sr3BiSb,6.0
PrW3,17.0
GaPPd5,12.0
YCuO2,7.0
K2BePd,18.33333333333333
Tl(TeMo)3,11.666666666666664
Sr2CdAs2,6.333333333333332
Li2SmTl,17.0
K8NO3,4.0
Ba4SiBr,8.0
ScBe2In,20.666666666666668
Cu2H3ClO3,5.0
BeTcGe2,19.666666666666668
Zr3AlN,12.666666666666664
Nb3Al,16.0
KSO2F,4.666666666666667
LiSm2Os,18.0
TiZnF4,6.333333333333332
NaLiZnP2O7,4.0
BeGeOs2,15.333333333333336
Na2H4Pt,5.0
Yb2SeO2,15.333333333333336
Tm(GeRu)2,8.333333333333334
Li4NpO5,4.333333333333333
Zn(GaSe2)2,5.666666666666668
AlCuS2,20.0
Na2BeCu,11.666666666666664
Ba2Y(CuO2)3,16.0
KPO3,4.0
LuC2,23.0
ReSnAs,22.0
LiCo2O2F3,13.666666666666664
BaNbTe,15.0
ReTe3Br5,2.6666666666666665
NdAsPd,14.0
KNb4O5F,15.666666666666664
LuP,9.0
Yb3U,8.666666666666666
PtO,13.666666666666664
ErCuS2,6.0
VINCl3,3.6666666666666665
ThPt,10.0
TaBeSn,14.666666666666664
Be2GePb,12.333333333333336
Li2CoO3,6.333333333333332
BaCuTe2,21.0
H2CSO4,4.0
MgSiNiO5,5.666666666666668
CaPmPd2,15.0
BeAlH5,5.333333333333333
Be2HgPd,15.0
TaSnO3,22.0
CaMo2O5,6.0
LiB,14.333333333333336
As(IF3)2,3.0
Li2Mn2F7,3.333333333333333
TmAl3,20.0
BeCuBr,13.333333333333336
Na2FeCu(CN)6,5.0
Li3MnSi2O7,4.0
CeFeAsO,6.333333333333332
CaSiNi2,15.666666666666664
MgTaZn,13.0
KCSN,3.333333333333333
K6Fe2O5,3.0
BaC,13.0
TiBeRh2,12.0
CdBiS2Cl,5.666666666666668
Ba4GeIr,16.0
KCuF3,9.0
KNa2Cd,7.0
HfBeSb2,12.0
HoNi2B2C,16.0
NbSbRu,8.0
NaReO4,3.6666666666666665
LiZn2Pt,25.0
Rb3Ag,12.0
BeNiBr2,18.33333333333333
LiVF4,3.0
BaLiY,9.0
Co(AsO3)2,5.666666666666668
LiNdGe,13.666666666666664
Ca(CuO2)2,7.0
Ba4ZrPb,7.0
Li2MnCo3O8,6.333333333333332
KBH4,6.0
Nb2CrOs,8.0
Zr2O,16.0
HoCoSi,6.0
Mn2N,12.333333333333336
Li2PrTl,10.0
BaBiP4,15.0
Tl4CrI6,4.0
KNb(CuSe2)2,7.666666666666668
Al2CuO4,8.0
KBaTe,10.0
LiNbCuO4,5.333333333333333
Tm5(ReO)2,5.0
Pm3Zn,16.333333333333332
HfN2,19.33333333333333
BaMgCd,12.0
Be(BC)2,5.666666666666668
Sr7(HCl)2,3.0
GaRh,13.0
Be2TcPt,25.33333333333333
La(HO)3,4.333333333333333
Na4FeO3,3.6666666666666665
Li4Co(OF)2,6.0
UCd(PbO3)2,4.0
Nd3OsO7,8.333333333333334
K3PO4,3.0
DySBr,8.666666666666666
LuInRh2,17.0
NbB,17.333333333333332
Sm2AlCd,17.0
Ba4IrO6,5.0
NdGd2,15.333333333333336
TmTc2W,13.0
U(GePt)2,5.666666666666668
AlH2PbO2F3,4.333333333333333
Y2HgAu,6.0
NaNdTiO4,5.333333333333333
MnH,22.0
Mg(AlC)2,8.333333333333334
LaBeGa,13.0
Li4MnV3O8,6.333333333333332
YInCu2,13.0
Zr2Co4P3,4.666666666666667
NbW5Se2,7.333333333333332
Dy3AlCoS7,4.666666666666667
Li3CrPCO7,3.0
HoThTc2,12.0
Rb3Nb2Br9,7.0
NdGa3,22.0
KF2,10.0
Ba4TaPd,8.0
InFeO3,12.666666666666664
BeSi2Sb,20.666666666666668
SrCrO3,14.0
PrGe2,15.0
LiCaSn,16.666666666666668
Ho2ZnIr,20.0
NpP,8.0
Li4SbTe3O2,3.333333333333333
V(CrS2)2,6.666666666666668
PrSmZn2,13.0
RbOsO3,14.0
CuRhO2,7.0
Mn2CuGe,10.0
ScCuO2,7.0
Co(RhO2)2,5.0
KBrO3,7.0
U2PN2,7.666666666666668
PbCN2,4.0
CaBe2Si,14.666666666666664
K2Cu(ClF)2,3.6666666666666665
K2P3,3.6666666666666665
LiBeNi2,13.666666666666664
TbAgTe2,4.666666666666667
Tb(CrSi)2,9.0
RbNdSe2,8.0
NaLaBe,10.333333333333334
BaLiRu2,21.0
TiBeGa,18.0
TeW2Se2S,7.0
NbCl2O,5.666666666666668
Sr2BeNi,14.333333333333336
Sr2HN,6.0
Sr2UZnO6,3.0
ZnSnO3,10.0
PrB2Ir3,23.33333333333333
BeReRu2,13.333333333333336
Be2CoPb,14.0
Ba4LiCo,8.0
SrPd2,11.0
CaZn,21.0
YbNdS3,13.0
BeNb2Sb,10.666666666666666
Ce3(BN2)2,7.0
Ti2CoGe,9.0
RuCl3,3.6666666666666665
KBeCd2,18.33333333333333
CaSn2,5.0
ZrRu,24.0
Al2ZnO4,5.0
Ca(HO)2,5.333333333333333
AlSiP3,8.666666666666666
NO2,3.0
ZrBe2Co,20.33333333333333
Li2HgPb,5.0
BOs,32.666666666666664
CaFe(SiO3)2,4.333333333333333
BeBiPt,20.666666666666668
Rb3InO3,4.0
CaYZn2,6.0
Yb5Ag3,7.666666666666668
Sm3SnC,11.0
Ba2InSb,16.0
Zn3(PO4)2,3.333333333333333
PCl5,3.0
Li2MnCr2O6,4.666666666666667
SmHoTl2,19.0
KMnAg3(CN)6,3.6666666666666665
CaPbO3,4.666666666666667
K3Ge4Au,6.333333333333332
Zr(CuP)2,17.666666666666668
LiTbSe2,9.0
Cr2CuSe4,6.0
BeCoW2,23.66666666666667
Li2CrFe(PO4)2,3.6666666666666665
KInO3,9.0
Nd3Th,16.333333333333332
SrFe2(PO)4,4.0
CaBeCd,17.666666666666668
Sc2BeRe,16.333333333333332
Sr3CeP(CO)3,4.0
Rb2TlGaF6,4.0
BaGa2Br,17.333333333333332
LaBe2V,7.333333333333332
Be2FeP,9.0
ZrSiO,12.333333333333336
ReSi,9.0
TeAs,31.0
Ba4ScMo,9.0
Lu2ZnPd,15.0
NiAgO2,11.0
USe2,4.666666666666667
TaFeP,7.0
Ga2WSe,24.0
Ag3AuSe2,7.0
Tm3InC,9.0
HoAl2,19.0
CaIn2Au,14.666666666666664
Li2V3CuO8,11.0
HfTiBe2,16.666666666666668
ScFe2,15.0
SrLi2Ge,5.0
MnBePb2,18.33333333333333
YBeIn4,21.0
YNi2B2C,18.33333333333333
V3S4,7.0
UCl5,3.6666666666666665
CuBi(PSe3)2,5.666666666666668
Ba4BiSb,12.0
CeB2C,6.0
CoAgO3,4.333333333333333
Sr2YTlCr2O7,10.666666666666666
KH2N,5.333333333333333
Y2V2O7,6.0
TiSnRu2,15.0
V2CrFe,11.0
Ba(ZnSn)2,15.333333333333336
Li2MnVO4,4.333333333333333
PdSeO4,3.333333333333333
In2Ge2O7,5.0
CaBi3,25.0
Li2FeOF3,6.333333333333332
Sr2CuTeO6,6.333333333333332
Na3TiCl6,3.6666666666666665
Mg3ZnO4,6.0
Lu2AlOs,18.0
Ba4GaIr,10.0
MnBe2Sn,10.0
SmAg2Sn,21.0
Li6Fe(SiO4)2,2.6666666666666665
SmPd,12.333333333333336
Nd3S4,7.0
FeSe,20.33333333333333
Er(CoGe)2,10.0
RbHF2,4.333333333333333
ZnH8C2(SN3)2,3.0
Bi2TeSe2,11.0
PIr2,19.0
AlAgB,21.0
SrBeSb,12.333333333333336
LuPd3,20.0
ThTe3,5.666666666666668
LiGa,24.0
Nd2Ni6Sn,6.0
Ti2N,11.0
Ba4TlRh,10.0
YRe(WO4)2,5.0
BaAlCuAgO5,16.333333333333332
BaTi2Cu,8.666666666666666
LiCu2Ge,18.0
BeNbTe,15.666666666666664
Ba2Ti3O8,6.333333333333332
TiRh,16.0
Na2TiF6,3.6666666666666665
LiMnIr2,3.0
BeZnOs2,17.333333333333332
Ca2Ti2O5,7.666666666666668
MnTl2SnTe4,8.666666666666666
Tm4B6O5,3.0
U2Si4W3,5.333333333333333
Nd2O5,3.6666666666666665
Ba2BiSb,16.0
TmZrOs2,16.0
HoSbRh2,10.0
ErNi5,11.0
CaIn,14.0
Nd(Fe2P)2,6.0
Al2HgO4,5.333333333333333
CaTmCd2,15.0
ZrBe2Hg,17.666666666666668
TlF3,4.0
Ti3Zn2O8,5.0
Ba3BiAs,6.0
KPrS2,7.0
Li2MnP2HO8,3.6666666666666665
YbMg2,14.333333333333336
Li2TmIn,18.0
SrP,6.333333333333332
Ba4SnIr,11.0
Li3Mn3SiO8,5.666666666666668
TaPbSe2,17.666666666666668
ScBeIn,7.666666666666668
Cs2PdI6,6.0
Dy2Hf2O7,4.0
YbNdCd2,11.0
MoSeS,6.333333333333332
Ba4VPt,7.0
BeCo2Si,11.0
UGe2,7.666666666666668
CdGeO3,6.0
NdRhC2,16.0
Sr(SbPd)2,17.333333333333332
YBe2Cr,18.0
Li8SiO6,4.0
Ca2PI,8.0
DyB4Ru,12.666666666666664
InFeCo2,10.0
Er(CoB)2,11.0
TiMo2As,12.0
GaFeNi2,11.0
BaCaSe,14.0
BHC4NClF4,2.6666666666666665
Fe(IO3)3,2.6666666666666665
NaTa3,18.0
TlAsRu,21.0
VCl4,3.0
SrIn4,14.666666666666664
YTaRu2,18.0
LiIO3,3.0
ZrBe2Cu,10.666666666666666
PbF3,4.333333333333333
YHg,21.0
Be2CdCu,20.0
Nd(PO3)3,3.6666666666666665
BaGePt,9.0
Mo3Pd2N,8.0
LiAuI4,4.666666666666667
MnSb2F2,3.333333333333333
CaPrCd2,17.0
GeBr2,2.6666666666666665
Au3S,11.0
Ba4ScOs,9.0
ZnRhF6,5.0
Sr2CuF6,3.0
Mg2Mn2O5,10.0
MgInCu4,26.0
MoRh3,10.333333333333334
BaTiAlCuO5,18.33333333333333
ScAlCu2,13.0
BaCr4O8,7.0
TiBeRe,16.666666666666668
Ge2Mo,9.0
RbZnH2Se2ClO6,3.333333333333333
Li2SiSnS4,6.333333333333332
K3WF6,5.0
MgZnAg2,24.0
Cd3PCl3,4.0
BeInPb2,21.33333333333333
Li2DyPCO7,4.0
YBe2Re,17.333333333333332
BaZnSi,11.333333333333336
TbS,22.0
TiBeBi,13.0
Na3Co2SbO6,4.0
LaBeCd4,16.0
Ba4CdP,11.0
LaY2Be,16.0
LiV4O5F7,4.666666666666667
TeOF2,3.333333333333333
Tb3AlC,14.0
Tb2S3,5.0
Li2BeGa,27.66666666666667
CeH3,10.0
Li4Mn(BO3)2,3.6666666666666665
Yb(ErS2)2,5.333333333333333
ZrBeGe,15.333333333333336
AgBiTe2,12.333333333333336
Sm3AuO6,5.0
Ca3TeO6,3.0
HoVB4,8.333333333333334
BeZn2Mo,11.0
K3In,16.0
Sn2PClO4,5.333333333333333
TiFe(BiO3)2,4.333333333333333
MgBe2Sn,19.666666666666668
MnGaIr2,9.0
Cu(BiO2)2,6.666666666666668
NdAl4Co,14.0
NaLaSe2,6.666666666666668
Ba4CoSn,14.0
Ba4TeMo,8.0
Sr2Li2NiO4,4.333333333333333
Sr2SbAu,8.0
GaI3,3.0
PrLuSe3,6.0
Tl4CdI6,4.0
Ca3PCl3,6.0
YAlAg2,11.0
MgSnP2,6.666666666666668
Te2Mo,13.666666666666664
Ba2LaMo,11.0
Lu2InHg,14.0
LiYb2Tl,10.0
Co3B,6.0
Sr(PIr)2,6.666666666666668
LuCoC2,15.333333333333336
HfNbTc2,19.0
HfSnRh,12.333333333333336
BeFeP2,21.66666666666667
CdSiO3,7.0
CrCu2Si,16.0
Ti6Si2B,7.666666666666668
BeCrFe2,16.333333333333332
Ba(FeO2)4,8.0
Bi2Rh3S2,8.0
Mg2Pd,16.0
Zn(BH4)2,5.666666666666668
BiPt,24.33333333333333
SrMnRe2,16.0
Rb3Ti,6.666666666666668
Mg2HgPb,7.0
ZrBe2Fe,23.33333333333333
MnCO3,5.0
BaSrHf2,11.333333333333336
CrCdTe2,8.0
Si(O2F3)2,3.333333333333333
Ba3Ca2(SiN3)2,4.0
Sc2MnGe,8.0
SmY3,9.333333333333334
LiV3O4,11.0
CeCdAg2,10.0
YbRh2Pb,17.0
Ba4PPt,10.0
Ba2CuH6,9.666666666666666
K3BePCO7,3.6666666666666665
InHgW2,21.0
SiPd,15.666666666666664
KAgO2,4.0
Li2Cu3F8,4.0
LaSe,18.0
NaScTl2,7.0
UPbO4,2.6666666666666665
Na3Al,12.0
CePd3,13.0
K4UO5,2.333333333333333
Pu3Al,7.0
LiHo2Os,16.0
TiMn2Ga,10.0
Be2CdIr,12.0
HoCd2,16.333333333333332
YbHfIr2,18.0
RbTmO3,10.0
ThMg2,8.0
Rb2ZnH4,4.0
Ba2CrBr,9.0
RbFeO3,16.0
BeCrPd,15.666666666666664
CaLaZn2,17.0
LiFe2(PO4)2,5.333333333333333
HoZrOs2,21.0
NaInS2,9.0
Ba4TcSn,11.0
ScCdAg2,10.0
Ba3TbRu2O9,4.666666666666667
Ti2CuS4,8.0
Ce(SnIr)2,11.0
KHfPdF7,4.666666666666667
Rb3ZnBr5,2.6666666666666665
CrI2,7.0
CaPmPt2,18.0
Ba4SnW,13.0
Ca2H3Br,10.666666666666666
KBe2Te,24.33333333333333
CrF2,4.666666666666667
KCN,4.0
Rb3GaO3,4.0
Th(NiSn)2,9.666666666666666
Ca3P2,7.0
Li2Fe5O5F7,4.0
BaSc2Ni,13.333333333333336
Ba4NaCuC2,4.333333333333333
TbTmRh2,22.0
Be2MoPb2,11.0
BaMgNi2,11.0
Li5Fe3Ni2,4.666666666666667
MnSn3,10.0
ScBRh3,11.0
NaSmSe2O7,3.0
SrGeO3,3.333333333333333
LiReO3,11.0
CdFeO3,6.333333333333332
NbP,18.33333333333333
Sc2BeTc,11.0
YbSnPd2,14.0
Li2TbF6,3.6666666666666665
ScIO,5.0
VSb2,14.666666666666664
TlIO4,4.666666666666667
K4BeRh,9.0
SrAgBi,10.666666666666666
ZrAlRu2,18.0
Li2Fe3SnO8,5.0
NaAcHg2,18.0
Sb2Te3,11.0
CrCl2,6.0
Nd3Ho,13.0
BeZnPt4,21.0
Ba4GeMo,13.0
K2Mg2Si2O7,5.333333333333333
Te4W3Se2,8.333333333333334
Er(Al2Fe)4,7.666666666666668
Ba4VP,8.0
RbAl,22.0
PrTe,15.0
Te4O9,4.0
Ba4Al5,13.0
Al3Pt2,24.0
BaNbBr,8.0
Ti4P3,12.0
SmRe3,16.0
PaCdAu2,18.0
TiBe2Tl,11.666666666666664
UP3,10.666666666666666
ErSnPd2,10.0
YbPO4,5.0
TmCd3,12.666666666666664
Li2FeF4,3.333333333333333
NaH3(SeO3)2,3.0
BN,6.666666666666668
Nb3Ni,19.0
Ti3SiC2,20.0
Nd3TlN,13.0
RbAuN2,2.6666666666666665
Zn2SbWO6,6.0
Na4SnS4,3.333333333333333
SnO2,8.0
CaBeCd,20.666666666666668
BeNi,25.0
HoCdPd2,20.0
ZrBeGe4,21.0
DyB4,14.0
Li5TiAs3,5.0
AsSeI,6.666666666666668
Ba3BAsO3,10.333333333333334
LiCoF2,10.0
ThAl,12.0
Tb(NiB3)2,11.0
CuCClO,5.0
ThZnRh2,13.0
Li4Ti2V3Cr3O6,3.333333333333333
SeBr3,28.0
KAlO2,4.666666666666667
KBaW,13.0
YMgBe2,12.666666666666664
ScGaO3,4.333333333333333
DyGe,16.333333333333332
Mn5CoO2,5.666666666666668
