pretty_comp,magmom_oszicar
MnBe2,0.0
Ba2YBe,0.0
NaSbF6,0.0
LiAgF2,0.0
Hg2P3Br,-0.0
UIr2,3.569
MnSiNi2,3.7507
LuCl3,0.0
KInO2,0.0
Na3BeAl(SiO4)2,-0.0
HfBe2Os,0.0
Be2RuAu,-0.0
Ho2Ge6Pd,0.0
SiMo2As,0.0
ScCdCu2,-0.0
LiTiV2O6,2.9999
MoCl3,1.9722
Zn(GaSe2)2,0.0
Be2MoW,-0.0
CaTiF6,-0.0
Y2CuRh,0.0
Th(SiPt)2,0.0
DyGa3,0.0
LaAs,0.0
SiGeAs,-0.0
Be2CuTc,0.0
Y2SO2,-0.0
KTmO2,0.0
BeGeAs2,0.0
Ba4NbIn,3.5980000000000003
MgNi(GeO3)2,4.0
CaBe2Co,0.0
Sc2GaRu,0.0
TaTeBr9,0.0
Sr2C(NCl)2,-0.0
HgOsO3,-0.0
TmGa5Co,0.0
Ba(MgBi)2,0.0
NaBi,0.0
Y2HgO4,0.0
ZrSnPd,0.0
Ba4ZnTe,0.0
YMgTl,0.0
Ta2I5,0.6768
OsN,0.0
BeReBi,0.0
HfIN,-0.0
Na4GeO4,-0.0
SnH8(NF3)2,-0.0
P2W,-0.0
Hf3SnO8,0.0
BeCo2Br,3.1267
YMgZn2,0.0
Tm2Ga8Fe,0.0
CdAsPt5,0.0
ScI2,1.7724
Ce2Ni,1.5435
Ho5SbAu2,0.0
K(FeAs)2,1.3533
Ce(AlAu)2,1.4106
BaYCoCuO5,2.252
Mg3BH2O5F,-0.0
Ba4TlOs,-0.0
Yb(NiP)2,-0.0
Na3PaF8,-0.0
Na2B2Se7,0.0
Ba2Ti3Tl2,-0.0
ScNbOs2,0.0
Ba4VZn,0.1193
V2FeTe4,6.2891
BaCo2Cl,3.2115
YBe2Ru,-0.0
Sc2CdS4,-0.0
Lu2AlZn,0.0
OsN2,-0.0
Ta2InC,-0.0
PrMg(NiO3)2,-0.0
Er2ZnAu,-0.0
KPdF3,-0.0
Be2TlBr,-0.0
HoMn2,1.8505
SmOs2,0.0
BaCrBr2,5.4907
Na4W(NO)2,0.0
ErSCl,0.0
VSbRu,0.0
TbCeO4,1.7746
K2HgSe,0.0
FeAg2SnS4,3.9801
VSb2,0.0
CaMnGe,4.5627
MnBe2Ni,2.9706
Ir(Cl2F3)2,5.3693
LiTiRe,0.0
Ba4CuSe,-0.0
Zn(GaS2)2,0.0
RuI,0.0
NaBe2Ge,-0.0
SrBeSi4,0.0
Li2Fe2(CO3)3,8.0
Sr(NiSb)2,0.0
GaFeCo2,4.9872
Tm2C3,-0.0
Li2TlPt,-0.0
Ho2AgIr,-0.0
CaCeMg2,-0.0
TaPd,-0.0
TaTiAs,1.4608
Ba4MoBr,3.0647
Ca2BrN,0.0
Ba4TaMn,3.603
SrInHg2,0.0
Cd(HO)2,-0.0
Rb2NaSbCl6,-0.0
BeCr2P,0.0
ErHg,0.0
Sc2ZnTc,-0.0
HoMnB4,3.2241
Li3(CoO2)4,0.3991
Li2NiO2F,1.9999
V2Bi4O,-0.0
LaTl,0.0112
SrU,2.5971
Be2CoCl,0.0
Be2GaFe,0.0
Nd3Sb5O2,0.0
Ba2HoSbO6,-0.0
CaHI,0.0
Li2AgPd,-0.0
ZnCu2SnSe4,-0.0
Tb3(CuSi)4,0.0
Na4Bi2O5,-0.0
Er(CoB3)2,6.3527
LiErIn2,-0.0
BeMo2Br,-0.0
BaTcPd2,0.0
HfAg,-0.0
Ba(Si3N4)2,0.0
YOF,-0.0
Be2CdFe,2.1641
Dy2IrRh,0.0
ScBiO3,0.0
BeV2Co,1.2759
TaAl3,0.0
AuF5,0.0
ZnFePO5,7.9977
RbLuSe2,0.0
YGe,0.0
H4WNCl6,1.9992
Ca(TiS2)4,0.0
YbSmPd2,0.0
Sr(GaTe2)2,-0.0
BeInOs2,0.0
Ca2AgAu,0.0
BaYTiCuO5,0.0
CuAsPbS3,-0.0
PmAlAu2,-0.0
B4PbO7,0.0
ErPd3,-0.0
Li5MnF8,4.0
ZrBeZn,-0.0
BeNiBr,0.0
YbB4O7,-0.0
K3Al2As3,0.0
ThGe2,0.0
Tb3SiBr3,0.0
V2MoO8,0.0
Yb2CdSe4,0.0
LuNiPb,0.0
YbO,0.0
TaGaPt,0.0
SrMnO3,3.0033
UAl2Cu,2.6059
Sn2BSe,-0.0
In2O3,-0.0
Rb2Hg7,0.0
PdAu3,-0.0
Sm2Be2GeO7,-0.0
Ca3GeO,-0.0
NaCa2Be,0.0
Be2TlRe,0.0
Ca4Al6O3,0.0
BaMgGa2,-0.0
YbGa5Co,0.0
YP,0.0
Bi2Te4Pb,0.0
BeGe2Os,0.0
AgH4WS4N,-0.0
K2Al2B2O7,0.0
Li5Fe3Ni2,7.0241
BaSi2,-0.0
Sr2UMn,0.0001
K2CuF4,0.9687
Yb2Ti2O7,-0.0
Li3Ga2,0.0
Y2MgAl,-0.0
Sc7C2,0.0
Na3GaS3,-0.0
Cu2H3ClO3,0.0515
Li2Mn2CrO6,4.0002
LaBeCu2,0.0001
Tm6WO2,-0.0
SrBeSb,-0.0
HfBe2Rh,0.0
Pr4S3NCl3,0.0
Rb2NaInF6,0.0
AlCr3B4,0.0
Ba4SnHg,-0.0
Na3Hg,-0.0
KYbO2,0.9997
NbO2F,0.0
K3Mg,0.0
W3C,0.0
Ac2ZnGa,0.0
LiBeSn2,0.0
CaBeO3,1.9736
Na4NpO5,1.0
In3AsSe3,0.0
Ba4GeRu,1.2599
LiAg2F6,0.0
Li7VO5F,1.0
CaCo4Cu3O2,2.4387
TmScRu2,0.0
Li2CO3,-0.0
CeScSi,2.4094
Be2PdW,0.0
SmZn,-0.0
YCuO3,-0.0
Ca3TlN,-0.0
PmRh2Pb,-0.0
KHg2,-0.0
Ta5B6,0.0
Te6Mo3WS2,0.0
MoCl2,-0.0
Ba4TiIn,0.3178
TiBe2Ge,-0.0
AsO2,0.0
PaGaTc2,-0.0
DyIn,-0.0
NaAc2Pb,-0.0
NaS2,0.0
LiCu(PO3)2,0.0
Zn3N,0.0
Li4Ca3(SiN3)2,0.0
Be2TlCu,0.0
TbPO4,-0.0
Be4TeO7,-0.0
Li2VCoO5,7.999
HfSb3,0.0
Pm2ZnGe,0.0
LiMn2F6,9.0
Ba4LiTc,-0.0
Ba4TcTe,0.0
ScZnNi2,0.0
Ba4CaFe,0.0304
Tm2MgAl,-0.0
LaF3,-0.0
BeRe4Si,-0.0
Hf2GaSb3,0.0
Sm3Np,4.777
Zn2NiWO6,3.3128
Ho(MnGe)2,3.943
Zr3N2,-0.0
Mn2BePd,0.325
MgNiF5,0.0584
SrPrO3,1.1142
InAs,0.0
LuGeIr,0.0
ScH4Pd3,-0.0
NbRu,-0.0
Li2CaGeO4,0.0
TmAsO4,-0.0
BaSbPb,-0.0
Cd(PtO2)3,-0.0
LuAlSi,0.0
NdPd2,0.0
HoF3,-0.0
Ba4TaCu,4.0854
ErCd3,0.0
ErCuSe2,0.0
Li2PrTl,-0.0
TaP,0.0
Ba4HgPt,-0.0
Lu2CuPt,0.0
Cu(SbO3)2,2.0097
ErFe2,5.9685
Na3PO4,0.0
Li2ErTl,0.0
BaSr3,-0.0
LiV2F7,8.0
Zr2Be2Tl,-0.0
Nb4C3,-0.0
LiSmO2,-0.0
Ce(FeSi)2,0.0
TbY3,-0.0
Dy2PdRu,0.0
BaCdSn,-0.0
Li3V4O8,2.4298
Li2VF5,4.0
Tm2CdOs,-0.0
Be2InSi,-0.0
K2Ca(CO3)2,0.0
BaZnCr2,8.1144
Ni3Se2,0.0
LuHCl,0.0
CaTiSiO5,-0.0
K2Mg(CO3)2,-0.0
BaCuTe2,0.0
Tm2CdS4,0.0
DyVB4,0.0
Li2MnCl4,10.0
Ba4BiMo,3.3435
Li7BiO6,-0.0
V3As2,3.2452
TiPN3,-0.0
LuSeO3F,0.0
BaZn(CuO2)4,0.0
LaMg,0.001
KBeIn2,0.0
Ce(WO4)2,0.0
ErBiO3,-0.0
Ru3W,-0.0
Na2InPCO7,0.0
BeGa2Fe,0.6978
CuBiPbS3,0.0
BaSc2Cu,-0.0
BaCuNi2,0.0
TiAl2O5,0.0
LaS,0.0
In5CuS8,0.0
Be(VSn)2,-0.0
CrAuS2,2.9984
LiFeO2,3.5211
BaNaV,4.7943
CoO,2.7795
KMgAs,0.0
Be2GeBr,0.0
Sr4PtO6,0.0
TiCuHg2,0.0
Y(CoB)2,-0.0
Ce(CuSb)2,1.9048
Mg3TeO6,0.0
AlPS4,0.0
TiBe2Pb,0.0
MgCr,3.7575
SiAsPd2,0.0
Ba4NbMo,3.8779
AlO,-0.0
NaNb(CuS2)2,-0.0
K3IO,0.0
Rb3Ir,0.0
Yb2Cu(Ge2O)2,0.0001
LiLa2Ru,-0.0
BeSbP2,0.0
Nb2ReO8,1.9522
ZrGeTe,0.0
Li2CuGe,-0.0
CuSe2Cl,0.0
AgHgAsS3,-0.0
Er(CoGe)2,0.0
HfAlPd2,-0.0
K2AlF5,-0.0
Ti2AlC,-0.0
CaPdF6,0.0
AsAu3,0.0
Co2Ge,0.0
TbSbPd,-0.0
Be2CoNi,0.0
K2O,0.0
ThSi2Ru3,0.0
CdCu2SnSe4,-0.0
KAsF6,0.0
Nd5AgSe8,0.0
Nd2BiO2,-0.0
Na3UO4,2.0
BeReNi,0.0
CaLa2SnO6,0.0
MgV2O4,7.932
K2OsBr6,1.9937
Ge3Cl8,-0.0
K2RbAs,0.0
PrAl3(B2O)2,-0.0
CaMoN3,0.9335
BeSiIr2,-0.0
YMgNi4,-0.0
Ba2Zn2ClF7,0.0
Al2IrOs,0.0
CoNi,2.2789
AlAu4,-0.0
CaIn2Cu,0.0
PaTlO3,0.0
CaLaAg2,0.0
Li5NCl2,-0.0
DyB4Ru,-0.0
Sc5NCl8,-0.0
ScFeO3,5.3842
PrErMg2,-0.0
PuN,4.749
Dy2Al3Si2,-0.0
Al2HgO4,0.0
KBa4Mo,0.116
Mn4O7F,4.8771
Sm5Mg,-0.0
Li3Sb,0.0
Li3CeBi2,0.9519
Ti2IrRh,-0.0
Li3(NiO2)4,2.9712
NbCl2O,-0.0
HoErRh2,-0.0
PrB2Ru3,0.0
Rb2NaBiCl6,-0.0
Li3SmSb2,-0.0
BeNb4Pd,-0.0
YbHfO3,-0.0
ScPS4,0.0
Ce(GePt)2,0.7236
CaSe,-0.0
NaSr2Be,-0.0
Ba2UCuO6,0.9954
YInNi,0.0
DyIn3Cu2,0.0
Co5SbO8,4.0003
GaCuPt2,-0.0
YbSe,0.0
OsC2,0.0
BeGe4Te,0.0
NiAsO3,0.0
TmBi2ClO4,-0.0
ZnCu3H6(ClO3)2,2.9160000000000004
NaLiPt,-0.0
InAgO2,0.0
BaSn3Pd,-0.0
MgBe2Cl,0.0
BaTcTe,4.3529
RbAuSe,0.0
Tc3Rh,0.0
Li4MoO5,-0.0
Ca(SbO3)2,0.0
Zn(BIr)2,-0.0
La(CoGe)2,0.5189
SiPt5Pb,0.0
K2Sn(AuS2)2,0.0
ScBeHg2,-0.0
NbHO3,0.0
Sm2TlCd,-0.0
BeCo2W,-0.0
Be2CrP,0.0
ScSn,0.7208
BW2,-0.0
MnBeCo,1.3966
NaY2In,0.0
Sr(AsO3)2,-0.0
LiAlNi2,0.0
Er3SnC,0.0
LaCoTe,-0.0
Yb4Br6O,-0.0
Zr6Al6Co7,-0.0
K2NaRhF6,-0.0
Lu3Sn,-0.0
Li8SiO6,0.0
Sc(MnAl2)4,0.0
Hf3Si2,-0.0
MgCr4O8,4.1025
LiH,0.0
GeS,0.0
YbMoClO4,0.0
U2BiN2,3.1394
BeVSn,0.5144
Ti3MnO8,6.0
BeTl2Fe,1.9955
Te6MoW2,0.0
BaTlIn,0.0
Be2NbMo,-0.0
ThIr5,-0.0
ReSnAs,-0.0
V2CrFe,0.0
Mg2Mo3O8,0.7894
Hf2BeCl,-0.0
MnBe2Cd,2.838
BeTcBi4,3.5313
Li2NdSb2,-0.0
LuGeAu,0.0
Al(CuO2)2,5.9659
Ce6B2(CBr)3,3.6476
TiInFe2,0.9072
TiSnPd,-0.0
AlZnIr2,-0.0
NaCeO2,0.9995
TeAuI,0.0
DyC2,0.0
LiYb2Rh,0.0
LaGa,0.0
Ho4Sb3,-0.0
TeF6,-0.0
BeCuCl,-0.0
Te2Mo,0.0
LiInTe2,0.0
TiRh3,-0.0
Ba2LuNbO6,-0.0
U(GePt)2,2.4371
NaHoF4,-0.0
Ti2CdC,0.0
GaFeCo2,4.9873
CaGaGeH,0.0
Li2V(OF)2,2.0
ZnCu2SnS4,-0.0
InPO4,0.0
LiVRh2,0.0
Ce2O3,1.4689
Li5Nb2V3,1.8857
Li4VGa3O8,1.9915
Be2CdCo,-0.0
Pm2RuRh,0.0
Ba4ZrZn,3.848
Sm(AlSi)2,0.0
BaFeF4,8.0
TmCuPbSe3,0.0
NaPF6,0.0
NaInAg2,0.0
CdHg2SeO6,-0.0
Ba2YTi3O7,-0.0
NaBeBr,0.0
PW,0.0
CdPt,-0.0
Ba4InCo,0.0
Li3Cu,-0.0
ZnSeO3,-0.0
Cd2Os2O7,-0.0
BaAg2,0.0
MnAlNi2,4.0134
Ba2TlSb2O7,0.0
AsP2Cl,-0.0
ScInO3,0.0
Na3ScBr6,-0.0
Ba4TcSb,2.0995
BaCdP2,0.0
HfBeNb2,-0.0
HoSi,0.0
CdCuSb,-0.0
Mn2BeCd,0.0
TaBe2Pt,0.0
CuCSN,0.0
Li(CoGe)6,-0.0
UF5,1.0
Sr(Mo3S4)2,-0.0
Tm(BC)2,0.0
HoSb,-0.0
TlSbS2,0.0
LiAlAu2,0.0
BaMg(AgO2)4,-0.0
SrBe3O4,-0.0
Fe3S4,2.4001
BeTl2Pb,0.0
Li3P2WO8,3.0
K2NaCd,0.0
MgGaNi2,-0.0
Li2V3CrO8,6.8029
Li3Al(BO3)2,-0.0
Ti3Zn,-0.0
ErNbOs2,-0.0
ZrP,0.0
CrSi2As,2.8245
CaCo(SiO3)2,6.0
Ga2S3,-0.0
Be2ReHg,0.0
Er2PdRh,-0.0
HfCoSb,0.0
BaIn2Te,-0.0
Nd2Si3Rh,-0.0
Ba4CdRe,-0.0
Ce2ZnPb,1.966
CaBeRh2,-0.0
Li7OsO6,2.9934
Er3Ru2,0.0
UAsP,3.1561
Nd2V2O7,4.0
CrO2,2.0
Te2Mo3S4,0.0
BaSrMg,-0.0
CuPdO2,-0.0
BeCd2Pt,-0.0
Li3Ag,0.0
Mo3Pt2N,-0.0
Na2GeS3,-0.0
MgPPd5,-0.0
BeMo4Se,-0.0
BaTl2O4,-0.0
SmZn5,0.0
KCN,0.0
XeIF7,0.0
LiCa2Ag,-0.0
K2RbMn2F7,10.0
SrNi2Ge,-0.0
Re2PtRh,-0.0
SmOF,-0.0
TmPt2,-0.0
YbCu5,-0.0
Sc2AgSn,-0.0
TbMoO4F,0.0
PPdS,0.0
ThSe2,-0.0
LiGa2Cu,0.4218
Li6CuB4,0.9992
MnBeSi,1.5704
Sr2ZnMoO6,0.0
FeCo2Ge,5.279
Be2FePt,1.9873
NaBF4,-0.0
Sc2AgOs,-0.0
BaMnCO3F2,10.0
VGaAs,3.1223
CoTc3,0.0
InClO,0.0
CaTmPt2,-0.0
ErNbO4,-0.0
Ti3Ga,1.4784
MgH6(NCl)2,-0.0
Ho2Be2SiO7,0.0
MgSnAu,-0.0
UTa2O8,0.0
ZrCd2H2(O3F4)2,-0.0
Ba4ZrSn,3.7638
TlAsRu,-0.0
CaBeCd2,0.0
LiBiB2O5,-0.0
Pm2ZnPb,-0.0
CaBe2(PO4)2,-0.0
MgBePb2,0.0
Tb5NiPb3,-0.0
YCuF5,1.0
RbYO2,0.0
MnCoS,3.9987
SnC2(SN)2,0.0
TiBeTc2,0.0
U(CoP)2,1.3969
Ag2S,0.0
AsF3,0.0
RbRuF6,3.0
Hg2ClO,0.0
Ca(BeN)2,0.0
Ca2CdPb,0.0
Ba9(NdS)2,-0.0
SrZr2Nb,0.0001
Ba4TlFe,0.2963
Sr2YTlV2O7,2.8784
SmPPd,-0.0
HfBePd2,0.0
AlH2PbO2F3,-0.0
Sc(Fe2P)2,5.5804
Li2Ti2V3,4.9445
LiTmIn2,-0.0
Be2IrRh,0.0
Mn2AlCo,2.0081
Ba4YNb,2.3614
ZnCu2SnSe4,0.0
CaInHg2,0.0
BeFeIr2,-0.0
Na2Ni2O3,5.9279
CaPmHg2,0.0
NaZnP,0.0
Sr(AsPd)2,-0.0
GaFe2Co,5.678999999999999
AlBiO3,0.0
TbB2Ir3,0.0
Rb3Cd,-0.0
Cr3CuO8,2.9810000000000003
Ce(MgSi)2,-0.0
PrB2Ir3,-0.0
AsPd2W,0.0
LiMg2,-0.0
BaSiTc2,0.0
Ba4LaZr,2.5980000000000003
TeI,-0.0
Ba2Mg7,0.0
LuBr3,-0.0
BiAs2Os,-0.0
NaBe2Pt,-0.0
SrSeO3,-0.0
U2AsN2,2.9745
LuCdHg2,-0.0
Ti2Si,3.6417
NbOF2,0.9972
LiZr2Tc,0.0
Ba2ZnN2,-0.0
RbAg3Te2,-0.0
Er2Sn2O7,-0.0
CdN,-0.0
KCu4S3,0.0
ScNiSb,0.0
YFeO3,2.5566
NaTl2GaF6,-0.0
Ho3InC,-0.0
PrHo3,-0.0
BeTlCd4,-0.0
DySi2Rh3,0.0
LuTiO3,3.9872
InAs,-0.0
Li3Pb,-0.0
CaB2,0.0
AgWS4N,-0.0
La3TlC,0.0007
KNO2,-0.0
MgBiF6,-0.0
TaBeSi,-0.0
NpSnRh2,0.0
ThScTc2,0.0
NaFeO3,5.8895
Sb2Au,0.0
PrSmTl2,0.0
Li4Mn(PO4)2,5.0
ScH3,-0.0
SbHO3,0.0
BaTaCl,4.0
Tb3Ni,0.0
Sr2CeO4,0.0
Na4CO4,-0.0
ErSn2,-0.0
BeCrW,-0.0
Hf2SN2,-0.0
BaGaSb,0.0
Cu3(MoH)2,2.8618
KNaBe2,0.0
Sr6Li2Cr2N8O,-0.0
Y2Ni2O7,-0.0
ErCoC,0.3145
VBiO4,0.0
H6RhN5(Cl2O)3,-0.0
Ca7(HCl)2,0.0
BaLuFeCuO5,4.4154
TaBeIr,0.0
Li2TiO3,0.0
Li5BiS4,-0.0
SiTe2Os,0.0
Al(CuRe)2,0.0
VFeO4,2.0180000000000002
PrPd,-0.0
MnZnSiO5,5.9999
YbF3,3.9998
NaHF2,0.0
YFe4Cu3O2,9.0214
Mn(SbS2)2,9.9982
ErInCo4,4.3287
BaNiCl2,0.0002
RbCa3,0.0
Cu3Ge,0.0
InAg3,0.0
ZrNi2Sb,-0.0
Ba2SrW,2.4711
ZrNiSn,0.0
BaPbO3,0.0
Dy5AgS8,0.0
Sm2ZnRu,-0.0
Li3Zn,0.0
TaMn2O3,6.7559
HfBeCd2,0.0
NaTl2In,1.5618
BeVCo4,0.0
GaCoRh2,0.0
Mg2SiNi3,0.0
SrTa2Mn,0.0002
SrI2,0.0
Pb(CO2)2,-0.0
H8C2NCl,-0.0
ScH2,0.0
NaTa3,0.0
Sm3Te4,-0.0
Th(GeOs)2,0.0
Ba(CdAs)2,0.0
InPbCl3,-0.0
WN2,-0.0
Lu2MgRu,0.0
LuAlO3,-0.0
SmTe2,0.0
BeInPb2,-0.0
MnAsIr2,3.0313
ErIr,0.0
BaGaRe2,-0.0
LiHoS2,0.0
Cu2Hg2SF6,3.9649
MnFe(PO4)2,8.2166
LiCaRh,-0.0
BeNbPt,-0.0
NdGeAu,0.0
Th3Bi4,-0.0
CaGaN,-0.0
ZrRu3,-0.0
SrCrF4,8.0
Li4Cu(PO4)2,0.9981
Lu2ZnCu,0.0
Sm9Ga4,-0.0
TbMnB4,3.2948
Ba2HgBi,-0.0
ZrO2,0.0
NiPb,0.0
FeTc2Cl,-0.0
CaInRh2,0.0
Ba3N2,0.0
Al2IrRh,-0.0
PrLuSe3,0.0
BiBCl,0.0
Yb(ZnP)2,0.0
KInP2S7,-0.0
Ni(BW)2,0.0
ZrBe2Si,-0.0
BePb2S,-0.0
YZr5O,0.9982
ScAg,0.0
Ba2NbTl,3.3047
MgBeW2,-0.0
BC5,0.0
AlFeO3,2.4696
YCd2,-0.0
Be2ReIr,-0.0
CaAcIn2,-0.0
K2HgTe,-0.0
TmZn,-0.0
Y(Sn3Ru2)2,0.0
Er(NiGe)2,0.0
TeW2S3,0.0091
Ba4MnCo,1.7128
HW,-0.0
CaHfO3,0.0
LiBe2Ge,0.0
ZnGeP2,0.0
HfPd5,0.0
SiMo,-0.0
LaB6,-0.0
Yb(CdSb)2,0.0
ZrAsP,0.0
Ni3Sn(P2O3)2,4.1457
HoP,0.0
CeInNi,0.6229
BaTaHg,3.091
Sr2BeCu,0.0
AlB2Pb,-0.0
Sr3SbAs,-0.0
ZrBeIr,-0.0
K2NaHg,0.0
CaN6,0.0
Sr2SiO4,0.0
Li2CuF4,3.9988
NbSeI3,0.0
Sr(CuSi)2,-0.0
SmBiRh,0.0
ScBeRh4,-0.0
Sc2BeCl,0.0
BaNaSr2,-0.0
BeSi2Sb,0.0
Nb3Al,0.0
LiLu2Al,-0.0
KHoS2,0.0
Y2ZnPt,0.0
DySCl,-0.0
NiTe,0.0
CaAgAs,0.0
LiAg2Sb,1.9904
Rb3Ge4Au,-0.0
LiAl3Si9(N2O)2,0.0
NdOF,0.0
LiVIr2,-0.0
BeCu4Sn,0.0
Tl3BSe3,0.0
DyFe2,6.2003
K2Al2O3F2,-0.0
Be2GaCu,0.0
BaLi4Bi,0.0
Na3YBr6,-0.0
HoTiSi,-0.0
ScAsW,1.2329999999999999
Ce2SO2,1.9495
Ti2CrIr,0.527
GaAsO4,-0.0
BeVBi4,0.0
Rb2As3,-0.0
Ta2PdSe6,0.0
ScBe2Bi,-0.0
Th(CuP)2,0.0
YMn2O4,8.1192
LuNi2B2C,0.0
KBe2Hg,-0.0
YH3(CO2)3,0.0
NaClO4,-0.0
BeTlRu,0.0
BeTcW2,-0.0
Ho2CuRu,-0.0
LiYb2Hg,0.0
RbAu(SeO4)2,-0.0
Li4H6Ru,0.0
ErAgSe2,0.0
Ag3P,-0.0
Sr3CeP(CO)3,1.0
TiCl3,2.0
LiC2,0.0
SmMgTl,-0.0
SrGaGeH,0.0
HoCoSn,-0.0
CuO2F,-0.0
ZnCoPHO5,6.0
Y4C5,-0.0
HoSbPd2,0.0
MnIr3,0.0
PmCu3,-0.0
Hg3C,-0.0
Be2MoSe,0.0
Ca3TiNiO6,4.0
KBe2Br,0.0
K2TcI6,5.9971
SrCd2,0.0
Pr3Si2S8Br,-0.0
LiV2F6,10.0
ScVFe,0.0001
BaLiCl,0.0
NaMnO2,7.9985
Be2FeRu,2.4344
Zr6Sb2Pt,0.0
DyNiSb,-0.0
BeGeP2,-0.0
ZrBeGa,0.0
ZrSiRu,0.0
BeSiW2,0.0
K2BeTe,0.0
WO2,0.0
UTeO,3.9999
KSmSe2,0.0
ZnCO3,0.0
Li6Br3N,-0.0
Li4CO4,-0.0
YbPb,0.0
Sr2BeOs,-0.0
BaNd2CoS5,5.9441
TmSb2,0.0
Nb3Te,0.0
H6PbCBr3N,-0.0
CrO,3.5356
KBeBi,0.0
SrBe2Pb,0.0
YP5,-0.0
Al2NiCl8,4.0
Fe2C,6.0581
Ca(FeN)2,2.9381
Ba2SbI,0.0005
Rb3Sb2Br9,-0.0
KPrS2,0.0
LiPm2Ru,0.0
Y3Al7Cu2,-0.0
Ba4BiOs,0.8483
U3O8,2.0
Y2V2O7,3.0698
K2NaAlH6,-0.0
TmZrOs2,-0.0
Sr4I6O,-0.0
AcBr3,0.0
UCr3,0.8343
Pu(SiOs)2,4.9941
KGaAs2O7,-0.0
YLuIn2,-0.0
MgPdF6,0.0
H8NF5,0.0
BeNiIr,-0.0
MgBe2Cu,-0.0
BaTiZn,0.0
LiAuF4,0.0
ZrBeCr,0.0
RbSeBr3,-0.0
KB,-0.0
NbSiTc2,0.0
Y(CoS2)2,1.7853
BeSbTe2,-0.0
LuInRh2,0.0
DySI,0.0
MgCuPd2,0.7122
CaBeSb,-0.0
PmH3,-0.0
Hf2MnZn,0.0
Li2FeCuO4,2.2154
RuCl2O,0.0
YTlPd,0.0
UCd,2.1539
Er2MgAl,0.0
Ca(FeP)2,-0.0
BeSi2Rh,0.0
Sm2Ge5Ir3,-0.0
LiTm2Rh,0.0
TaGa3,-0.0
SrMgSi,-0.0
Ba4TiTc,5.9921
PrPS4,0.0
Ba4LiTa,4.2551
Li2BiO3,0.0
Na3BS3,-0.0
Li2FeO3,8.0004
CrTcGe2,6.4067
CrP4,0.0
Y3Pt,-0.0
PdSe2,0.0
TaBe2Br,-0.0
H2CO2,-0.0
ZnOsO3,-0.0
TaB2,0.0
NdMgGa,-0.0
CrF6,-0.0
MnNi3O4,8.0752
Ge3B,-0.0
CuNiSb2,-0.0
Be2VCo,-0.0
LiTm2Al,0.0
ZrZnO3,-0.0
CdInRh2,-0.0
NaV3O6,4.0
DyInAu2,0.0
Si2CN4,0.0
Pr3Sn,-0.0
NaPH3NO3,0.0
BaTa3TeO,-0.0
CaH2(ClO3)2,-0.0
PbI2,0.0
YbMg3,0.0
Al2PdPt,0.0
TiNiSb,0.0
CuHgSeBr,0.0
Li3Co3NiO8,-0.0
YBiPd,0.0
BaNdCo2O5,4.3256
MnAlTc,3.7764
Be2TcP,0.0
SmAg2Hg,0.0
TiAsW2,-0.0
InAg(WO4)2,0.0
LiGa2Ru,-0.0
HfZn2,1.177
BeGaOs2,0.0
U2AlCo3,0.0018
Ba(CuS)2,0.0
NaTl2InF6,-0.0
PtPbF6,0.0
TmMnRh2,4.4539
ErPaRu2,-0.0
Ba4CdSe,0.0
Ba2NaGa,0.0
BaSc2Ni,0.0
BaYTe,1.6751
BeVPb,0.6267
LiVSiO4,8.0
Ba4SbIr,0.0
SrZnF4,0.0
Ba4VTc,-0.0
SrMgTl2,-0.0
Be2TlIr,-0.0
Pr3MnBi5,7.2726
As(S8I)3,-0.0
HgS,0.0
KEuS2,-0.0
Nd(SiAu)2,0.0
Be2CoPb,0.465
Cr3Pt,0.0
KH4F5,-0.0
ZnNi2Ge,-0.0
NbSe2,0.0
SrAsO3,0.0
VF3,4.0
AlZnRh2,-0.0
Sb2Ir,0.0
PAuClF3,0.0
LuSbRu2,0.0
Yb3Y,-0.0
Yb3Ge5,-0.0
Yb2HgBi,-0.0
ScPRu,0.0
Mn3N2,0.0
BaFeOs,4.0188
Li3Co2(SiO4)2,7.0
Ba(InTe2)2,-0.0
MgBeBr2,0.0
CrCo,2.9364
ZrMnRh2,0.0
AlGaRu2,-0.0
Na2CuP,0.0
HfBe2Hg,0.0
Sr3Mn2O7,6.0003
TlCu3S2,-0.0
SmMgAu2,0.0
MgH6(CO3)2,0.0
NaYSiO4,0.0
BeTl2Cr,3.2796
H2C,0.0
LuReTc2,0.0
YPPt,0.0
RbSnCl3,-0.0
Ga2Os,0.0
Hf2RuRh,-0.0
Na2MgSiO4,-0.0
BeRe2Hg,0.0
Re2C,-0.0
K(MoS)3,-0.0
Sr2LiMg,-0.0
Na3PS3O,-0.0
YbClO,1.993
Ti2VTc,0.0
VOF3,-0.0
Ba2MgIn,-0.0
Be2BiP,-0.0
Y3Ni3B2,-0.0
LiBeGa,-0.0
Cu2PbO2,-0.0
BeCd2Ga,0.0
PmHo,-0.0
NF,2.0
La(FeSi)2,-0.0
Ti5Ga4,-0.0
LiCd2In,-0.0
Sm2Co2P7,3.9244
BeZn2Fe,2.0509
HfSnPd,0.0
Ce(HO)3,1.94
CdCuH8(ClO)4,0.9969
Ca3Pb,-0.0
Zn3Sn,-0.0
K2NaAg3(CN)6,-0.0
