pretty_comp,optb88vdw_bandgap
Ca(AsO3)2,3.4794
KErS2,2.3625
Zn(CO2)2,3.2696
Pr2CdSe4,0.9999
NaSrAu2,0.0
Tm3(GePd)4,0.0
Li4MnCo3O8,0.0
Ti(FeGe)6,0.0
Mg2GeB2Rh5,0.0
PmCdAu2,0.0
TbGa3,0.0
TiS3,0.3055
Ba2NaFe,0.0
Co2N,0.0
Na3CrBAsO7,1.2262
Be2TcHg,0.0
PuSn3,0.0
Mg2P2O7,5.8143
Nb3Te4,0.0
KBr,4.3437
LaAu3,0.0
BeNiBr,0.0
CeNi2B2C,0.0
PrIO,3.6859
ErMgHg2,0.0
ZrBe2Rh,0.0
Zn2Cr3O8,0.0
TmZrOs2,0.0
SrS3,1.0649
Lu5SbPd2,0.0
Rb3InS3,2.2965
HoCdAu2,0.0
PrAgAs2,0.0
Be2NiPd,0.0
Tm2InOs,0.0
CuAsW2,0.0
Ga2FeS4,0.0
ZnSe,1.5392
BaTeSe,0.0
TaTe2,0.0
TmHfIr2,0.0
BeSbCl,0.0
Mg2Tl,0.0
Dy2Pb2O7,1.0325
W3(SeS2)2,0.6922
Ba4OsW,0.0
BeGaRe2,0.0
TaBe2Se,0.0
Ba3Ti3(BO)2,2.1716
Sr3Fe2Cl2O5,0.0
Pb2S(O2F)2,4.0345
NpSnIr,0.0
LiYSe2,1.6253
Zn3As2(HO)6,2.6697
ZrBeSn,0.0
BeSi2Ni,0.0
PrCrO3,0.0
NdSb,0.0
Ti3Si,0.0
BaCdSn,0.0
Li3Y(NiO3)2,0.0
Nb2Te3,0.0
Sr2CdHg,0.0
Ba5Hf4S3,0.6729
ScBeV2,0.0
Ga2CoRu,0.0
Ge2Te5As2,0.3633
TiGa3,0.0
Li5CuF6,1.9195
ZrAsP,0.0
K2BeSe,1.1952
Sc2AlC,0.0
PrSnRu,0.0
Tb2Au,0.0
LiPN2,4.0188
ErMg,0.0
BeCrNi,0.0
CaBePb2,0.0
Na3PSO3,4.1930000000000005
SiSb3,0.0
MgBeGa,0.0
Na2WO4,1.821
YbPbAu2,0.0
Rb3Ge4Au,0.8554
IrF6,0.6548
Cd2Bi6O,1.0593
H5CNO2,4.753
YNi3Se2ClO8,0.2115
LiMnPH2O5,1.9076
Ho2Al,0.0
Lu2IrPd,0.0
Cd3(ClO)2,1.3122
NiHg,0.0
Zr2BeP,0.0
Be2RhCl,0.0
HfBeBi4,0.0
LiBi3(IO2)2,1.9386
ErInCu,0.0
UP,0.0
LiVSiO4,1.0939
TaInS2,0.0
Li2MnCo3O8,0.0
TmI2,0.0
Ti5CuSb2,0.0
ScBeSe,0.0
TaAs,0.0
Sm2ZnAg,0.0
Sr2InI5,2.8274
Zn2Si3Pb4SO5,3.6258
Ho2HgO4,2.1986
Sm2CuO4,0.0
KFe(MoO4)2,0.0
Cu2SnSe3,0.0
Li2MnBe,0.0
YFe2Bi2(SeO2)2,0.0
Zr3Ag,0.0
LuPb2,0.0
LuB4,0.0
CeCoGe,0.0
Sm2ZnRu,0.0
HfBe2Bi,0.0
UOF4,2.5513
Ta2NbIr,0.0
Ba4SiOs,0.0
TiMn2Ga,0.0
Be2RhAu,0.0
BaTe3,0.7548
Ho2Si3Rh,0.0
Be2CrTc,0.0
Mg(CoGe)6,0.0
Ba4LaZr,0.0
LaCoAs,0.0
Te2W3Se4,0.6038
YbSm3,0.0
Li4Ni3(OF3)2,0.3731
Sr2BBrN2,2.5980000000000003
Li2GaHg,0.0
K4BaU3O2,2.1263
MgTi(SiO3)2,0.0
HoSi2Rh3,0.0
Mg2Nb2FeO8,0.0
HoP,0.0
Mg2AgSbO6,0.3855
NbPt2,0.0
RbCrO2,0.0
Er3GaS6,2.0664
NaHCO3,5.6455
ZrBe2Sn,0.0
Al2S3O2,6.608
BaSi2P,0.0
Tl2O,0.6213
K2CuBr3,2.1751
BaZnTe2,0.0
Na2BeP,0.0
BaMnSb,0.0
Li(MnS2)2,0.0
SmCo2,0.0
Ba2VTe,0.0
RbTcO4,3.4805
InBiO3,2.5743
Mg2H6Ru,3.1277
AlNi2,0.0
YbH2ClO2,0.0
Ba2YbReO6,0.0
BaZr2Tc,0.0
AlTlO3,0.8361
Ba4PtW,0.0
V2NiSe4,0.0
LiY2In,0.0
KHSeO3,4.3247
BeCrCu,0.0
IrO2,0.0
Y2AlZn,0.0
NbGaRu2,0.0
Li3Ti(NiO3)2,0.0
RbNiF3,0.6558
OsC4(ClO2)2,2.3372
KNiIO6,1.1893
ErHg3,0.0
MnCo,0.0
KHg2S(ClO)3,2.6552
BeTeP4,0.0
Zr6Al6Rh7,0.0
Pr3PbC,0.0
BeZn2Ge,0.0
NaSb(PS3)2,2.0196
KBe2Fe,0.0
Ga(MoSe2)4,0.9683
Ti4P3,0.0
LiBeSi2,0.0
Be2SeCl,0.0
Be2CdW,0.0
BeGe2W,0.0
HfInAu2,0.0
FeAg2SnS4,0.0
Ba2YF7,7.2248
SmYAl2,0.0
Te4Rh3,0.0
RbAgO,0.0
VFeCoGe,0.0
ZnTeMoO6,2.9854
Li2PmSi,0.0
Ba4VBr,0.0
Sr2B2O5,4.6025
BaZrNi,0.0
PrMgPt,0.0
Tm(Mg3Al)2,0.0
Bi2Se3,0.9855
MnVOs2,0.0
CaGe2O5,2.5961
RbBaSiHO4,4.1071
Ca3PCl3,1.7013
SrAc3,0.0
Ga3Au,0.0
KBaMn2,0.0
DyPaRu2,0.0
TiBeV2,0.0
AlCr2O4,0.0
LiZrRh2,0.0
Be2Re,0.0
Ba4ScTa,0.0
Y4SiS3,0.0
YSi,0.0
NbTeCl9,1.9892
Ag2PdAu,0.0
BeCu2Ni,0.0
KNaSO4,5.6429
MgCr2O4,0.7015
Rb4CdCl6,3.9782
PrInAu2,0.0
BeRePb4,0.0
MnAsRh,0.0
HfCo2Sn,0.0
BaCdW2,0.0
BPO4,7.6182
ErBiO3,2.5549
ZrGaAu,0.0
Pd7Se4,0.0
V3Mo,0.0
MgGeRh2,0.0
Ba2Cd,0.0
K4SnO4,2.4945
Sc2SiB2Ir5,0.0
AcMgHg2,0.0
Sr2CuC(NO)2,0.0
Pb2O,0.0
Rb3TaO8,3.2597
Na2MgCl4,5.1683
MgBe2Os,0.0
Tm2InPd2,0.0
SiRh3,0.0
DyAs,0.0
ScBe2Hg,0.0
Ba2CrTe,0.0
Sc2BeCo,0.0
Sb8Cl2O,2.2135
Ca3AsP,0.3582
CaCu3(Sn2O)2,0.7268
Rb2Mn3Se4,0.0
Ba2ZnAg,0.0
Tb2SnS5,0.0
VS4,0.9136
Ba2ZrBi,0.0
MnBe2Co,0.0
HgSe,0.8031
KNaMnO2,0.0
LiTiBe,0.0
KS,0.0
HoI3,1.7376
KBe2Tc,0.0
CdPOs2,0.0
KAuS5,1.7854
BeBiSe,0.0
ScBi3,0.0
NiBi,0.0
Sr2HfBe,0.0
CaBe2Re,0.0
Mn2VGa,0.0
Be2ReIr,0.0
SrSO4,4.0244
PdI2,0.6502
DyAl2,0.0
LiRuO2,0.0
MoH4O5,1.0155
CaBeMo2,0.0
GeSe2,1.236
Ti3Tl,0.0
CuMo2As,0.0
Na2CrCl4,0.6158
Li4SeO5,2.659
CoSe2,0.0
Na3NO2,0.0
CS2NF5,2.9627
Be2CdGe,0.0
Sr3PbO,0.0
MgCr2O4,0.8873
CdCuF4,0.9184
BaHf2Cl,0.0
Er(TiGa2)2,0.0
Tm2Pd2Pb,0.0
BaSr2Tl,0.0
DyAl3,0.0
Ti2MnBe,0.0
Y(BIr)2,0.0
Fe4O7F,0.0
Er2Mn2O7,1.1958
Ti2CoGe,0.0
OsC2,0.0
DyTmMg2,0.0
MnFeCoGe,0.0
DyCuSi,0.0
Y(CoO2)2,0.0
Li3MnSi2O7,1.2835
LiTl2GaF6,4.6037
MgSc2In,0.0
Be2TlPd,0.0
VNi2,0.0
Zn(CrS2)4,0.0
SrZrO3,3.7353
Na6MnS4,1.5268
SiAsRh2,0.0
Al6Ru,0.0
La2InCu2,0.0
Ca(Al2Cu)4,0.0
Be2PdPt,0.0
HfNbO4,0.0
BeCo4Sb,0.0
FeSn2(CN)6,3.4728
YbThRh2,0.0
BeReNi,0.0
Ge2Pt3,0.0
YbS2,1.3205
RbUAgS3,0.0
Ca2Co2P7,0.0
Tb2Re2Si2C,0.0
PrGa2,0.0
Ho6MnBi2,0.0
Be2FePb,0.0
Ba4MoW,0.0
Ba4YBe,0.0
XeF3,2.3609999999999998
TmPaTc2,0.0
LiNiCO4,0.3724
Li3Sb,0.9191
Lu2S3,2.6097
Li4Mn3Sn5O6,0.0
KYBe2,0.0
TaFeO4,0.0
NdSn3,0.0
ZnOsO3,0.0
BeNbPb,0.0
Mg2AlB2Ir5,0.0
MnI2,1.0473
MnSnPt,0.0
Ce(SiOs)2,0.0
Li3MnO2F,1.1811
BeCrIr2,0.0
LuTaO4,4.1194
ErCuSe2,1.2326
Ti3SiC2,0.0
Cu2S,0.0
Sm3TaO7,3.3872
YBeSb,0.0
Ba4CdPd,0.0
Y4Ga2Pt,0.0
LuGaCu2,0.0
NaMnBe,0.0
VP,0.0
K2NaAlF6,7.4899
Na4BeSn,0.0
BeFeNi,0.0
UBr5,0.3136
BaCaSc,0.0
SrAcHg2,0.0
BeZn2In,0.0
Ca(BIr)2,0.0
Nd3Si2S8I,2.5837
GaTe,0.1633
MgSi,0.0
Th3Al2,0.0
HgC2(SN)2,2.0918
CaBPO5,5.6965
V3S4,0.0
K2Th(CuS2)2,1.0665
SrBe2Ni,0.0
PrEr3,0.0
Li3CuS2,2.6194
Ba2CaReO6,0.0
Lu(CrSi)2,0.0
BaTlHg2,0.0
TiFe2Sn,0.0
TbScGe,0.0
MnGaPt,0.0
V6Ga5,0.0
Ca(Ti4S3)2,0.0
Ho3P,0.0
Be2ZnMo,0.0
NpN,0.0
BeCoBr,0.0
Te2Rh3,0.0
TmCdAg2,0.0
SrGaSiH,0.5721
Ca2AgSn,0.0
Al2Au,0.0
AlSeBr7,2.1346
U2Si4W3,0.0
MgNiH2,0.0
Ta2BeCu,0.0
Li2TiCo2O5,0.0
NpTe,0.0
TiTeAs,0.0
Li4Mn5O9F,0.5254
LiAsO3,3.5568
Sr4Nb2O9,3.6822
Tm2CuAu,0.0
BeNbSn2,0.0
Rb2Sb4O,1.9693
LiAsRh2,0.0
AcH2,0.0
NaAsOs2,0.0
BaCaTa2,0.0
LiCd,0.0
ZnPbF6,1.8943
Lu(SiOs)2,0.0
Na6ZnSe4,1.7552
HfBePt,0.0
Ca3Co2O7,0.0
Ba4ZrTa,0.0
MnCdO2,0.0
Hg3Pd,0.0
Pr(AsPd)2,0.0
TiPt3,0.0
YbPaRh2,0.0
K3Ir,0.0
TmSi3,0.0
Ba4TiFe,0.0
RuO4,2.3488
Yb4Sb3,0.0
Ba4YTi,0.0
MgFe2O5,0.0
TbTe,0.0
ScBeCd2,0.0
HfBePb2,0.0
Y6FeSb2,0.0
AuSeClO3,1.3454
BeIrBr4,0.0
Ba4HfSe,0.0
LaAsPd,0.0
Co2As,0.0
Ba4HfW,0.0
BeTeBr4,0.0
AsSeI,1.2023
CoSn2,0.0
NdAl3(PbO4)2,3.0333
HfBeSe2,0.0
BeInCo4,0.0
PrTl,0.0
Co3Mo,0.0
Ba2Mn3(SbO)2,0.0
LaMgZn2,0.0
Hf2MoRh,0.0
Na2DyPCO7,4.6452
Sr2LiSiO4F,5.3136
AgWS4N,0.0
PmTlRh2,0.0
AgN,0.0
ZrSb,0.0
PuB4,0.0
CoO,0.0
Sr2ZrBe,0.0
YNi2,0.0
Li5Mn5(NiO)2,0.0
TaIn3O7,1.2226
ZrBeV,0.0
Ba4VSe,0.0
NaBe2Co,0.0
Dy2InPd2,0.0
Er2CdS4,1.1282
Ca2YSnO5,2.543
KScF4,6.0677
MnBe2Cd,0.0
ZrS2,0.9109
Na2Te4MoO2,2.4808
Li2SnTeO6,2.2211
As2O5,1.5607
Mn3RhN,0.0
SrMoO4,3.7036
Sr3CaIrO6,0.0
Li4Fe2Cu3,0.0
Ba4TePb,0.0
KFeP,0.0
NaSr2In,0.0
HoBO3,4.714
Sc(VGa2)2,0.0
P2Pb3O8,3.5416
Ba4GeSb,0.0
BeCrCd,0.0
Np3Se4,0.0
BeHgSe,0.0
Lu2ZnPt,0.0
MgFeRh2,0.0
CdAg,0.0
LiTiVO4,0.0
VBiO4,2.7269
PrSe,0.0
Cr(InS2)2,0.0
BaCaGe,0.1825
MgMo2As,0.0
Pm2ZnHg,0.0
K4BeNb,0.0
LaPt3C,0.0
KMg(PO3)3,5.2495
Na3FeO3,0.6764
Pu2Ni2Sn,0.0
YTiO3,0.0
Pt(SCl4)2,1.7998
Cr2CdSe4,0.3588
HfFe2,0.0
PmInAg2,0.0
GaRu,0.0
KSc2Be,0.0
Tb4(FeB2)3,0.0
K5CuAs2,0.3827
NbCl2O,0.8158
Ta2H,0.0
MoCl4,0.0
CaTi4Cu3O2,0.0
Ca6Ge2O,0.3019
BePd2W,0.0
Li2CuSn,0.0
Sc2BeCl,0.0
Sr2BeSi,0.0
KFeF4,0.2028
Ca2Mn(PH2)2,2.3268
Ti2InCo,0.0
HoTlPd,0.0
Na2TiO3,3.2351
KFeBr3,0.0
Yb3Ge5,0.0
BeTc2Pt,0.0
TbGa5Co,0.0
B2SbAs,0.0
Li4Mn3Fe2,0.0
Cr2PO5,0.0
Sr2CrSO3,0.0
CeGa,0.0
Cd(InSe2)2,0.8508
RbYbF3,6.9391
CeFeAsO,0.0
Zr(MoO4)2,3.1716
SiAgPt5,0.0
PaAu3,0.0
SrO,3.4049
TiSiTc2,0.0
CoSb,0.0
RbCa3,0.0
Na4UO5,2.2397
RbDyO3,0.0
Be2HgBi,0.0
NpS,0.0
Th2Au,0.0
AgAsO2,2.3304
Ca(NdS2)2,2.079
BaLaTi4,0.0
V2NiTe2,0.6562
Ba(InTe2)2,0.9044
CaSi2WO6,0.8163
LiBe2Co,0.0
BaTaBi,0.0
MgTlRh2,0.0
Li2Cr(SiO3)2,0.5155
V2CuO6,0.0
WCl3,0.0
Li2GePbS4,2.3283
DyBi2BrO4,1.461
Mg2C3,1.7412
Er3As,0.0
Ca4H2Rh3,0.0
Y2GaHg,0.0
NdErTl2,0.0
Li3AlH6,3.9276
Zr(SO4)2,3.8126
HoAl2,0.0
Si3Bi2O9,3.4874
SrNiSn3,0.0
BaMgMn4O8,0.0
AuCl3,1.1177
Y4C5,0.0
LuN,0.3506
HfMnSi,0.0
Li7Co5O2,0.0
MnSb3(P2O3)2,0.1598
BaSrNb,0.0
AcAu3,0.0
BeCdBi,0.0
TaBeGa,0.0
Ti2ZnTc,0.0
CrHgF6,0.0
AlRh,0.0
Ba2ZrHg,0.0
GaTc2W,0.0
LiPm2Ga,0.0
K3PO4,4.324
TmAl2,0.0
ScGaRh2,0.0
ErPaRu2,0.0
Ba4YPd,0.0
Be2NbGe,0.0
NdSnAu2,0.0
Th(SiPd)2,0.0
Ti2NiMo,0.0
TbMn2,0.0
NaMnSb,0.0
KBeOs2,0.0
Cr3AuO8,0.1905
DyIr3,0.0
LiSc2Rh,0.0
NdNiSn,0.0
Ba4HgRh,0.0
Ta2CrNO5,0.0
Sr2Co(BrO)2,0.0
BaMnGe2,0.0
CaBeNb,0.0
Li3VF7,0.0
Pm2CdGe,0.0
NdSBr,2.5729
Hf2ZnOs,0.0
Dy3CoB4,0.0
Rb2NaYF6,6.9937
BaSn(GeO3)3,2.8735
NpPt,0.0
Ce(MnAl2)4,0.0
NdRh3,0.0
CaErRh2,0.0
BeFe2Cu,0.0
UHg2,0.0
LaFe5H2,0.0
DyFeC2,0.0
Y2Fe2Si2C,0.0
TbGeAu,0.0
Ca3(AlN2)2,2.5424
BaNd2CoO5,0.0
MgMnO3,0.0
CrClO,0.496
K2TeSe3,1.6153
Li8FeO6,0.605
Tm2ZnHg,0.0
Y(MnS2)2,0.0
K2UO4,2.1116
NiSbS,0.0
Li4Co(PO4)2,0.3762
SnOs2Ru,0.0
TiBeGe2,0.0
LuAlSi,0.0
Ho4NiB4,0.0
Hf2FeIr,0.0
Li2ZrO3,4.0349
LiBe2Re,0.0
CdPbF6,2.291
ErNbRu2,0.0
Be(HO)2,5.7454
Yb2AgIr,0.0
Ba4NaMo,0.0
RbH2N,2.2081
LiIrRh,0.0
ZrBe2V,0.0
MnSbS2Br,0.0
NaSr2Tl,0.0
KAcTe2,0.9669
NbAsAu,0.0
Ca3(AlGe)2,0.0
BaCuBr2,0.0
PrCuSn,0.0
Yb2MgIn,0.0
K3Y(BO3)2,3.3604
Be2SnPb,0.0
GaCl3,3.9192
BeSiNi2,0.0
CdSO3,3.463
HgO,0.0
LiCaUF8,0.3747
Ce(SiPt)2,0.0
Mg(GaO2)2,2.7112
Nb3Br8,0.1169
MgFe(SiO3)2,0.2172
Rb3BrO,0.4578
Li2FeO2,0.0
Ti3Nb,0.0
DyCdAg2,0.0
Be2SnSb,0.0
TiHgO3,0.0
CrNi2Hg,0.0
Yb2CdGe,0.0
Ba4TcGe,0.0
SnSe,0.3952
Li4B2O5,5.0715
Be2MoRh,0.0
BeInBr,0.0
Au2S,2.1492
K2LiAlH6,2.9419
LiV3Zn2O8,0.0
Yb(FeGe)2,0.0
BeCuSi2,0.0
Rb2Sb4S7,1.8761
LiScS2,1.4767
Li3Ti(CuO2)4,0.0
Rb2As2Pt,0.2953
NdErMg2,0.0
Ba4ReSe,0.0
ZrBeZn,0.0
BeTl2Br,0.0
Ba2LiNb,0.0
BaRuCl2,0.0
Co(ClO4)2,0.4458
YCuAs2,0.0
BeCr2Hg,0.0
Mg2Bi3O8,0.0
NdMgNi4,0.0
Er2Al3Si2,0.0
NiPd3,0.0
BePd2,0.0
LiV5O7F,0.0
NbInPt,0.0
Ba2SbBr,0.979
Be2WSe,0.0
MnCu3,0.0
Ti2AlC,0.0
K2GeF6,5.966
Zn(CrS2)2,0.0
Tb3TlC,0.0
Mn2FeO3,0.0
Ca3ScCoO6,1.5489
Li6FeO6,0.0
Ba4ZrIr,0.0
K4Na2FeH3F2,0.8436
Lu(BiO2)3,2.1842
CaV2O4,0.0
KCoAu3(CN)6,0.0
Ca(MnAs)2,0.0
InRh,0.0
Al5BO9,5.0176
Li2ZnAu,0.0
BaBiClO2,3.3
HoS,0.0
BaP2Br,0.0
BeVBr2,0.0
NdVGe3,0.0
Sc2CuIr,0.0
CdInGaS4,0.0
Rb3Pr,0.0
BeInSi2,0.0
Mg(RhO2)2,1.3232
ErTaOs2,0.0
Sb3ClO4,2.7482
Be2NbGa,0.0
NaMnSe2,0.0
YZrRu2,0.0
RbYS2,2.3873
Na2MnO3,1.3121
Li7V5O2,0.0
ZrAgMo,0.0
PrS,0.0
MgZrRh2,0.0
SiP2O7,5.4859
YbB4Rh,0.0
MnV2Os,0.0
Li4Cr3Co3(SnO3)2,0.0
HoGe,0.0
Mg2BeNi2,0.0
Sm2AgSn,0.0
TmMgRh2,0.0
BeVP4,0.0
Ce3In3Ru2,0.0
K2S,2.3843
Cd(GaO2)2,1.8136
Pm3Sn,0.0
LiPaPt2,0.0
ZrTi2O,0.0
BaGaBr,0.0
Hf2MoPt,0.0
NaPd3O4,0.0
V2P2O7,1.123
MgCr4O8,0.0
Mg3Sn,0.0
SmTm3,0.0
Ba4FeTe,0.0
LuH2,0.0
LuGe2,0.0
Pu3Sn,0.0
KCrF6,0.0
Tm5(ReO)2,0.0
InNiAs,0.0
Dy2Fe2Si2C,0.0
V2CoO6,0.0
Sr2Be2B2O7,4.1723
Cu2SiS3,1.3312
UBi,0.0
Yb3GeO,0.0
Li3BePCO7,5.2036
ZrCdRh2,0.0
BeFe2Ni,0.0
BeSnP2,0.8997
BeGaPb2,0.0
BeZnSi4,0.0
MgCd2,0.0
LiHoTl2,0.0
LiZnHg2,0.0
Tb3Al,0.0
LiTl2InF6,4.2874
MnGaNi2,0.0
Ba4PbCl,0.0
TlHg,0.0
HfBeGa4,0.0
Tb2C3,0.0
Cd(GaSe2)2,1.3178
TiGeTe6,0.3373
Mn3Hg,0.0
Lu2AgIr,0.0
Dy(CoB)2,0.0
Lu4B6O5,5.0559
SrSn(BO3)2,3.9103
Nb(Te2I3)2,0.6021
HfNiSn,0.0
Li6CrFeP2(CO2)2,0.1368
Mg2FeN2,0.0
LiFeNiO4,0.0
AsOsBr,0.0
SrCuSO,0.0
Ca(NdTe2)2,1.1705
BaSb3,0.0
P3Pd,0.0
AsPdS,0.0
Hf5CuPb3,0.0
ErNiC2,0.0
VAg(PSe3)2,0.0
K8N3O,0.0
Rh2S3,0.247
SiRh,0.0
U2Ni2Sn,0.0
NaDy3,0.0
CeCuGe,0.0
MgH4(ClO)2,5.5397
Nb5Ge3,0.0
Ru3Cl,0.0
LiGe,0.0
V2Cu3H6O,0.0
BaMgV4O8,0.0
Yb2CdPb,0.0
LuAg4,0.0
InSb3,0.0
Ho2B4C,0.0
ScRh2Pb,0.0
Ba4InW,0.0
K2VPCO7,0.0
V3Te4,0.0
LiTm2Cl5,0.1566
NaIn2Au,0.0
CeInCu2,0.0
Nd2ZnAg,0.0
MgBeFe2,0.0
Cr2Se3,0.0
Al3Pt2,0.0
HfReAs,0.0
Tm2NiOs,0.0
YbPd,0.0
Ba4NbP,0.0
Rb2PbCl6,0.9023
HoScRu2,0.0
PmBr3,2.414
Na3BeAl(SiO4)2,4.5814
Ba4HfCl,0.0
H3AuC2NCl,3.4431
BaLiAs,0.6589
Li5VCr3O8,0.2546
ScBeHg2,0.0
Nb2Tl5S4Cl9,1.4792
ScSnRu2,0.0
Rb2MnCl4,0.995
UCoB3,0.0
Y2GeI2,0.2221
NaCaBe2,0.0
NaPr2IrO6,0.0
VGaRu2,0.0
ThB2Pt2C,0.0
Cd(CO2)2,3.3275
LiVOF3,0.2982
SbCl5,1.2611
Ba2AlNi3O8,0.0
Ba2CaI6,3.4158
DyCuGe,0.0
Pr2Ru2O7,0.0
TmLuHg2,0.0
BeTc2Br,0.0
BeTlRe4,0.0
TmCoC,0.0
Ba4LaNb,0.0
LiGaTe2,1.5745
TbHg3,0.0
PaRh3,0.0
CeRh,0.0
Cu2Se,0.0
Hf2MoIr,0.0
K3Hg,0.0
Be2PdRh,0.0
Mn(NCl2)2,0.0
YMg3,0.0
Ca2B4Rh5,0.0
MgTi4O9,2.3701
Li3CrSiBO7,0.0
BaZr4Pd,0.0
TeMoWSe2S,0.1562
ZnNi3Sb2,0.0
CaPd2,0.0
Ba2YTi3O8,0.0
AgBF5,0.0
KTmO2,4.2044
Mg2In,0.0
Be2MoPd,0.0
MgTi2O5,2.7282
KErO2,4.1137
ScBeGe4,0.0
MgSi2SnO6,3.4851
LuSb3,0.0
Na3P,0.5193
K2NiAs2,0.163
Cu2AsAu,0.0
K2TiF6,4.7
VGePt,0.0
Zn(HO)2,2.6661
HoF3,8.0868
Yb2Ni2P7,0.0
Li5AuO4,2.2048
Ba4YP,0.0
Li3Fe2CoO6,0.0
YZr5O,0.68
ZrCdO3,0.0
Li2VSiCO7,0.1504
VGeAs,0.0
OsCl4,0.0
ZrAsIr,0.0
Sc(Fe2P)2,0.0
USi2,0.0
SmAl4,0.0
NaNdSe2,1.7886
ScSnPt,0.0
NdS2,0.0
LiLa2Ir,0.0
Mg3Co2O7,0.0
InBi,0.0
Al2W,0.0
K4CO4,2.9388
MnAuO2,0.0
Li2V3F8,1.0264
Rb2Al2B2O7,4.5291
LiYBe,0.0
FeSb,0.0
CrPbO3,0.0
YBeHg2,0.0
PrBi2BrO4,1.2888
PmCdPd2,0.0
HfSiPt,0.0
ScS2,0.0
Li4V7O9F7,0.0
Tl(FeS)2,0.0
NiAgF3,0.3168
BeNiSe2,0.0
SrIn4Ir,0.0
NaPrHg2,0.0
Te2W3(SeS)2,0.3145
Sc6Al6Ni7,0.0
MnC4NO5,2.2455
Ba4IrO6,0.0
BeTcSn2,0.0
K2NaNiF6,0.0
NdLuMg2,0.0
SrBeCd2,0.0
Be2CrFe,0.0
V2TcOs,0.0
NaAc2Sn,0.0
SmAl2,0.0
CoAuO2,0.0
BeVIn2,0.0
BAsPb,0.0
ThPbAu2,0.0
BaZr(BO3)2,4.2509
KBeCd2,0.0
CaPmZn2,0.0
LiBi,0.0
CdSbS2Cl,1.706
BeTc2Rh,0.0
CaMgNiH4,1.8974
Pr3Cl,0.0
Hg(ClO3)2,3.2886
Li2FeCu(PO4)2,0.0
YCuPbS3,1.6706
ZnGe2WO6,1.9419
Lu(SiPd)2,0.0
ZrSbRu,0.0
BaZnO2,2.4947
MgGa3,0.0
Ca3ZnGe5O4,2.5882
RbUAgSe3,0.0
CaSiO3,4.0205
BeNbPb2,0.0
BaSn2Sb,0.0
Tl2GeS3,1.4841
CuTe,0.0
Sr3(AlN2)2,2.1859
Ni3Hg,0.0
Ti2ReTc,0.0
MnCoGe,0.0
Ba2TmReO6,0.0
BeSn2Pb,0.0
TaCo3,0.0
KNaSmNbO5,3.5497
PuCdRh2,0.0
CrGaFe2,0.0
BaTiTe,0.0
AsRhBr,0.0
Er3Al3NiGe2,0.0
NaFeAs,0.0
Na2InPCO7,2.9942
Y2BeGe,0.0
Yb(FeSi)2,0.0
Sc2CdTc,0.0
LiFe5O8,0.0
CeAl2BRu2,0.0
Na5SbO5,1.8298
Er5(NiTe)2,0.0
MnSiNi2,0.0
Sr2Cu(OF)2,0.0
H2CO,2.1326
Li4VTe3O2,0.0414
ZnNi,0.0
Na2BeCo,0.0
TbInNi,0.0
BaAg2(HgO2)2,1.2213
Dy2MgSi2,0.0
Ho2Co2P7,0.0
BeSi2Rh,0.0
VGaO3,0.0
La2AgRu,0.0
TaRh3,0.0
UB2,0.0
PrGaCo2,0.0
Ba2NaSb,0.0
CoH2(BrO3)2,0.3689
HfZnCo2,0.0
Ba2YBiO6,1.9565
SrNiF6,1.19
AsCl2F3,2.9282
Li3RuO4,0.0
CrPS4,0.6507
BaLaSb2,0.0
YB2Rh3,0.0
Tb6FeBi2,0.0
U(HO2)2,2.6319999999999997
Sc4BeZn,0.0
Be2TeSe,0.0
Be2GaCl,0.0
CuSbRh2,0.0
KLiCO3,5.1817
HgSeO4,0.9031
KCoF3,0.0
CaCdGe,0.0
CaMnF6,2.3407
Sr2BeCl,0.0
ZrSc2Tl,0.0
LuTe,0.0
SnPt,0.0
Mo2S3,0.0
Er2FeC4,0.0
BaDy2CoO5,0.0
PrSbO4,2.263
Cu6OF,0.0
V3Se4,0.0
BaAl2(SiO4)2,5.0194
GaNiRh2,0.0
Ba4BiPt,0.0
KNiAu3(CN)6,1.3387
TbH2,0.0
PrGe3Rh,0.0
Li2VF5,0.0684
BeCu2Br,0.0
BeTeIr,0.0
Tl2S,0.9839
KYb(CO3)2,0.0
ScBeRh4,0.0
YAl3Ni2,0.0
ThPSe,0.0
Pr2Co7B3,0.0
KBeW,0.0
BaSrPb2,0.0
BeRuBr4,0.0
CaCo(SiO3)2,0.0
Sm(SiPt)2,0.0
Ag2Te,0.0
NpH2,0.0
Eu2C(NCl)2,0.0
RbAgCl3,0.0
SmBi3,0.0
Mg(MoO)6,0.0
Sn3Pt2,0.0
PrB2ClO4,5.1055
K3AlF6,6.7923
MnNi(PO4)2,0.2578
YMoClO4,2.5862
YMnB4,0.0
HoMg3,0.0
SiWCl2,0.0
Sr3TbRhO6,2.1388
Rb3Ba,0.0
Li5CoO4,0.0
BaHfZr4,0.0
SrLiGe2,0.0
CrAuS2,0.4433
VCoB3,0.0
BeGe2Os,0.0
KLi2As,0.8892
AlTc2Sb,0.0
MoW3S8,0.9909
Ba4LiSi,0.0
HfAsPt,0.0
IrI3,1.1939
Nb3GeS6,0.0
K3Sr,0.0
Sc2Ti2O7,3.5908
LiSbS2,0.0
