pretty_comp,encut
CdPdAu2,850
CeFeAsO,1350
Rb3Ba,500
TbAu,500
TiAlCo2,500
Sb3Mo,500
MgBeBi4,700
KBe2Pb,1050
PrDyTl2,500
OsRu3,1050
Sr2BeCo,650
MgZn3,500
K2TiBe,700
V2ZnN2,850
NaSb(PS3)2,700
VAs,600
BiSe,500
LaCuPb,1100
Ti3O,800
CaBePt,950
Ba4GaIr,650
K3AsS4,650
Hg3Rh,550
Ba2Mg(BO3)2,1250
YbCdCu4,900
ScTa(PbO3)2,1200
CoS2,600
KF,600
Ba4InIr,600
Al8Cr5,1150
Li5Mn7O2,1250
AlPS4,650
VSiRh,500
KAs,550
AgAsF6,850
ZrCoF6,750
LuInRh2,500
BaGeCl2,650
CeSbAu,1300
BeMo4W,950
LiYb2Tl,700
MgZrIr2,650
Li2TbF6,1300
Ca2MnSbO6,1250
LiCo5O3F5,700
Zn(NF2)2,1200
TmTa3,500
BaZr(PO4)2,1250
TlCoAs2,500
H8Pt(NCl3)2,950
Mg3ZnC,1000
LiAg2Sn,800
Ba4SnTe,650
ThAg2,500
ScBe2Br,1000
SnPd3,500
Li2Cr(CoO3)2,1300
RbNaO3,550
BaSrMg,600
CaBe2Cu,1050
KFe(SO4)2,1250
Rb2InGaF6,750
LiTm2Al,650
ZnCoF4,1100
MgV2O5,1200
HfBe2Mo,1000
Ni3Pb,600
Ba2TiSe,600
Fe3Mo3N,1000
MgBeSe,700
Li3(FeO2)4,1250
P2Se5,700
Yb3Ag2,900
TaSe2,500
LiZrSe2,800
CuAsSe2,600
Na2O,750
KC4N3,1100
NaZr2SN2Cl,1200
BaCaBr2,550
Ga(MoS2)4,650
NaCa2Be,650
PrAlPt,850
Be2CrCl,1050
MnBe3,1050
Sr2YSbO6,1150
Zr3GeO8,1250
CaBe2Cr,1050
PrGa,500
Li2CuPO4,1250
PaInPt2,500
Tl2O,700
HfFe2,750
Li3VO3F2,650
Hg(CO2)2,1300
Li2CaGeO4,1100
Sr3Li,750
NaPrS2,650
Y2HgAu,600
RbNdSe2,500
K2SmF5,1250
Sm2Se3,500
ScUTc2,1050
LiPbAu2,750
K2Ca2Be,1000
Ba4InBi,600
Be2TePt,1000
NbCuTe2,850
Be2ReRu,1000
LiGaAu2,750
Nd2ZnIr,500
GaF3,750
Mg(AgO2)2,1200
MgTl,600
HoNi4Au,600
KZrSnF7,1300
CaMn2(Si2O)2,1250
BaMgCr4O8,1200
Ti3Rh5,1300
UP,600
Rb2MnCl4,800
ScSbRu2,500
PmRh2Pb,600
Li5P(S2Cl)2,1250
Ba4PRh,600
K3B6Br,1300
ScS,550
ZrAl3,550
RbYTe2,500
BaNaMn,700
BaV4O8,1200
InSb,500
ErAu2,500
LiVWO6,1250
Ti2Rh,500
CoSnRh2,500
Be2NbZn,1000
Sr2BeBi,650
DySI,600
Li8Co5,1350
ErGa5Co,700
Sr2ZnCd,500
YbMgIn2,500
TmTlS2,600
YbCuGe,600
GaCuPt2,600
Sr2ZrBe,1000
MgBeV2,1000
Ho3In,550
LiSmTl2,800
Rb2PtSe2,500
LuSi3,500
Ba2MgCd,650
TiInCo2,600
LiHfBe2,900
BeGe2Pd,650
K(PRh)2,500
Al2Bi2O7,1250
HoS,600
Pb3SeO5,1200
Li(TiS2)3,750
RbSb,500
BeCdPt2,1000
BeGePb2,650
Li2Co4O7F,1300
TiV4CuO2,1200
Mn2SnS4,650
Sc2GaPt,500
BaH5ClO3,1250
BeTlSi,700
LiSnS2,750
InAgS2,550
LiCaBe2,900
ZrBe2Co,1000
Lu2Co2O7,1300
Be2RuPt,1050
SmTmMg2,700
Rb2TeI6,500
LiV2(SiO4)2,1300
AsPPd2,500
BiI3,500
HoPO4,1250
CaSmCuClO3,1200
Ba2VPb,600
Ba4ZnIn,650
NdSb2Pd,800
SnPCl9,850
Ca2Sn3O8,1200
KPrS2,600
CuH6(NO)4,1250
NpSn3,750
PrCuS2,950
BeGaPd2,1000
Co2NiSe4,600
NdHg2,550
BaTa2P,500
Be2FeSi,650
Mn4Al,700
Nb2VAs,550
SrLiAlF6,1250
TiFe2Sn,750
Rb(OsO3)2,1250
Cu2GeTe3,600
BeCrSi,650
YBe2Ni,1000
FeCo5O2,1250
TaBePt2,1000
Fe7C3,1000
BeNbTl2,1000
Pr(NiP)2,650
Li2CuSb,1050
ErMn2,1400
MgBeP,650
DyAlAu,650
Ba2Co(B3O)2,1350
Li2VAsCO7,1300
PrBr3,650
BeCrBi2,650
SrN2,900
SCl,800
SmMnSi,650
MnFe3(P2O3)2,1250
NaBeCl2,550
ScN,800
Ca3SnH2,600
VBrO,800
BeVRu4,1050
DyMgRh2,650
Sr3(AlSi)2,500
BeReOs4,650
Na3CoO3,1250
Lu2AlZn,500
MgScAg2,650
CuBiS2,600
Li8TiS6,1300
RbCuBr3,600
Ho2RuAu,500
TbCoC2,900
NiAsS,700
Na3VO4,850
NaMgTl2,550
Yb(MgSb)2,650
NaAlH4,700
LiCuO,1450
BeVSb,650
Y2AgHg,700
SbAsRh,500
Te2W3(SeS)2,750
Ba4VCo,600
Li2BeCl,800
MnPS3,650
Cu2WSe4,850
Nd2C3,1250
TlAsS2,850
Y2Bi2O7,1200
FeCuS2,900
ZnCrO4,1250
MgSnF4,1200
Sc5Si3,750
CoP2,950
Nb3Co4B7,1050
Ca4BeW,1000
PuOF,800
Sr3MgFe2S2O5,1150
BeMo4Pd,950
BaTaBr,500
Ba4MoRh,550
CrOF,800
K3PO4,1300
CaAlB3O7,1300
Be2HgPd,1050
Li(CN)2,1250
Er(GeRu)2,500
Al3Zn,500
Ce2C3,1950
Mn3O4,850
ZrCd3,600
Li3FeOF4,1200
HoBi2BrO4,1100
Rb3Co,500
BeCdPb,650
BeZnFe,600
LiCrS2,800
BaMgCd,600
TmInPd2,500
ZrAl,600
BaHg2Pb,500
VSiRu2,500
TmBiO3,1150
Ba6In2NF,900
Hf4BeTe,950
PrPbAu,550
Ga2TeS2,650
Na2SO4,1300
Mn4CuO8,1150
Cr2HgSe4,500
YbGeIr,700
LiAl3Si9(N2O)2,1300
CeInAg2,1250
TiBe2P,1000
Na2Ti2Sb2O,800
LuCuPb,850
U3H2,1250
Ho(SiAu)2,550
BeCo4Pt,700
PrHo3,500
Ba4HfTi,600
LiHo3,750
CrSiTe3,500
CrCuS2,550
LiYF4,1250
Ba4As2O,800
La2Pd2O5,1100
Be2PbCl,1050
BeTeBr4,700
BaHfCu2,650
Y2MgS4,750
Ho2RuRh,500
LiNi3O3F,750
In2Au,500
LaNi2,1100
ErMgCd2,650
NaZr2MnF,1200
KSnOs,500
ErPS4,1750
HoTlSe2,500
NiSb,600
BeI2,950
Ba4MgCr,500
Ba4ScCd,500
YbPaPt2,500
CaTlF3,850
CrO,900
Li2Si3NiO8,1300
BeCrMo2,1000
HfNi,650
AlTc2Sb,1000
GaN,850
H7BrO3,1250
Ba4LiTa3O2,1350
Tc3Os,1150
LiSnCl3,800
TiBeW2,950
Li2AlPCO7,1850
NdPa3,550
Sc2BeNb,1000
YBe2Rh,1050
Ba2GaHg,500
HfMoSe,500
YbTi2CdO6F,1250
Yb4Mg3H4,650
Ti(MoS2)2,650
Yb(PRu)2,550
Sr4RhO6,850
NdH3(CO2)3,1250
Tl(FeSe)2,700
NaAlB4,1100
BeCo2Si,650
Ce3Zn,1400
U(SiOs)2,650
Ba4ReMo,600
Er5NiPb3,650
NpNi5,700
Na3HoCl6,850
KLi6TaO6,1300
UP3,650
SeS,550
TiGaCo2,600
Li3(CuO2)2,1200
Ce3Sn,1400
Be2TlV,1050
Li2NdAs2,800
Nd(AsPd)2,500
Y3InC,750
ZrAu2,600
BaNaMg,550
NaNdSe2,500
LuTaRu2,600
KTlO,750
ZrRh3,600
Dy3Mn3Ga2Si,700
YHgPd2,850
GaNi,600
Al3Cu2,650
Rb2NaMnF6,750
NaCdPd2,500
Mn2BeV,600
Sb2Te3,500
CaSiBHO5,1300
WC,800
Hf2OsRh,500
TmPa3,550
IN,800
BaNi2Cl,600
Li2LaPb,1600
Li3VCr(PO)4,1300
Th2Au,850
ScInO3,1150
AsOs2Pt,500
LuGa,500
Te4Mo2WS2,600
U(AlC)3,950
Ba(GaSe2)2,750
Li6Fe(O2F)2,1250
AsRhBr,500
SnSO4,1850
HoTiGe,700
Mn2CoAs,700
Zn(FeO2)4,1200
Ba(AlGe)2,800
Sc2BeGa,650
Zr3N2O3,1200
Ba4TiBe,650
Li4V7O9F7,1250
NaCuSe,850
NdN,850
YZnRh2,500
ScAgHg2,550
Ba4ScHg,500
Sn3B,600
SmBrO,800
Ca(CrS2)4,800
Li3Fe(Sb2O)2,1300
CuCl2,500
TaReO6,1250
HfBe2Ru,1050
V3Sn,650
PrMgGa,750
PrAl3(B2O)2,1900
YSnF5,850
Li5Ti2V3,1250
Sm2C3,1250
SrLi2Be,800
PbS2,600
Li2Fe2OF4,1250
K3AsSe3,750
MgGeP2,650
Be2ReOs,1000
NaAgO,700
CuNi2Sb,800
K4SnO4,1200
Be2ReOs,1000
Na2Ni2O3,850
CaTiSiO5,1250
Ba(AsPd)2,500
LiYS2,800
Li2VSiCO7,1300
NaZrBe,700
AlBi,500
Li2HfO3,700
ScUS3,600
HfBeGa4,600
BaTbMn2O6,1250
Li2MnSn(PO4)2,1300
DyB4Mo,1050
Sc3Si3Ni2,750
SnF3,1200
LiCd3,750
Be2IrRu,1000
LiCdPd2,800
KLi6IrO6,1300
SmYO2,800
KF,550
Al2IrOs,500
ErClO,750
RuS2,600
BaV2(PO)4,1300
U(B2H3)2,950
NdSi2Ru,500
Al5BO9,1300
Ca(SiPd)2,500
LiPmHg2,800
LuP5,600
Na3GaSe3,1000
Li7V(O2F)2,1750
AcCd3,650
Be2CrOs,1050
LiGa2Ru,750
TlFeSe2,500
PrPIr,500
Be2PdCl,1000
LaBAs,1650
SmI3,500
Ti3Ga,600
RbGaH2,700
ZnNiSb,600
Tm2CdSe4,500
LiMn7(O3F)3,1250
KYSiS4,650
ZrB,500
BaYSe,500
SmNi2,650
Ba2Sb3O8,1250
LaCd,1450
BeFePb2,650
MgCo,1100
SmB2,1050
Sm6InCo2,600
TmAlRh,650
TiN,800
Dy(GePt)2,500
MnGa2Tc,550
TlCr5S8,1050
YbNi2B2C,850
Na3Rh,800
ZrHg3,500
BeInW,950
TiSi,550
SmZnIn,650
KBaCu,600
ScN,800
H(CN4)2,1300
Be2CoSi,1000
BaSi4O9,1350
Sc(MnAl2)4,700
Pt3Pb,800
HfGa5Ni,550
NaBe2Pb,1050
CaC2,850
Na2TiF6,1300
CaTiO2,1150
NaSrBO3,1300
MgTa2Be,750
Be2IrBr,1000
NaP4N7,1300
Pm2SnAu,500
Na2BHO3,1300
NdSnAu,500
Pm2ZnOs,600
BeCoW,900
ScBeOs,650
Li4MnV2WO2,1250
DyGa,500
Ba4CoPt,600
NaAsRh2,600
MnAlPt,500
Cr5(SiO)4,1250
ThIr5,550
YbTlSe2,500
Zn(BiO2)2,1150
ZrS2,550
Cr2Se3,550
TiBeTe4,700
As2O3,1300
YbSnAu2,500
Al6Ru,700
RbAg3Te2,900
LuIr,500
UB2Rh2C,800
Ba4ZrPd,500
K2SbF5,1250
CuCl,500
K3Y,550
ZrTi2O,800
RuO2,800
KNaTiO3,1200
RhI2,600
SmYTl2,550
CaAs,500
TmAl,500
Li2Mn3GaO8,1250
Ba4MgTa,550
PrTiGe,500
Al8Mo3,550
BeGeW,950
YbI2,500
NiF3,750
HgPt,850
PPbW,500
C3N4,1900
Mg2Nb2SnO8,1250
TiCl4,850
Er(CoSi)2,600
RbPrTe4,500
USi,600
UPd3,1150
Al2(CuSe2)3,950
Ba4CdRe,600
YSn3,600
CoCu2SiS4,600
HoGeO3,1100
NaH2N,1050
K2TaF7,1300
NaPrTe2,1050
BeV2Cr,650
Al5CuS8,650
GaAsRh2,600
Tl3Si,500
Ho3Tm,500
Ba2CdSn,600
BaCo2Sb,550
AuC,700
SbPbClO2,800
ZrBe2Pd,1050
Be2PSe,1000
BaAgAs,550
Ba4HfSc,550
LiCa2Hg,700
MnH4(CO3)2,1300
SbPO5,1350
YTlO2,750
Li4GeO4,1300
SbSeI,500
Mo(HO2)2,1200
V4CoNiO2,1200
InBF4,1250
NaMn7O2,1200
Mg(CuN)2,950
ZnCo3,600
VSbRu,500
TiBeGa2,650
GaAsO4,1250
SrCdHg2,550
Pr6Cd4Pd3,1200
SrBeCu,650
Sr2ZnGe,500
YbYRh2,600
Lu2GaTc,750
SrIn4,600
Y(HO)3,1200
Zr(Fe2Si)2,950
Mn3S,700
As(IF3)2,1250
PuB4Os,1050
LiGe2N3,1200
Nd(AgGe)2,550
NdGe2,500
LiZrPt2,800
V2CrRe,600
LiMnF5,1200
Th2N3,900
Ti2MnPt,550
KBaMg2,650
MgBeTe2,700
K2BeZn,650
Sr(MnP)2,700
LiCl,800
Sr2B5H2O,1300
Li2CrO4,1250
LuFe2,800
K2TeSe3,500
K3Mn2F7,1100
CaSn,550
LaF3,1600
Sm3GaC,750
Na4C2O5,1250
Ga2O3,1200
LiNbS2,800
PrCuSe2,950
BaSrSb,500
CaMnO2,700
GaPO4,1150
YGaI,500
LaBeCu2,1500
BeCu4Tc,850
Er2S3,750
LaBi,1650
LiBeV2,600
MgB2,500
Sr2SiO4,1300
LiB,750
CoSnH2(OF)6,1250
RbH,550
LiTiV3,1250
BaTiO3,850
BeTeCl4,900
LiH3O2,1200
Rb2Ti6O3,1250
NF,950
CuH2(IN)4,1100
NdSi2,500
BeTcSe,1000
Li2FeBPO7,1300
BaHgO2,750
Be2GeIr,1000
YbCuBi,850
BaLiSi,700
Li2Mn3CoO8,1250
Pb2SO5,1250
V2SiO4,1250
Re2W3C,850
B6N,1100
ScH3,600
NaErF4,1200
Tm2BeOs,650
ZnFeF6,750
WCl3,850
Mn2Sb,700
Ni(BW)2,550
TbMn2,1400
YbCl2,800
CeTlPd,1400
MgScRh2,650
PmDyIn2,550
Zn(FeO2)2,1200
Ba4CrPb,550
BeV2Ge,600
Li5AgF8,1250
W3O7F,1200
MgBe2Os,950
NdOs2,750
Be2MoBr,1000
CaTi2S5,650
LiVF5,1250
CeB2C,1350
NiCl2,550
SmTlSe2,500
Th(CuSi)2,650
TiZnNi2,600
TbPd2,500
TiGa3,650
Li2MnVO4,1250
SiC,900
K2UO4,1100
BeZnCr2,650
TmB6,950
Ga3Au,500
UAl2Cu3,650
Be2CuBr,700
Ca(AuO2)2,1200
NaCrAsCO7,1300
Ca2SnS4,600
Pa3Te,550
Sr2FeClO3,1200
MgBeCu4,900
CaNdZn2,650
SmAl,500
U3Si,550
MoCl3,850
LiTmIn2,750
CuO,900
TaSbRu,500
Ba2NbO,600
CuHO2,1050
Nb2Hg2O7,1250
Ba3CoSb2O9,1800
Al2CrTc,800
Ba4YNb,550
ZrSi,600
Na4UO5,1200
TlTe3Pt2,800
ErBi2IO4,1150
TiAsPd2,500
KBeIr2,950
NiP4,600
MnCo3,600
BeHgSe2,700
BaTl2O4,800
CaCeHg2,1250
YTaO4,1200
PrNi,650
Sr2ZnCu2(SO)2,900
Nb5Si3B,650
Rb2UBr6,650
Be2GeBr,1000
Sr2UNiO6,1200
Dy3Ga,500
VGaNi,600
Ti(CrSe2)2,550
Si(AgO)4,1250
Rb2LiAsO4,1250
Bi2Rh,650
AlInO3,1200
PrSi2Ru,500
S2N,1650
BaSrZn2,500
Be2GaMo,1000
HoC2,900
TbFe2,800
BaTeSe,500
SnIrSe2,500
MnRu3,1250
Be2FeSn,1000
Yb2Ni2P7,800
KZr2Nb,550
NaCu3,900
Hf2BeBi,950
Be2CdPb,1050
Be2NbIn,1000
K2PtBr4,500
Th(FeGe)2,750
V2FeTe4,600
NdInAg2,500
NiS,650
Ca3Sb2,500
Li2Ti3V3O2,1250
Tl4Te3Pb,600
BaCe,1200
Ba4FeSe,750
Li2Se,800
HgN,850
SmMgAg2,650
ScPd,500
MnCuO2,800
BeCoMo2,900
SmHoZn2,600
Ho2CdOs,500
DyCuSn,650
CdSO3,1250
Li2CrCo3O8,1250
LiFeNiO4,1200
LaFeAs,1850
BeIn4Mo,700
Mn4BeTe,600
ZnAg3,550
LiMnO2,700
AlCuO2,850
Rb3BiSe3,500
Tb2In,550
LiYHg2,800
Ba2CdPb,550
CF2,1100
KH,550
CaGa4,650
MnNi,600
BeCdRu2,1000
Th2Co7,600
Ba2Li3TaN4,1350
CaV4,1200
LiCaUF8,1200
HoGaRh2,500
BiOF,1250
Re3Ir,700
UGa5Co,700
ScSbRh2,600
ThPSe,500
BeInSn,700
Li2Fe3TeO8,1250
Be2TlRh,1050
YbSnRh,550
Li2Fe2S3,1150
Ni2Hg2SF6,1500
DyCuAs2,850
Dy(NiGe)2,600
CaTiO3,1200
Er(CoB)2,600
Nb2NiO6,1250
PrAl4,500
Ti2CoIr,550
KLiSO4,1300
BaBiCl,600
AlCr2O4,1200
Co2As,550
LiYF4,1200
Mn3(OF3)2,1250
MgSnRh2,650
ZnI2,500
In3NO3,1200
MgFeO2,1150
NaAgO,800
Pm2SiNi,600
Ba2NdBiO6,1200
Li2RhAu,800
Na4TiAs2O9,1300
Ba2YTaO6,1200
Ba4MoIr,600
Zr3NiO,900
DyHoMg2,700
AuSe,500
LiVH2OF5,1250
BaSe2,650
NdDy3,500
BeZnCd4,650
Ba3NdRu2O9,1300
MgBeP2,700
SiS,600
MnSO4,1250
Y2AlTl,500
BeNiIr,1000
TbZr,550
Be2NbHg,1050
TiSbRu,500
Na3In2P3O2,1300
KCoO2,1050
BeVRu2,1050
Ho3InC,500
RbLuS2,600
MgSiAs,650
Rb2NiF6,850
TmCd,500
TiAlCu2,650
Cr2HgO4,1200
RbAuO,800
LuH2,600
CaRhO3,800
Be2ZnRe,1000
Sr2ZnMoO6,1150
BeCoPd2,950
VFeCoGe,700
K2SO3,1250
SbP(OF3)2,1250
PmInAg2,500
Ba2CuF6,800
AlH3,650
Rb2CO3,1300
Mn5(SiO)4,1250
KRb2VF6,700
AsPW2,500
Ba4FeSb,750
BaAl9Fe2,700
Ba3SrTa2O9,1300
Tb2PbS4,600
V2Pb3O8,850
Zn(FeS2)4,750
ZrAgMo,550
RbRuO3,800
SrTeO4,1300
Al2S3,800
HoScRu2,600
KLiMnO2,1150
SrZnSi,700
MnPd3,1100
Tb4(FeB2)3,900
Mg(AlCl4)2,1100
LuGeRu,600
InPd,500
CeBe3,1550
MgCr2S5,750
NdMgTl2,650
Hf2IrPd,500
Mg4BeNb,750
NbInRu2,500
Cd(RhO2)2,900
HfH3,600
SmCo3B2,700
LiBePt,800
LiAl2Pd,800
Rb2Sn2O3,800
CaZrPd,550
Nd(NiP)2,600
BeCdCo2,650
SnF4,750
BaBiIO2,1150
Zn2SnO4,1200
SrO,700
TaZnRh2,500
Sr2Li2NiO4,1250
Sr2TaBe,950
Ba2LaV,1400
Y3H2,600
AlInB,550
ZrBe2In,1050
Sr2Ir,500
Ca3MnZnO6,1200
SeN,1350
AlCr3B4,750
Ca2BeBi,650
Np3Se4,1150
SmB2Ru3,550
SbCl3F2,1200
ScIO,1150
CrF6,850
NaSi2BH2O7,1300
TmS2,600
ErInPd2,500
TiFeH2,750
DyCo5,550
CaSeO3,1250
Li2MnFe(PO4)2,1300
BaBiPb,500
ScBRh3,500
Ta4AlC3,900
KBe2Te,1000
Ba3BiSb,650
BaYb2NiO5,1150
KEuS2,600
FeSeBr7,800
KBeO3,650
Tl(NiSe)2,600
PrAu2,650
Tl3Zn,500
AgB(CN)4,1150
CrBr3,750
BeRe2Hg,650
ScRh,500
K2BeSe,700
LiMoO2,1250
PrCo4B,950
NaNb6O5F,1250
Na3MgPCO7,1300
BaScNi2,650
BaCdSb2,500
Mg3Si2H4O9,1250
Zn(InSe2)2,650
MgBiF6,1150
Li2Ce2Ge3,900
CaBeCd,700
AsF5,1250
Y2MgMn2S2O5,1150
LuMgZn2,550
BaCrBi,500
TeOF2,1250
Ba4ReSb,650
LiAg,850
Cr(AgO2)2,850
Na4NpO5,1200
BaSn2(HO2)2,1100
LiCuAu2,750
FeTeBr7,800
LiCo(CO3)2,1300
Nd(SiOs)2,600
CrCo3O8,1300
BeVIr4,1000
Ba4TaBr,550
Ca2PI,500
Ti2NbPt,500
KMgP,700
Mg2Mn2O5,1200
Mo3W(SeS3)2,650
Ba2CrBi,550
Ga3Bi,600
SrFeO2,800
Na3ErCl6,850
TlPAuSe3,500
FeNi3(P2O3)2,1250
V4O3F5,850
LiGePt2,800
NaGaHg2,550
Ba4PdSe,550
VO2F,750
BaAlSi4N5O3,1300
HfSiPt,550
CdSiP2,500
Be2NiIr,1000
UIN,900
CuRe2Cl,600
Ba2LiSb,650
CaP3,550
BeP4Pb,650
Li2Cr3O6,1250
Ba2MnPb,650
BeGeTe,650
PrB4,1050
LiBH4,1200
LiSbWO6,1250
Ba2NaBi,700
Ni(ClO4)2,1250
Be2VBi,1050
YAlGeO5,1300
BaLiY,700
RbCuCl3,800
SmInIr,600
Na2Zn(H2Se)2,1100
Ba4ZrPb,500
ZrS,500
UGaTc2,1050
KCaBe2,1050
Co6OF,1250
HfSiRu2,600
LiTmHg2,800
U3Sb4,600
GeMo3,500
Ba3AsP,600
Dy2CoSi2,550
Ca2FeWO6,1200
Ba2Sn,800
Li2NiO2F,1250
DyVO4,1150
Pm3Zn,500
NbAsPCl3,850
AgPd2Pb,900
Lu(FeGe)6,800
KBaO3,800
Sc2AlAu,500
CeAlCu,1900
KCuF3,750
ZnSO4,1850
Li4Cr3GaO8,1250
NdBiO4,1200
LiTi(SiO3)2,1300
TbCl3,800
VBiO4,1150
Co(BiO3)2,1100
NdInAu2,550
TbZn,500
Na4Al3Ge3ClO2,1300
La(PRu2)2,1850
Sc2MnSi,500
RbBO3,700
Na2TiGeO5,1250
YbSb2,500
AlVF5,850
IrN2,1250
Li2InGa,750
GaCuRh2,600
NaHF2,700
Dy4(FeB2)3,850
Li4NCl,600
TmAlSi,500
LuRhO3,850
BaCaMn4O8,850
SbPt3,800
P2O5,1200
Ca(NiS2)4,900
Li2CrFeO4,1200
Tm3GaC,500
SbCl(OF3)2,1250
BaNaB9O5,1950
ErSi3Ni,750
SmTiGe,650
YCdAu2,600
Rb2TeBr6,650
K3NbO8,1200
SmAl3Pd2,800
CdCu2SnSe4,850
CaPd3O4,800
Li5TiAs3,1300
Ag3Ge,550
Mg3Nb6O,1250
YbBiPt,500
MgSbPt,650
Sr2SnS4,650
FeH,650
BaGa2Co,650
P2O5,1300
TiMnRh2,500
Be2ZnCo,1000
Sr(Li2P)2,1100
TmHg,500
LiTm2Cl5,1100
MnBeTl,650
BaHfW2,500
Ba4SnHg,600
Yb(MnSi)2,700
Er3GaS6,750
BeCu2Os,650
RbFe2S3,800
ErMoO4F,1250
RbSnI3,600
Ti3AlC,800
MgCdHg2,750
KTiBe2,1050
Ba4LiCo,700
V2PC,900
Th3Au,750
Mn3(BO3)2,1200
MoAsIr2,500
LiAuF6,1150
In2PdRh,500
BH2N,1300
Ba4HfTe,550
Ge2Pt,500
Zr(BeIr)2,1000
LaGaO3,1650
Na3TiCl6,850
VRh,500
ZnCuAu2,550
Fe3PdN,850
Mn2BeOs,600
In2Te5,600
Pr2Sn2O7,1250
MnAs,650
NaSO2,1300
Th2Cu,650
Th(MnGe)2,700
Ba4ZrOs,650
Ti2FeIr,700
Ba2HoCu3O7,1200
KCu3S2,950
InPO4,1300
Hg3(ClO)2,750
S3(NCl)2,1250
Ca2AgSbO6,1250
BeTeBr,650
HoAl2Ni,650
SrSeO4,1300
LiLu2Pd,500
TbPb3,500
NdLuSe3,500
Sc2MnSe4,700
Mn2BeGe,600
Na2P2PbO7,1300
KTlHg2,550
BeTcIr2,1000
NbAgF6,1200
Ta2CrO6,1250
ZrNi2,550
Be2TlW,1000
Ti2ReAs,600
Al2Sn2O7,1250
Al2Mo3C,900
YBe2Cu,1050
Ba4YRe,600
LiAg3O2,700
PrSnAu2,500
HgCS(OF)3,1100
NdInPd,550
TeOsCl2,600
AgBiTe2,550
BeReBi4,650
Pa3Sb4,550
Mg2Pd,1150
LuBi2ClO4,1100
BeGa2Mo,650
TaZnRu2,500
Np(SiNi)2,600
Be2CdSn,1050
LiBeCr2,600
NaBeCl2,550
YSbPd2,500
V3Fe3(TeO3)2,1250
LiBe2Ru,950
MnN,900
LiLu2Rh,650
Li(NdSi)2,750
Ti2ZnO4,1200
Dy2CuRu,650
Sr3Mn2O7,1200
ErAl7Au3,850
InFe2CuSe4,800
Be3Ir,1050
Li2V3CuO8,1250
Au2Se2O7,1250
LiMn3(FeO4)2,1200
TbZn2,700
Li3CuF6,1250
Pr(HO)3,1150
SbPO5,1300
K2TiO3,1200
K2Hg3(GeSe4)2,750
NaBe2Fe,1050
Be2NiHg,1050
Dy2C3,1250
Li2V2SiGe,1250
Dy2InPd2,550
Ho2S3,600
BeV2Fe,600
Y(CoB)2,650
Sr2ZnReO6,1150
YFe5,800
HoTmTl2,500
CrSiRu2,600
KBe2W,1000
SrBeSb,900
Nb3Br8,700
Ca2AuN,850
LuB2Os3,700
TaBeRu2,1000
Pb3SO6,1250
MgBe2Bi,950
Li7Cr2O8,1300
RbMnO3,800
NaRu3,650
Be2SiPt,1000
KBeTc2,1050
AlTlF4,1200
Ti3Te4,550
Sr3UO6,1250
TaBeIn,650
BeNbCu2,700
RbBe3ZnF9,1450
Ca(SnN)2,850
Al2Si2O7,1300
YbAl3,500
BaNdMn2O5,800
LiCaGaN2,1300
Ho6CoBi2,500
AgPbBrO,750
UFeGe,800
Ca2AgPb,500
YbNiH3,550
PrCoO3,800
CrAg(PS3)2,650
TaBe2Re,1000
Dy(CuO2)2,1450
Ta2SnO6,1250
Cd2P3Br,650
Zn2Si3Pb4SO5,1300
ErBi2BrO4,1100
CeCu5,1650
Nb2Al,1000
Nb4CrS8,850
K2BeFe,650
SmBi2BrO4,1100
Zn(IO3)2,1250
Ho3Mg,650
InGeCl3,650
ThO2,800
DyNi4Au,600
HfGePd,1100
Ca4TaBe,700
YCo,500
LiGaSi,750
NdTlS2,600
Te4Pt3,800
ScCdPd2,850
BeTlZn,650
NaAlAsO4F,1250
CaP2(HO)4,1250
NaCuO,800
YMn2,700
TaTl3Se4,500
CrNi3,650
MgCdAg2,650
PrCr2Si2C,850
Ni(RhO2)2,850
CeIn2Ir,1350
NaTa3,500
Be2Ga2Re,1000
YbPt2,850
Ti4NiBi2,750
CdSb6(S2I)4,600
K2TeBr6,700
ZrBe2Cu,1050
LiTiNiO4,1250
ErInNi4,650
Ba4CdPb,550
BaYVCuO5,1150
ScZnPt2,500
Tl(TeMo)3,500
YIn2Ni,600
Ba2Ga2O5,1200
Cr3B4,750
Mg2Ni3O8,1200
BaCo2Cl,600
Na3Re,800
Dy(BiO2)3,1200
BaTiO3,1100
LiMnNbO4,1250
InTe,500
CeAl,1200
Li4V3CrO8,1250
YbNiB4,950
BaSeO3,1250
FeSn2(CN)6,1150
Ge2Mo,500
KCeSe4,1250
ErIr,500
RbBiF3,850
Th2Zn,500
Tb2Ti3Si4,800
SnN,850
DyAsO4,1200
OsN,900
YHoAl2,500
MnV(PO)4,1300
Li4Co5NiO2,1300
ZrBe2Te,1000
Sc2AlGa,500
TiAsSe,500
LiTiO2,1200
PaN,850
NbGeAs,600
Ca(NdS2)2,600
PH3,700
Cd(InSe2)2,550
NdRhO3,1250
RbLiMoO4,1250
NaTl2Hg,550
BaVSi2,550
Ba3Si2(BO)6,1850
KRb2CoF6,750
Yb2SnHg,500
BaLiZn,550
LiBeNi,650
Ca(SnO2)2,800
KAuF4,850
BaMn2In,700
Ho4CdCo,650
Bi2SeO2,800
ErInNi,700
Zn2Mo3O8,1200
Ba4CoSn,650
