pretty_comp,p_Seebeck
Bi2B2O7,257.5913167
Ta9(NiS3)2,-4.386059667
TbSmO3,372.2274467
AgPPt5,1.1762921999999998
Li5Tl2,5.077957303
Ti(CuS)4,411.6715433
SrClF,471.7797333
Cr2GaC,-9.173756907000001
NbCo2,23.202541
Y2SiCO7,387.2986767
LiLu2Ru,-8.1400902
RhN,-6.2519148
Ba2CuSi2O7,285.5366033
CaZrPd,10.451522
MgTaOs2,27.465675
YbZnAu2,-3.4430683
Ca3BN3,259.0263833
Zr4Al3,15.1216723
Li3PrSb2,-2.264915667
ZrTiF6,84.603021
ScGeRu,7.339249667000001
KScO2,404.56336
TmNi,-2.856622167
SiHg3,-5.245136833
LuCd3,7.374409933
Ba(MgAs)2,260.4041567
TiClO,-6.125464667
CrNiF6,29.302734
Tb2Cr2C3,-2.761594333
CeCoGe,26.89625733
ErNi4B,1.7954315669999998
CaSnO2,268.4376267
RbNd2CuS4,318.4791733
Li2NiSnO4,-9.711919332999999
AlSCl7,358.10217
In2Pt,-0.617733923
NaCdHg2,-3.518549
HfRe2,1.6145062
HfOs3,0.3406384
Na3Nd5Cl8,380.0042133
Sr(CuSi)2,0.1921086
Ho2Sn2O7,367.78631
YbH2,79.680773
U2C3,6.1169288
Mg3Ru2,2.3307024
Lu2TlAg,-2.6708389
FeP2,347.9874333
CdSO4,310.0383533000001
Tm3TaO7,267.79220330000004
PrNiSn,4.240832657
TiNiGe,20.619177
YAgHg2,2.2672793
Ce(CoSi)2,32.194371999999994
BaCaAlF7,374.1057133
ErTlS2,123.6287533
LiCdAg2,-1.9273098
K2PtS2,382.91869
CoSO4,189.539384
V3Rh,25.306734
LiTmRh2,-2.3869506
FeSb2,23.72295293
TcO3F,413.1997567
NdBi2BrO4,301.82711
KV(CuS2)2,354.2419
LaAgSO,257.03024
NaSmTl2,-1.5253166
NiPbF6,431.3808267
TeAuCl7,331.2432267
ZrSiO4,390.14609
Dy2Ge2O7,372.5703033
Li2VCo3O8,27.72173333
LiZnSb,215.86241
BaYTiCuO5,1.271858333
SrZnO2,405.27744
PaH3,23.438878
ZrBrN,191.1401867
TlAsF6,428.4543367
K2Al2O3F2,327.3193767
NiPbO3,11.48421
NbNiTe2,15.39098957
VCu3Te4,230.6369
Ti2CrIr,25.686595
Li2Ni3BiO8,5.2276392
ZrZn3,5.337595933
Ni3GeC,-9.7408837
Dy2Nb2O7,20.519248
Dy2InAu2,13.9675023
HfBiRh,10.240406
Na2Zr(CuS2)2,25.29102667
Y3Sn,9.837242867
PICl6,436.93942
ErAlO3,239.3481167
KCuSe,230.0218967
KTa(CuSe2)2,303.26853
YInAu,44.22198377
TmGa3,17.178577999999998
Nd2MgAl,-7.0144231
ErC2,-7.870304032999999
MnSiTc2,19.444356
Y2AlZn,2.3479701
Sr2LiTl,15.516754
CeSe,56.03383233
NaSr3SbO6,381.0199233
GaTeI7,274.32817
Sn(BiTe2)2,223.3564967
LuIn3,19.510276
K3SO4F,393.5057267
Al2PdCl8,353.1622267
Ti3V2O9,-9.251798567
ThBr4,221.4117367
Sr2Be2B2O7,475.3417567
Li4MnV2WO2,348.9443567
PrErIn2,-2.6273263
LiTi3VO8,38.724329
Tl2Sn2S5,330.43373330000014
ErAl3,0.18469912
Na2TmPCO7,396.8694867
NaPd3O4,8.648823
ThTeAs,-2.3036657000000003
CaMnO3,5.4114122
BaNaBO3,378.2067
Rb3SbO3,325.9267533000001
LaC2,-8.240353733
As2Os,339.1622367
SmErHg2,18.644594
Ca(AlGe)2,-6.6751886670000005
NbCrCo,17.962728
Nd(AsPd)2,14.46241667
Sc6NiTe2,-0.116375
BaRhO3,6.4639605000000016
TiNbRe2,31.352615000000004
Ca2Ni3O8,94.05474367
Ba2YSb3O8,-9.427826467000001
Tl(MoSe)3,39.1038081
Ba3NiIr2O9,41.35053967
LiMn7(O3F)3,85.57616733
Nd3Al3Si3(NO)2,307.67385
TiTl2F6,380.3801433
Be(CoO2)2,415.82525
LiHf2Tc,6.18395
HoCu4Pd,9.8617468
Zn(InSe2)2,302.2677533000001
N2O5,383.1286333
Dy2SO2,287.5392367
AcCuO3,0.75510022
HoCoC,-4.30668914
GaAgSe2,255.4304467
Mo2H2O7,351.41863670000015
LiMnOF2,326.7221633
ZrBiRh,14.995696
KTaO3,418.83315
AcBiAu2,17.761776
MnFe(PO4)2,55.28034733
In7GeIrO8,454.66595
Ho2O3,35.733441
CrPO5,85.06945167
Ag2F,-0.619380933
Li2Co(SiO3)2,415.91563
NpGe3,11.051665
LiScMo3O8,386.2651867
YZnAsO,272.7814533
MnB2,-2.355556867
HoSbPd2,-6.2627884000000025
Rb3Ge4Au,302.4686367
Sm2CuRu,-9.9217785
LiHoHg2,5.8463667
ThAl2,1.5812131669999998
MgPdF6,435.9055
IrOs2Br,-3.894171
DyPd3,1.2563742
HfIr,-8.2978088
TbAl,-6.8570449999999985
USiAu,3.086481333
Na3Mn5O2,0.428335967
CClF3,501.80176
Cs2NaInF6,538.51599
RbCuC2,362.71127
SrTe,177.73808
Nb4Tl4O3,35.16229000000001
NbGeRh,32.04295733
CuBr,356.56428
Ce(NiAs)2,44.45744167
Ta3SnS6,30.28850167
Sb3ClO4,345.72784
LiTaIr2,-2.4004719
BiTe,31.36920033
PbCO3,403.7259133
Sr2AuN,0.5876564329999999
LiAlO2,345.9546667
Th(CrB3)2,11.6173289
Ca2CeO4,445.7313567
Sc2CCl2,315.9376067
K2VPCO7,10.66226533
BaSrO2,312.9020633
Te2Ru,47.384228
LiCaGaF6,565.1947033
CaZnSO,260.5105667
K2Hg7,-4.391848267
NdBi2ClO4,328.57512
Ge2N2O,381.5040067
Lu2ZnOs,5.362571599999999
UNi4Sn,25.182495
RbSO4F,434.9065967
Sr2CrCuSO3,193.91299630000003
GaPS4,271.37522
Ga2WSe,-4.7355904
TaZnCo2,-3.8382874
Sc2InC,-7.442653233
LiFeOF2,-7.846705332999999
MnNi2Ge,-3.572749833
Ba3NaIr2O9,19.40677707
Li2BeF4,432.0106567
AuF3,519.7829032999998
AlFeCo2,5.740384233
CrClO,174.2471167
LiZnPd2,2.8013306
LiPt7,3.120563867
K2Ca(CO3)2,332.1121567
DyMgAg2,13.470959
Sb3Ir,71.78411700000002
PrFeSi,7.415570232999999
AgBrO4,388.1828133
RbNdS2,305.39219
CS3N4,342.65641
Sr2SmNbO6,452.24808
Li2NiF4,391.6732833
CaY2O4,360.6101167
ThB2Ir3,-1.922267533
KMgH3,266.24773
BaNd2ZnS5,196.4970533
Ce2C3,-0.048850504
Ho2OsPt,25.984546
Li2MnCuO4,3.742525367
Nd2IrRu,13.457485
ThIN,370.33647
ErCdRh2,3.9323972
As2SO6,341.1344067
Dy2TlCd,-3.3116992999999995
HoBi,16.866229
Li3Ge,9.810330300000002
Sc3SnB,53.813067
P2Pd2O7,427.4175367
VZn3,0.32922469
RbGaH2,178.76717
CN,406.2964767
Nb2SnO6,275.91108330000003
KLiMnS2,271.5307733
Mg(MoO2)4,43.46903833
Li3Cd,-4.1824587
Pm2S3,403.1675767
LiBe,-8.954802599999997
Li2CoSnO4,50.252561
CaPrHg2,-5.6286354
SrHCl,436.57896
LiSbO3,445.949
Li5ReO6,453.4067867
Ba2YbRuO6,19.09895
Li4HfO4,335.99479
TmBPd3,-8.2499685
Sr2B5H2O,451.06277
ErGeBiO5,370.43907
YbSnPd,2.167395833
Pm2IrRu,13.744255
Na3Np(HO3)2,412.4241767
DySb,14.688694
HgC2(SN)2,348.14135
TlCdTe2,30.29736033
Cr(AgO2)2,370.52560330000006
HBr,305.5845433
PrGe3Rh,1.771302757
NaHgPd2,5.2450757
WOF4,500.84797
Ba2YbTaO6,88.030018
SnCl4O5,420.4392867
KAuS,287.3769433
NaAlSi,29.94506767
CaCoO2,63.93349767
TaO,-2.370989467
KMg(PO3)3,353.3169
V6C5,14.24839017
Na3CuCSO7,404.0061933
TiSiPt,414.7442
HoHSe,95.126454
CaMn2O4,-8.920254
Dy(Al2Cu)4,6.1444292
TaRu3,8.611340400000001
Na5Li3Ti5O4,427.68626330000006
ZrPb3,407.86669
Li2Ti2S5,370.9073767
Ca2As2O7,399.86522
Li5Cu3Sb2,-3.232025333
Li2RhF6,15.887719199999998
LaIn,17.135151999999998
Nd2TeS2,173.5901267
Cd(In2I3)2,164.18154330000004
FeSbAs,13.186643
CdSbS2Cl,332.0704067
In5AgTe8,292.3115833
Yb(SiAg)2,-0.2766285
Sc2ZnIr,8.819077199999997
TlInTe2,150.90714
NaInO2,529.5832267
ZrCdAu2,15.228482
KH,446.97992
Na3SiSnBO7,397.99609
Co3OF5,37.01488067
TbBRh3,30.150221
ScSi,43.948551
Si2SnO6,403.5071367
BaCdO2,339.40675
Tm(MnGe)6,8.527953663
NbTlBr4O,269.7277633
NbGe2,20.156996
Sc(FeSi)2,-7.681246000000002
KPrTe4,111.0625303
Ta3Ru,21.56669333
BH3NF4,492.8352533
ThCoSn,-5.88035317
HfN,-4.9255252
FeN,-2.54283026
Ce(SiIr)2,20.40070433
Sc(TiGa2)2,7.9832537
CaTi2,423.98301
ScCoTe,300.56351
Dy2C,0.5068491
Cr(GeO3)2,33.51161267
Sc2NiIr,0.44232948
WC,18.639868300000003
YZr,27.913771
MgSc3Ru2,15.77762047
PrSnRh,-5.049021867
SmAsO4,449.321
NdIO,343.24907
Th2SN2,300.3421833
Zn2NiRh,5.4301954000000014
InCu(PSe3)2,80.54632867
Sc2AgHg,18.977367
LiNbTe2WO2,453.2451267
Th(SiPd)2,1.953010732
NaDy3,-4.1832322
Li2Nb2Fe3,25.63315333
Na2Cd3(PO)4,403.52282
K3LiP2O7,419.51886
K2NaVOF5,367.9285567
MnCuPd2,1.9401409
Rb3Dy,32.755061
Li2ThN2,323.7906367
HgF2,546.54105
Er3Al2,0.913538333
H4C,513.2085
Li2CaSn,37.394186
Ti2GaC,4.916263667
Ca2PI,346.8272367
Cu(SbO3)2,23.0736899
Rb3BrO,415.81918
Ce(WO4)2,416.7610133
CuSe2Cl,339.9241433
ScZnCu2,11.118197
DySBr,287.50714
Ca2AsI,324.3945333000001
Mg3(HO2)2,323.92651
MnSbAu,22.158601
CaTiGeO5,417.66122
Tm2AgIr,1.7560124
Mn(CrSe2)2,37.094425
Li2NbS3,1.935035223
LiTbTl2,2.8537037
NaSrP,208.7765867
Lu2CdAg,10.649351
Er2IrPd,-2.6673408
Na2DyMoPO8,425.2194967
SbRu,7.4099189
Tb3TlC,31.51836500000001
NbNiP,11.3801049
YbNdAg2,2.8130723
LiCo2Ge,7.8790477
Zr(MnGe)6,29.50576767
Ho(CuGe)2,16.35070137
AgBiO2,266.2057667
ZrPbF6,266.13416
CePt,58.21808233
ZnPtF6,429.68367
Hf3Si2,2.0560696
DyHg,11.4128
TaSi2,25.57752867
MgB4Os3,0.675063
SrH2Cl2O,429.24827
NdB2Ru3,-5.29743238
CaPuRh2,-8.368228
SrGaGeH,179.18160669999997
Pm2PdRu,42.115436
SmIO,276.0524533
NiPt,-5.530067967000001
LiYbF4,21.23157633
Ca2AgSn,8.3044734
Ba3CaI8,290.6404933
NdTi2CdO6F,332.9159067
CaSc2O4,324.4321233
Sr2MgUO6,496.33745
LiDyTl2,5.4429692
Sm3TaO7,277.55723670000003
PrFeSi2,1.8776479
Ca3Co2Ge3O2,428.56171
Nd2Fe2P7,21.33281633
Na2FeO3,385.24879330000016
BaSe3,381.4437733
ZrCuSi,12.539296
SrHg2,13.23564833
Yb2SiO5,30.87259550000001
ScGaCu2,5.4495804
SiPd,-1.7001541669999998
KZnF3,90.584188
Al2CrS4,30.181632
Na2SnBAsO7,403.2181467
SmSeClO3,395.8663133
LuNiBi,133.13185
SmTe,-4.6396354
Si(NiO2)2,508.16266
SmP3,2.199252533
Er2SO2,299.90319
HfSiRh,5.9019242
Hg3AsS4Cl,321.1465467
V3Ir,12.709652
AlPPt5,6.548622967000001
Sr2MoO4,4.3310097
U2Co2Sn,-5.676989667000001
LuCd,14.003338
HgIBr,417.2660933
DyHoIn2,-6.3482468
Sr4As2O,283.4236367000001
Na4Ti5O2,399.94971
Sr(MnGe)2,-5.0374913
CaRuO3,6.7764522
Li3Cu3(PO4)2,426.3104467
ErInAu2,6.3377066
Tb2MnNiO6,23.94654567
CaHoRh2,-8.4040745
Rb8PO3,68.494653
SmRhO3,372.6951333
CuH,285.2628833
Al(CrB)2,27.73342167
ErCoSn2,-2.841588733
Tb2Re2Si2C,-7.7425836
YbBr2,407.6152533
Zn2CuWO6,33.071465
ZnCuPd2,0.92729235
NdZnSbO,245.7282167
NaAl3,1.4790705
NaAsO2,322.99311
Li3Nb3TeO2,453.09001
MnRh2Pb,0.15492493
K2H4Pd,454.9983433
Ga2S3,296.3816633
Li4MnFe3O8,31.1608493
K4UO5,413.8907467
PaN,6.3321614
ErAgSe2,132.530783
K2Yb2O3,418.8576633
Ba2UMnO6,215.6627
Li5Mn2Co3,62.16593433
Na2Te4MoO2,365.48309
Zr3(Cu2Ge)2,3.082225533
Li2Cr3SnO8,14.675397
Mn(GaS2)2,303.2060667
MnP2O7,354.87463
TaAlPt,66.94855600000001
LiV5O7F,40.53195767
HgBr2,415.7094133
TbSmIr2,0.9723788
LiSb(PO4)2,409.1844367
Pm2PdPt,-0.33113372
MnNbSi,11.7980161
CuAuO2,4.013283333
NdSi2Rh3,-3.413204067
YOF,412.6139367
NdN,3.0032945
K2Cd2O3,387.3077733
LiTaW2,5.6335429
Ce3In,32.405772
LiMgPd2,0.60448694
SmClF,-5.490201333
Hg3F,-1.3553856000000002
RbAu5,10.00886
Ti2Ga3,7.909499932999999
AsCl5,391.29976
K3SiTe3,217.5220567
HfCuSn,10.93828213
CeSiRh2,26.59055077
Ga2Se3,50.00886343
ScGa5Co,1.379864067
LiGe,4.6486547
Ca(PrS2)2,338.01528
UHg2,0.5294827329999999
Nb5Ge3,-7.673919432999999
CrIrRu,23.45376700000001
Li2Ni2BiO6,27.3832723
Sc2CuPt,15.880767
LiCa2Ga,29.854877
RbLiBr2,428.54104
Yb(SiRh)2,-3.19526928
Sb2O5,484.27217
Li2FeS2,21.876804
Nb2AlC,-0.26468509999999995
HfCr2,-8.806698800000003
YbSmRh2,-2.6544543
PmMgCd2,-4.8934335
CuBiSeO,358.13495
Na3LiMnBPO7,335.3371367000001
TaAgO3,439.5522767
MnCu2Sb,8.312964633
Cd(CO2)2,378.2497733
Ca(AlSi)2,-7.289884667000001
SmDyHg2,15.655695
LiCo2CuO6,23.3429047
MgAg3,-3.0179417
Sc3CoC4,20.37602807
Co2(GeS)3,80.297775
LiV2FeO6,11.31757277
H3F2,491.4529733
B2W,2.975965967
Sc(MnSn)6,19.12429523
CuP2,278.3217967
TaZnOs2,34.246186
ScSe,-7.624607067
RbYS2,275.8586133
Be2RuPt,1.8083633
VBiO4,383.7724667
LiH2BrO,388.3956033
Pr3Cd,2.138043767
Ba3(PO4)2,392.8247267
Y2TeO2,321.6091233
LiSn4Ir,-3.623367533
MoCl3,213.67188
In2Au,-0.889136067
Pb2S(O2F)2,283.4192633
GaAs,190.2876367
Ce(SiOs)2,28.78639233
NdRh2,14.963767
Sc2AlCd,26.434434000000003
Ba(CdAs)2,199.4820467
V2GeC,-5.400255633
NaIn2Au,-1.954652917
Ti(CoO2)2,50.10729767
SmPd,-0.146667467
Ho(SiRu)2,-9.5757808
Sr3UO6,403.98451
Mo3O7,14.91942567
DyTmMg2,-8.472902099999999
GeC,250.59037
Ce(PRh)2,30.59802833
Na6MgO4,491.3914567
NbRu3C,2.0809098
NdSF,297.6906567
KP(HO)2,404.45165
NiRuO3,-2.7677629
CeCu5,36.82846167
Pm5Mg,-5.164429333
TbNbO4,431.6648967
ZnF2,512.512
LiAg2Ge,6.390026132999999
GaAg(PSe3)2,358.93341000000015
Ca2Cu,12.91831727
Np(CuGe)2,6.988373497
BaPr2CuO5,355.20447
LiYTl2,-2.3914701000000003
NaAlTe2,276.3816233
PaPbAu2,4.2424169
Mn3Rh,-2.0627084
CeTe,80.181258
As(IF2)3,304.5906
Th(Fe2P)2,96.36845967
TiFeCoAs,6.292999900000001
FeCu2Sn,11.89167233
Pr3Sb4Au3,352.20257999999984
LiVSiO4,410.80091
CaHg3,-9.742862967
Sm2Tl,-7.7491188
CIN,469.2497233
HfH2,-9.9576091
Li2CrS4,12.08714507
Ba2NdBiO6,441.4961567
ScAlCu2,8.486507433
NbRu3,7.976194500000001
HoCuSb2,-2.655047
Ba5As3ClO2,425.68986
NaCdAs,191.8774067
Cu3Te2(BrO3)2,10.5257941
XeF2,382.01326
KLiSi2O5,455.19526669999993
La2ZnAg,0.62382131
NaBiSe2,292.9580733
Pr(CuGe)2,10.65431533
LaMgZn2,-6.3141656
Sr(AlPb)2,1.3843925330000002
Ho2AlSi2,9.888110767
CuBrO2,311.7247733
SmHoRh2,14.194363
ZrHg3,24.291085
TbB6,5.7581386
Li5CuF6,471.7498767
SrNiIr2,-8.535075599999999
US3,-2.938986
LiCaGe2,6.203240900000001
VSiTc2,13.701935999999998
FeRh,-9.4942742
Mn4ZnCu3O2,-6.519090867
ScCdHg2,0.25408847
Tm2ZnIr,2.759411
SmErMg2,-2.9294877999999995
SrMn2Si,32.549278
TbAgSe2,213.9110333
BaNdMn2O6,-6.8575064
NdBeO3,22.58074
Ag3PS4,348.93016
Nb3Al,8.4036674
VTc,4.033959200000001
Mg(GaO2)2,498.17671
KHoO2,448.6737033
MgH4(ClO)2,401.5460333
Tm2S3,208.1295733
YTmMg2,-8.042952
LiZn2Rh,-6.792851700000001
LiBeB,-1.844998833
Ba3As2,125.45778
Tm2CoOs,12.820618
Li2Ti(BO3)2,444.51034330000016
Lu2HgAu,4.5969326
HfSbRu,28.95527567
V4Zn5,-3.833348969
NiAgO2,0.304904167
Na3Mg,-6.439022933
RbErSe2,242.93751
Ca(MoO2)2,12.88869423
Hg4Pt,18.317821
ThSi2,-5.814115667
Cu3TeS3Cl,337.01696
OsCl2O,-1.3619375669999998
CrCo5O2,24.26586737
Mn2Ge,-5.147457
KAu(I2O)2,392.33374
MgSc2Al,-9.0810869
YbYRh2,-2.8682436
Mn3Fe,14.539995
Mg(HO)2,519.52415
Cr2O3,385.74114
Na2MgSiO4,434.6893267
RbTlO3,6.382324099999999
Sr(AlCl4)2,387.38535
Ba4LiTa3O2,412.6882167
Th2CrN3,-4.178585267
TiO,-1.6340117
Li2MnSiO5,401.00815
PbIBr,275.14511
PrBiO3,1.6736037
KCuCO3F,30.73963665
Ca2YBiO5,411.77175
Ta4C3,15.788013
SmIn3,14.876065
SmAlCu,15.398355
RbSbS2,375.7083033
HfScRu2,12.050575
Pr3IrO7,24.82561717
K3BePCO7,496.31971
Li3Al2VO6,63.36385547
SrSiO3,378.96048
Tl3PO4,287.69475
Ba2ZrS4,323.7867
NpAl4,52.83268633
LaN,-7.9925453
ZnMoF5,373.4426767
BaH5ClO3,429.50796
Mg2Co3O8,18.862002
NaSm2IrO6,-9.374625533
ZnSnF4,309.6863033
Sm2ZnRu,2.7897431
Na2B2Se7,289.04269
Cu4Sn,287.0519967
AlSeBr7,343.0853667
LiTiRh2,16.428867999999998
Ba2SbBr,416.44394
Ca(HoSe2)2,262.9693767
TiPt8,-0.70072668
Nd(HO)3,262.7995867
Li6CuS4,97.492583
Tm2NiRu,14.832901
Li2Ti3FeO8,17.357003
ErVO4,399.2545433
HoInPd,20.844743
TmGa3Ru,-3.3761947
K2NaMoF6,435.73367
InP2Pb,-0.21552554
Li4Ni(BO3)2,401.4410667
Rb3Mo2Br9,284.2269667
Rb2PbO3,437.3474933
ScSnRu2,36.057895
CdBr2,439.1270267
In2Ni3S2,0.87125058
Sc2CuOs,1.4241492
AcBr3,375.4777367
Na8NO3,67.773226
Ga3BN4,427.87676
SmGaAu2,0.85105185
InCu2,1.031150948
Cr2SbTe,-6.691393132999999
Ba2ZnIn,19.211312
Ca2InPt2,14.06637117
Ce3Y4O2,326.3810867
ErTlPd,-2.0416229
PbF3,244.7762967
Li3H4Rh,324.5032867
CeN,9.970705133
Zn(SnO2)2,24.55749933
HoMnGa,-7.471816499999999
Ga2HgSe4,301.5113333
MgSbPd,8.7634758
Li3BePCO7,354.54285
MgSnP2,295.1241733
Na3Al,5.4833837
CrCuO2,25.276206
TaTl(GeO3)3,398.14843
Tb5Br8,12.745442
Ba2CePtO6,399.94801
AlSi,-1.1842633
Cd2As2O7,322.0866733
RbBiS2,427.3559733
VPt3,-1.7233518
Na2RuO3,11.6428206
SmSbIr,1.8921851000000005
CN2,364.8577467
GaS,180.4552667
AlF3,425.16856669999993
HgN3,283.35582
RbGa3S5,333.2496833
K2Pb2O3,105.58737
LiMn(CO3)2,302.0298867
U(CuGe)2,26.70430367
YMgHg2,-2.0701264
Er2ZnOs,5.3829926
SiC,294.6230333000001
SmSnPt,18.600021
CeCoSi,27.246981
RbAlAs2O7,351.51396
LiGa2Ru,-4.2375214
Al2CdTe4,338.2044433000001
Yb2ZnGa,-4.3143876
Ba2YTaO6,410.0031667
TaGaOs2,3.564675567
Sc2ZnCu,14.188042
Y6TeO2,442.31318
Al2Sn2O7,389.38167
CuHgSeBr,348.8606133
PrNi5,-9.095533167000001
W(BrO)2,260.7780133
NaVO2,31.70985773
Au3Br,2.2426555
TmBi2ClO4,353.3086567
Li4Ca(BO3)2,486.1746933
TbF3,490.93647
InPPd5,-3.937637767
In2HgS4,356.64096
YbS2,333.4646633
Fe8O9,7.387508667
SmZnAu2,2.147614
LiBeAs,231.93259
Tm2MgRu,9.839822
Sc2InAg,17.580513
TlInS2,203.4148067
LiCd2Pd,-3.9057919
LuSe2,6.170367191
Ba3SiO5,373.8203067
HAuO2,335.2258767
Ag2MoO4,434.75771
Sm3Ti,0.168731333
PmTlTe2,202.2115
CrGaTe,14.913984
NaCaAu2,-8.3683052
Li3ZnPCO7,429.87445
ZnSnAs2,217.3888833
Nb4CrS8,24.536987
NaLu(Pd3O4)2,24.874356
Sr2Hf7O6,339.2526733
ErPt2,5.8125685670000005
AlSbO3,20.286433
Pa3Te,27.903861
MnNbP,24.39807093
TiNbRu2,-2.4393533
Li5Nb2Cu3,191.5792243
MnNi3O4,-0.472930867
Sr3Sb2,147.6571
Yb(Al2Mo)2,-0.3094694000000001
TbYb2PrS6,342.3545433000001
LiCu3,-7.8049003
NaSe2,415.55817
FeAs2O7,3.170985667
Ce(FeP)2,35.96854867
PdPbF4,463.55474
ThSiTe,-3.867271667
Sr3V2O8,418.5518433
B2AsP,182.4629567
PuB4,35.00744933
TlCoAs2,29.2437
CrH6SO7,333.69409
TiSiPd,382.72521
YMgAg2,9.8165455
Na2ZnS2,352.1615767
Cr2O3,369.5975333
Ce2CoSi3,48.89827733
Cr2HgSe4,29.47384467
HfPRu,36.56294233
SmSF,280.3999233
NdBrO2,366.62482
Na6CuO4,284.1477799999999
Ho3In,14.97959117
Li3Zn2SbO6,448.01547
Ba5Re3BrO5,441.0745233
LaOsN3,9.628351633
Sm2CuO4,32.7854634
HfMn2,-0.9937025
MnZnF4,379.7428533
Tm2TlAg,9.9287725
CaTi4Fe3O2,67.00914033
AgAuO3,271.9191867
NdBO3,352.0702967
PbCl2,291.9210933
Mn2OF4,54.83444233
Al2CdCl8,426.7783833
AgBiSCl2,303.40591
Zn(InTe2)2,260.5497667
LiGaAg2,0.44663117
Ca3WO6,438.1607867
NaPN2,454.3051
Tm2SO2,299.85214
TaI2O,343.8524
TiCuSi,16.09217867
Cr3PdN,-3.4903197999999995
LiMnP2HO7,303.3136033
Er2NiRu,19.318676
MoIr,3.998518277
NaNbSe2,205.9531467
Tb2SO2,300.6485167
MnCu2GeS4,211.7581133
U2Fe3Ge,2.221419667
KCrP2S7,298.9947367000001
ZrN2,13.95682513
Zn(BH4)2,398.67276
OsBr4,34.30716367
Sr3As2,157.11452
ThSbSe,-3.184283333
CaTiPO5,29.39282667
Li3MgPCO7,418.68684
MgAlPd2,-4.0497728
AcI3,212.6358267
AgNO2,350.81403670000014
HfZrTc2,14.248248
CaCoSi,-3.5528541330000003
RbC,387.80893
Zr3AlN,-1.4972059
Ba2Sb2O7,315.6784867
K3ScSi2O7,387.7063167
ZnFePb,-8.3385263
Al3(BRu2)2,7.829725532999999
Li2MnSn(PO4)2,330.1341700000001
UTeP,35.478005
TiMn3(P2O3)2,-9.3395227
BaI2,395.75455
SnPb,0.521478697
LuPd,-0.88872798
InCuO2,397.83931
Ba(Cu2P)4,13.07724833
NaCaAsO4,418.8920267
SrRhO3,7.0295732000000015
PNF2,350.9061833
TcXeO4F5,489.1221533
MgZnRh2,-4.6422344
InHg,-3.50316016
Nd(AlGe)2,-9.208084933
Ba3NaBiO6,370.02808
DySI,281.6405633
Cd2Bi6O,249.1832633
Ag2GeS3,260.0166333
Ca3(SiIr)4,1.6691762330000002
FeH,-5.3023747000000006
NaMg3,5.2366571
Na2AlNiF7,363.7549933
KSiTc2,6.1917145
SrIn2Ir,-1.966091333
Zn2SiO4,301.9021600000001
CoBMo,-4.692173233
Mg(CrS2)4,4.133432767
Ba3LuIr2O9,-4.791199967
TbSe,-9.823824467
As2PbO6,224.352
YbEr3,2.24574582
PI3,438.63668330000013
Sr2PbO4,422.3019533
AlRh,-7.612403599999999
YCo2,37.842616
BiI,213.78635
MgCuAs,53.90640133
Cu2Se,315.99714
TiVTc2,37.091832
LiDy2Al,38.384877
ZrHgO3,0.9868483
Ca4Sb2O,200.4817567
KHCO3,376.44897
Rb3AsSe4,346.98068
LuB2Os3,-1.8185439
BaMg(BiO2)4,127.81953
LiEr2Tc,21.931995
K2MgCl4,413.29011
LiIn2Ru,-7.705149632999999
V3Cd,-3.0724512
NaTmO2,478.4340533
LiMnSiO4,294.9966233
NbAgF6,409.8387933
Pd4Se,2.495838333
YErRh2,3.788486
YC2,-7.056671832999999
PrAl,5.0281551
MnNiAs,-1.8653364
SmBi2IO4,389.6341233
Er2Al3Si2,9.3063627
AgBr,360.67448
Mn(CuCl2)2,372.5229633
NdMnSbO,0.386535667
NdGe2,-1.204654059
Li5FeF8,43.70489737
CaCeAg2,81.417222
Tm2S3,310.62207
Ca(NO3)2,408.8784
Na2PdS2,378.18542
CdIrRu,22.310309
Sc2CoRu,12.482859
Li4FeO4,373.4257033
Mg2Ta2SnO8,344.15923
SmTlCd,29.27541047
TcIr3,5.833122067000001
CeFeSi,2.796359567
NaH3(SeO3)2,391.73638
ThS,-5.681126333
Li2AgHg,-3.3165845000000003
Y3Si3Rh,1.542161533
TlPt2Se3,195.86885
PrOF,412.0605333
Al3NO3,289.80365
Er2Be2GeO7,445.8310167
NdMgGa,-9.492657967000001
Er6Te2Ru,30.42630117
YbAl3(B2O)2,129.2251833
Ba3Ca2(SiN3)2,291.7177833
PH4I,384.3559833
LiIn2Pt,2.692575867
Y2Be2SiO7,458.8119967
As2O3,448.84621
Yb2PdRh,0.041673878
SnAu3,8.182508333
Nb3Ga2,15.17533967
MnSn2,4.202697367
TaTlPt,373.63249
Sr(CdGa)2,0.35076297
TaIn3O7,360.98024
Y3GaC,14.506626999999998
VTeO4,368.1139767
HgAsO3,298.78692
Y(BRh)4,-5.3803039
Ba3PbO,95.304795
ErS2,11.61051419
BaAlCu2O5,10.42240453
TmCd3,8.7088007
HfBe2Bi,7.0793576
TmMg,-8.5113661
Li5Ti2Cu3,34.32119863
Tm(CuSi)2,15.19137067
PmZnAu2,3.606762833
NbIr3,0.213045
CoAgO2,168.63686330000004
RuRh3,6.8396925
Ca(NiP)2,-9.8778864
NaNdHg2,3.6895983
BeTe,231.68189
NdS,-8.235882167
Sc2AlTc,7.7369175000000014
Sm2O3,33.742565
H6CIN,427.51894
HgPS3,346.5076533
Hf2SN2,124.1721833
Li2CePb,53.64418000000001
LiCrO2,435.7522567
