pretty_comp,kpoint_length_unit
LiEr2Ir,90
Na2UO4,50
BaSiO9,60
CaMgSn,65
Ca(CuSi)2,105
Li3Pd,85
CaPd3C,85
BaIn4Ir,130
BeInP2,100
AlAs,90
Sr2ScIrO6,60
Be(VSn)2,70
Er3SiSe2F,45
YC,95
HfCuSi,90
Tc3N,80
AlAgS2,55
Ho2Mo2C3,90
Mo3P,70
KBePd2,65
Ho2Bi2O7,50
Ba4ScPd,65
SmRh2,80
BePBr,95
Sc3Pb,55
CuRe2Cl,95
KTbS2,50
Pr2Be2GeO7,50
ZnAs,95
SbRhO4,60
EuO2,70
Yb(HO)3,55
SbI3Cl8,50
Fe3(OF2)2,50
LiV(OF)2,50
HgP2Se,135
YRh3C,70
Pm2MgAl,65
Tb2Si5Ru3,90
FeAu3,80
H4CN5Cl,45
CaW,65
MgPb3,155
Ba4CaRe,90
Ba(NiO2)4,55
BeRuPb2,90
H4INO4,50
CdO2,80
Rb2ZrO3,50
Y2CuPt,100
SmS,75
Be2CoHg,100
Ti(FeGe)6,95
NaAg(CN)2,45
RbAu,60
CdPdF6,45
Zn2NiN2,55
Li3Fe3CoO8,45
Rb6Br4O,60
CaMnGe,85
RbI,55
TlAuO2,65
YInPd2,70
SmCuO3,55
Dy2CoSi2,55
BaPdF4,45
NaOsO3,115
Sr(CoGe)2,60
CoReGe2,70
Sr2BBrN2,50
Be4TeO7,50
TbTlTe2,55
Li2DyPCO7,50
ScBeNi2,70
Ba4SiPt,80
NaSnS2,90
Be2ZnSi,145
LiPaRu2,70
Nb3Ga2,70
KH3C2O3,45
LiBeCr,80
NdP,60
Li2TlPd,100
LiZnCd2,95
Li2MnCr(PO4)2,50
ThAl3,105
Pa3Mo,110
ScBeIn4,135
KTlO,50
CeYIn2,80
LaPd3S4,90
Fe3PH6PbSO4,50
InAgS2,55
Al3Cu,105
PmZn2Cd,95
Rb2NaGaF6,45
Er5(NiTe)2,80
Yb(CuSi)2,75
TlP,95
Mn3Rh,100
VP2(HO)6,45
NdBiO3,105
NdPb4F,45
SrCaI4,55
Mn2Ge,90
VBiO3,65
TmSeO3F,50
LiCr2O4,50
Nb2C,70
PrVO4,45
K2Cd(CN)4,45
Y3CuSnS7,55
Be2VCd,95
CrSb2,65
ZrAlCo2,60
FeSb2,90
Rb2SnBr6,55
MnGaFeCo,60
CaMgGeO4,50
Zr2Be7,105
NdRh3C,95
Pr2PbS4,50
Ag2HgO2,55
NdOs2,110
BaSn3,165
LiAsO3,45
Li4MnNi3(P2O3)2,55
Pr2CdSe4,60
BeFe4Mo,55
AgBrO2,55
Al2Re,80
Li7VN4,50
LiCuF2,45
Ba4GaPb,90
K2RuCl6,55
Sr2SnS4,60
Ca7(HCl)2,50
Sm2MgGe2,75
CaLaBe2,70
La(SiRu)2,70
TaN,110
NdAs,60
CaScRh2,105
Li2PmIn,65
Be2Cu,105
Mn3SnC,60
CeAl5Ni2,80
NaCaBe,85
NdO,80
Ba2CuSi2O7,55
Be2RhAu,85
V2N,65
NbGaCo2,60
TiAgHg2,90
PmHgAu2,95
LaCoTe,125
SnS2,50
Sr(ZnSb)2,95
Ba4LiRh,95
LiEr2In,85
Sr5(SnAs3)2,75
Tl2SnCl6,50
Li4MnO2F3,55
TbGaRh2,85
Yb2S3,90
NbVF6,60
SnHC2O3,50
Na2Au,100
Ta2SnO7,55
NdAl3(PbO4)2,60
Li2Mn2O9,45
Ba2Cu3P4,80
ZnAsRh2,85
CdSiAs2,65
LiNd2IrO6,60
Li4Mn3Sn5O6,45
BaVS3,70
Tl3PS4,60
TiPt3,105
LiCrO2,50
RbNdS2,50
TmPO4,45
BeCoPb2,60
TlCdCl3,55
LiTiVO4,55
RbRuF6,50
Ba2Re6S,55
SnH8(NCl3)2,55
NaSbF4,45
Pu3Ga,85
Ca2CoW,60
ReO2,120
USi2,60
K4Sn3Se8,65
KBeCd2,95
UVN2,60
Ti2MnGe,80
LiBePd2,100
BeNbRh2,110
YbPr3,95
SnPbF4,50
CrCo,85
TaBe2Se,110
BeCrCd2,90
K2ZnTe2,55
Li2Ni3SnO8,55
K2CoPb(N3O)2,55
TmAgSn,95
PrH3,60
TbNbO4,45
Ba4TaTc,100
Sr3(SnIr)4,95
PuPt2,55
Tb2O3,95
YNi4Au,95
BeGeBi,65
Sr3SnO,105
SrBeTc,105
Ba2ZnSn,100
Be2CuRu,100
BaCaTi4,65
Li2PrO3,105
ScB2,65
V3(PO4)2,60
LiHoAu2,110
Li3NdAs2,65
VPt2,100
BeCrCd,75
NaB5,60
Rb3Sm,75
YSF,60
Li3CoO2F,50
Ni2Ge,75
LiAgO,50
Ti2Si,65
SmErIn2,115
Be2GaPt,110
BeAg3,130
NdRu3,105
TiAlFe2,55
LaNi4B,105
HoAgGe,110
Tm3TlC,75
BaYVCuO5,100
Ac2O3,50
LiFe5O8,45
VSnPO5,50
PmSi3,150
Ca3C3Cl2,50
BaSrO2,50
Yb3Zr,65
Sr(AlPb)2,90
Sr3Cr,70
AlNi2,95
LaRh3,85
Ba2NbO,70
LiBeCu2,100
LiCuO2,55
Ge2SbO6,55
ErN,55
Mn2P2O7,45
Ti4As3,55
MgTiO3,45
KBaIn2,130
BeGe4Sb,130
SmCoGe,60
Ba4LaNb,85
MgCrF5,45
Pu2SO2,50
Na2MnCSO7,50
Mg2Al2Se5,60
NaBeCl2,90
TlCrTe2,65
ZrC,60
Cr3N2,90
SmSnPd2,95
TbYRh2,90
Cr3AgO8,55
HoNi5,90
AlCuO2,50
LuCuPb,95
Mg2As2O7,50
ScBe2Cu,65
FePt,65
Ho3Hg,80
K2Li4Zr3O4,50
NbB,85
Ti2ReOs,90
BaZnPb,95
Cu2Hg2SF6,70
W3C,95
NaLiTe,60
RuCl2O,105
GePbO3,75
NdGe,95
GeRu,55
Ba4BiIr,100
Ce2CrN3,80
ScAlRh2,85
RbBiF3,50
K2GeF6,45
VAgHgO4,50
SrCaIn2,85
PrZn(BiO3)2,65
HfMo2,95
NaHgPd2,80
Sm(Mg3Al)2,120
Na2Ti2O5,45
Cd(InSe2)2,70
KCN,40
LiZrSe2,60
SmI,100
TiGa2,75
BaTl2,110
SmRu2,90
Be2PIr,125
Y6CoBi2,95
Be2CrCd,80
Pm2PdRu,95
KMgF3,45
Er(Fe2Ge)2,75
In2Si(AgSe3)2,65
ScCdHg2,100
LiTiRe,70
NpB6,45
Li8TiS6,55
TbInAu2,90
LaSe,75
YNi2,60
LiNdO2,50
Ba4ScGa,80
Pr(AlZn)2,80
ZnCuNi2,75
Li2Ti3BiO8,55
Mg4BePb,110
Be2PdBr,90
YbN,80
Ti2InCo,55
ScHg,90
LuCuSe2,60
PaRh3,100
GaCuTe2,90
TmInPt,105
DyAlAg2,70
Tl(TeMo)3,105
Be2ReCl,95
NaBeBr2,60
Yb(MnSi)2,65
Lu(Al2Fe)4,65
Ti(MoS2)2,65
Ba4NaTa,65
Sr2SmTa(CuO4)2,95
Li3Fe5,45
SbAsO4,55
LiMn(PO3)3,45
BaSnHg,105
TbTmHg2,110
Mn2CrO6,60
HfCdCu2,65
Lu2CuIr,105
FeCoO4,40
CaZn,100
Zr2CuSb3,70
KBa4W,90
V2O2F3,70
NaAlSiO4,45
TbCoSi,60
BeMoOs2,90
Fe2N,70
Al2OsRu,100
Cu3(PO4)2,60
Ta2H4O7,55
LaZn,105
Y(BC)2,100
Ca4MgB4H6(CO4)2,50
LiAsPt2,85
Sr2BeZn,60
BaSr3O4,55
Sr3CaIrO6,60
Sr4CaCr2(SO3)2,70
NpAsS,60
MgMnBe,85
KAs,60
LiNbCuO4,60
La3Sn,110
LiGa2Ru,70
Ba4BeBi,75
ErRh2Pb,65
Ba(HO2)2,45
Ce3Tl,65
Li5Fe5(CoO)2,55
MnBeIr2,85
NaTl2Hg,95
BeBi2Ru,110
LiEr2Ru,75
Zn2In2S5,60
Ni3Se2,90
LiSO3F,45
YTiO3,90
Ba4P2O,60
Pb2O3,60
TaAlFe2,55
CaMgNiH4,60
Fe(WO4)2,45
KBaBi,55
LiAgO2,45
Ba2LiTe,75
LuCoC2,80
Dy(SiIr)2,75
MgBe3,95
NdGa,95
Li2Cr3SnO8,50
Ca(ZnGe)2,100
PuCdRh2,60
BeSnP2,55
Li2MnP2HO8,50
SrBeCd2,100
BaCoO2,75
Na3Sn,70
U(CoP)2,80
Yb5Pb3,105
Ti3Pb,80
HoMgAu2,85
Tb2InGe2,110
NbCoSb,90
Ca2MgBe,65
Ba4SbRu,110
DyAgSb2,110
SrBe2Mo,90
Ho2MgIn,100
Hg3Bi,100
Ba2NaBe,75
Y2S2O,55
CoSeO3,60
Ce(Re2Si)2,75
UF3,50
Ti2ReAs,90
SrIn2,95
Ti2Pd,80
Li2GeO3,45
Ba2ZnIn,80
InCu2,145
Tb3CuSiS7,60
UCd,85
CdCu2O3,85
ReSeCl,55
Pr2CdPd2,125
Cr3CuO8,55
Co3(CSe)2,50
ErIn5Co,90
HgCl,70
Zr(Ni2P)2,90
BaZnP2,90
BeCr2Ge,55
Na2Nd2Ti3,55
LiFe2(PO4)2,50
YbGa7Au3,110
LiZnP,55
Tb(BC)2,115
K3Zn2F7,45
Ho3Lu,80
Be2TlZn,105
LiLa3,85
Sr2InHg,120
Al6C3N2,70
TaBeW,95
Pa3W,85
Mg(InS2)2,60
Zn3Si3(BiO)2,50
Np(FeGe)2,75
BaTe3,60
Li2Si2Ni2O7,50
PrFe2,70
LiGaGe,70
AlAuO2,50
Ba4HfRh,100
CaSi2WO6,50
Ba3(AlSi)2,85
Ca2Co2O5,70
RbIn4,110
SrBe2Br,115
Hf(CoSi)2,65
PmMgHg2,85
SbCl3,50
Na2GaPCO7,50
SbN,50
Li2VF4,60
Nb2Se9,55
Ti3TlN,85
Fe2Cu(AsH)2,50
Na2CoGeO4,50
Cu2GeTe3,80
ErCrB4,60
Cd3In,135
Cr4Cu3Te8,55
KP,60
BaNa2Si,75
Sm(SiPt)2,95
PdI2,60
Ba2CdTe,95
CeSi2Ru,60
PmInCu2,90
Ca4BeP,60
AuSeCl7,55
NbAlO4,50
K2Ca(CO3)2,45
InClO,50
UGeS,70
Zn3Rh,115
Li3Co2(GeO4)2,55
RbFe(SeO4)2,50
Yb2SiO5,45
TmCoC,105
Ca(ClO2)2,45
Na2LiNF6,50
SCl2O,50
Zn(MoO2)2,70
Sm3V,65
SrAcTl2,80
Be2CrW,60
YbGaPd2,100
BaThO3,50
Ba2BiW,100
Al2CdSe4,70
MgAgSb,90
Na2H6Ir,50
CaBeCd2,65
AgBF5,95
HfScOs2,70
HoPt3,100
Mn3Be,70
LaIr2,75
NaCr4O8,55
SrTa2Bi2O9,50
TaGaFe2,80
Li3Ti2Fe3,45
HgCS(OF)3,45
BaZrSe2,110
Ba4BeP,105
Bi2PbSe4,60
Pb5(SI3)2,55
Al8Mo3,55
HfMnBe,50
Co3SnC,60
HfBeGa,70
MgBeGa,95
AcBrO,50
Pr2MgGe2,80
TaBeIr,115
Tb(CuSi)2,95
Dy3TaO7,50
Pr3Si2S8I,50
TbGaPd,95
NbNO,55
ScCuHg2,90
K2NaAlF6,45
Tm(Mg3Al)2,120
U(SiPt)2,55
MnV2O4,55
Er2Ru2O7,70
Sc(MnSn)6,95
LuUTc2,60
Th(Fe2P)2,60
Ba4SiRu,80
NaHg2,95
BaP2Br,80
Nd2Fe2P7,60
TaPd,100
ThPb,105
MgPa3,90
CuHgSBr,65
La3Te4,70
LiBe2Si,180
GaFeIr2,85
CaBeW,65
AcSe3,115
TbMnGe,60
Si3N2,60
Cu3Pd,100
ErCuPb,95
Nd(CuSi)2,75
Ac2Mg,100
BaTlRu2,70
Mg(BC)2,50
RbNdO2,45
LuSiAu,100
DyNi2B2C,95
Tm2IrRh,110
BeZn2Bi,155
ZrBeNb2,70
PuH2,45
BaGeBi2,80
MgBeTc2,85
RbIO4,45
MnI2,50
PrCoP,100
Pr(NiP)2,95
Li2Ti3VO8,45
SrIF,55
Nd2Pt2O7,55
CeSi2,65
HfBePt,60
K5Sb4,90
NaBePd,110
Tl3AsO4,70
Er3AlC,75
CrBrO,55
CaFe(GeO3)2,55
Ba4BiRu,90
KTa(GeO3)3,50
ErAu4,80
Tb(BIr)4,80
YSe,75
Sc2OsAu,80
TbHg3,115
Li2MnCuO4,50
Mg3Cd,105
Ho(SiNi)2,75
SiH2C2(NF)6,40
BNCl2,45
Pm2S3,50
BPS4,50
CuH3NCl,55
TbGe,95
CuCSN,50
BaSr(FeO2)4,70
Co2SnAs,60
Mg3ReH7,50
SmRh3C,80
YbInAg2,95
Sm2Mo2O7,60
CaBe3O4,45
LiAlSiO4,45
BaTiS3,75
Er(NiGe)2,75
LiPm2Ga,95
Nd(Fe2Sb)2,70
HoCuSb2,100
NaSb(PS3)2,50
HoLuZn2,85
YbPrAg2,105
LiV2F7,50
PrCuSe2,60
SnAs,115
Ba2SmMoO6,60
SmIn3,125
Ba4NaTc,65
BaZr4Tl,95
KBeNi2,65
MgCd3,110
RuO2,50
Rb2Hg7,110
AsPd2,80
PrY3,65
AuSe,55
Zn2PdAu,110
Be2NbFe,95
HfB2,145
LiDyAu2,110
BaZr4Ti,80
Au(OF3)2,45
YBeCl2,70
Be2NbMo,115
Rb3YO3,50
WS2,50
Zn2GeSe4,50
Na6Ge2S7,60
SnPt3,100
Zn2SiO4,50
LiMgPd2,100
Ba2CuF6,50
BeFeBi2,80
HoSF,55
La(CoP)2,75
ZrTaBe2,90
Li4Ga3Si3BrO2,50
Sr7(HBr)2,50
BaSrSb,85
BePRu2,90
Ba4RePt,75
SrIn4,100
NbAlNi2,85
NpNi2,50
Ge3Cl8,55
YbTiO3,55
Zn(InSe2)2,70
LiMg,100
Sr2Mg(BO3)2,50
ErTlS2,55
KYb(CO3)2,50
Ba4NaCuC2,50
Hg3Rh,90
Na6MnTe4,55
BeGaFe,85
Be2RuPb,70
Mn2AlV,65
PrTeCl,55
BaSrMn,65
Er(SiAu)2,85
KCu4Se3,85
CeAsPd,60
Ce(SnIr)2,85
NdAl3(B2O)2,45
Rb3V,65
Tl2Hg2PdCl8,55
Hf2Si,85
Hf2BeZn,85
RbHCO2,45
CaYIn2,105
CaCdPb,100
V5Sb4,50
BaSrY2,80
NaInTe2,55
NdB2H,45
SmAlCu,80
Na3HoCl6,50
YbNi2Sn,90
YbBi2ClO4,60
HfSiRh,65
Na3CuO3,55
Tb3(MnGe)4,65
ZrAg,75
DyVO3,60
ScZn2Pd,80
Hg2IO,50
Fe2CoGe,65
CdCo3N,60
Y4C7,65
LiTiCoO4,60
LiMg2Ge,110
Fe2PO5,80
Ho3CuSiS7,55
Cu(HO)2,85
H2C5N2O,45
Ba3CrS5,155
Pr3SnC,65
PmDyIn2,90
NaMgBe2,130
BaTaB,75
HfNbP,90
EuMoClO4,50
K2PdCl6,55
Ba2CoSe2(ClO3)2,55
LiMnNbO4,55
Ba(MgAs)2,60
BeInSe,75
InCl3,55
KBe2Te,125
BeGaBr2,80
KH,45
Al2PbO4,45
BaPd2Rh,85
ZnAgF3,45
Sr2CuO4,70
Hg3Se4O5,55
HoGaNi,90
TlAsRu,100
MgAlF5,45
MnBeBr,50
Dy3InN,95
Tb7O2,55
Si2TcIr,90
ZrFeF6,45
BaMnGe,60
NbPO5,55
LuInCo4,65
SrSc2O4,50
LiEr2Rh,100
TiRh3,110
TeI2,65
Nd(NiBi)2,95
MnH2SO5,50
Th3Br,75
Eu3AlO5,65
Al5BO9,50
HgPb2(ClO)2,50
Ga2CoAs,90
Ca(BeN)2,50
ZrBe2Bi,60
CaCrF4,50
Sb3ClO4,50
BeNb4Tl,120
YbLuTl2,110
K3LuSi2O7,55
YPd3C,105
KCrCl3,55
BaHfGa2,110
Sm3Te4,70
Mn2GeS4,60
Na3CuO2,45
Dy2Se3,65
RhI,80
ThIn3,125
SmSiRu,70
SrAu2,110
TiCoSn,65
BaGaPt2,110
ZnC2S2(OF)6,45
Rb2O2,45
BaCrBr2,65
DySbPd,90
HfBePd2,80
Ni3TeO6,50
AlRu,95
BaSc4Mn,60
LiN,55
SrGaSiH,65
Ca(AuF)2,45
BaZrBr,60
BaTlSe2,125
Sm3(Ge2Ru)2,90
TcSO6F,45
CaAu,115
Ca4TaBe,60
Li2CoSiO4,50
Ca2TaBiO6,60
NaNb6O5F,55
KSmF4,45
ScCu2Hg,80
Ca2BeCr,60
HoHfOs2,80
Li3BO3,45
ZrAsP,70
Rb3BrO,60
TlNO2,45
YMgGa,100
PrFeSi2,90
Ti2BeTl,60
Ba4BeFe,65
MgAsW,95
Be(SiRu)2,60
Rb3NiF7,55
Na3PS4,50
YCdPt2,80
K3Ir(N3O)2,75
LuP5,60
Sr(RuO3)2,85
ErSnAu,95
Ga3Fe,55
K3AsSe4,60
Rb2PdN2(ClO2)2,45
VCo2Si,65
Sc2V2O7,45
YS2,120
ScInAu2,90
BeHg2Te,80
U2BiN2,55
SmB2Rh3,115
Li3Ni3OF7,50
TiBeCd2,60
Ba3LuIr2O9,55
BeWCl2,55
BaZnBi,90
ZrPdF6,55
NpSi2,55
Cd2PtRh,75
EuCdPb,95
TiBe2Pb,85
Be3Tc,100
K7NbAs4,60
VAsW2,80
NbTeCl9,50
Nd3InC,65
Na2BeW,130
V4S9Br4,60
Na3DyCl6,50
PrIO,55
LiNi(CO3)2,50
Ba4YOs,75
YZnHg2,90
Th(AsOs2)2,55
LiTm2Pt,70
Tl(FeS)2,90
NaBe2Pb,100
Ti(WO4)2,45
Th2Ge,85
Na3VSO3,45
SmMgTl,70
YbSbPt,70
YbMgAu,115
ScTlSe2,60
Ho(MnSi)2,55
TeO3,45
K2Hg7,85
TlHCO2,50
VSi2As,90
K2BeSb,65
YbCo2,105
AlCr2O4,65
AsH6NO4,45
Na5GeP3,65
Rb3Th,65
HfAu,85
Li2VCrO4,50
HoErCd2,95
Ba2ZnPb,75
Nd2HgO4,45
BaTa2Tl,100
PrTe2,100
Sc4BeTc,65
Ta3B4,65
Tb(SiAg)2,95
Ni3Sn,95
Ba(CdP)2,65
KSb4F3,45
Ba2YNi3O8,80
Th6CoBr5,55
Lu(SiOs)2,60
Y(SiIr)2,85
TiCo5O2,60
Ho2OsPt,95
PbBrF,50
Li2TlAg,100
Mg3Ta,95
FeP4,55
Fe(HO)2,45
NdNiSn,70
TmMg,85
HfIr,115
GaAgS2,60
DyCoC,90
MnBe2Fe,100
Y2O3,45
Mg(AlCl4)2,45
Co2P2O7,50
MnNbP,65
Ba4TiW,75
Y4(FeB2)3,70
Yb2Ge2O7,65
GeSb,65
LiGaAg2,110
Ba4CuRh,80
NaIn2Sn,85
LiZnO2,85
Pr2CuIr,105
U2SeN2,55
LiCaSn,115
U(CuGe)2,75
LaY2Be,95
KCuS,60
NdBN2,55
Nb3Sn,95
Mg2TaNb2O8,50
Tl3Ir,105
PmCdRh2,60
BeTlSb2,135
LuB4Os,95
BaMgOs2,65
Pb4SeBr6,55
Na3CuCSO7,50
CaPmHg2,90
LiUN2,50
KCoAu3(CN)6,55
Be2NbTc2,105
ErH2,85
BaZn2,105
Ba2InPb,100
NiP2,105
Ce2CoSi3,60
Dy(GePd)2,75
LuNiBi,70
Yb2GaHg,100
YP,90
NbNi2Sn,65
YCdPd2,80
TbSe2,110
Nb3I8,55
Mg(TiS2)4,60
UTl2O4,45
NaAg2,95
YB2,135
Rb2NaVF6,45
MnBeRe2,55
Y2BeBi,55
Sm(AlSi)2,125
Ti2N,70
CeB2Ru3,105
ZrAl5Ni2,105
BaNaLi,75
Li(TiS2)3,70
Ti2BeMo,70
BeVRh2,85
Li2VO3,45
KHSeO3,50
Na2BeFe,55
BeVFe,70
In3Pd2,105
Ba2MnSn,85
Sm(GePd)2,75
RbCuO2,50
TbMg2,75
Zn(CN)2,40
Sr2SnHg,95
BrO2F,45
PrAsO4,45
BeTc2Ni,60
SmCuSeF,110
LiSi3Pd,110
Lu2ZnPt,105
YAgSn,65
Sb3Mo,100
BaZr4Cu,75
KBe2Pb,95
BaMgSe4,90
OsRu3,100
MnSn3,80
Tm2O3,45
BeTcCl4,70
Ba4MgSn,80
BaSi,90
Th(CuGe)2,95
Pd(Se3Cl)2,55
YPaRu2,100
CaPd3O4,75
GaAgS2,55
TiBeSn4,95
Ba5Bi3,65
SmMn3,90
Ba2CaMoO6,50
Pm2ZnRu,105
RbBe2P3,50
HfOs3,120
LiTi(SiO3)2,55
Be2InPb,135
Ba4TlTe,90
SbTe2F6,50
TiSiPd,50
BePd2,110
TlBS2,55
CaHfN2,55
TbCl2F,50
Ba3AsN,65
Li2Ni3BiO8,60
ZrBeSi,100
Ca2ZnGe,130
MnGaIr2,55
Co(BiO3)2,85
PrTa3O9,50
BPO4,70
Sc2ZnSe4,65
CoAs,65
TiBeTl,60
Yb2Nd2O5,55
BeZnIn,90
Yb(Ni2As)2,95
BaHfSe4,80
USi2,60
SrBe2Cl,125
V3Co,100
NbSiRu2,100
CaSmHg2,100
NiMoO4,65
CeDyZn2,80
Ca2ScBe,55
BaYBr,65
Mn3NiO8,55
PrSO,45
LiInAg2,115
LiV3Co,50
Ba2Co(B3O)2,50
YBeFe,80
PuRu2,85
BaN,65
Sc2FeAs,65
SmDy3,65
Na2SnTeO6,50
LaBAs,95
Li5Sn2,70
Hf2ReIr,75
K2Mn(SeO3)2,45
HgS,55
Ti2N,65
Li2YAl,65
SrSbSe2F,95
Li2Fe(CoO3)2,50
NaBS2,50
KBeBi,90
CeSb,55
CaBe2Ge,65
HfBeSe2,65
HfMgO3,55
KYb2F7,65
Be2RhPb,70
CaNdRh2,65
ZnWO4,50
ScCoTe,55
Te2WCl6,60
NdMgCd2,90
CaSiSnO5,50
LuIr2,100
TiSnO4,40
LiBe2Se,95
TaZn2SbO6,80
Yb5Ge3,65
Ce2Cu(NO)2,85
ScAlO3,50
Li3Mn4VO8,55
Tb3Al,85
LiPbAu2,60
TaInNi,95
LiBeBr,50
Sc2BeIn,60
MnN,65
Te2Mo,55
SrHgPb,115
ThSn2,105
DyMoClO4,50
SrLi3MnN3,55
Tb2Mg,100
LiVRh2,65
Rb2BeF4,50
Sr2SnO4,55
ZnCu(SiO3)2,50
DyRh2,95
Ca2AuN,105
CeN,65
ScCuSn,65
K2AgAs,60
FePbO3,75
Ba4PRh,85
Mg2TaBiO6,55
BaMgMn4O8,95
LiAuI4,55
Ba4B2N4O,50
BaNaMn,80
V3CrO8,60
InSb,105
TiP,115
MgRhF6,45
CeCdAu2,65
Nd3Pd,90
CeOF,45
Sr2BeBi,80
KAuF4,45
V3(As2O3)2,60
LiPt2,105
BeNbRu,50
Hf4Al3,115
Na2MgH4(SO4)2,45
Ce3In3Ru2,65
YOs2,115
BaCaRu2,85
SrBeBi4,155
CrI2,55
Si4P4Ru,50
LuPd3,105
Mo3Pt,105
Be2TeRh,105
Mn3PtN,65
CdCuSb,105
TiBeGa,80
Ho(GePd)2,100
Mn4CuO8,50
NaBi2AuO5,55
YbCuS2,75
PbCO3,45
PrCrB4,70
Pd3Pb,80
Ba4GeW,105
Mn(PH4)2,50
LiFeF3,45
Nd2ZnGa,110
Co5BiO2,60
Na3Ni2SbO6,75
BeTlSi,90
HoZrSb,95
La2AlNi9,100
YBeMo,60
PrTmMg2,60
LaNiO2,140
SrCaTl2,90
CoPt,100
MoWSeS3,55
SrNiF6,45
AlSn,115
LiCdPd2,90
Tb3SbO7,50
TaF3,70
BeZn2Cr,70
Ta2InCuTe4,65
USbSe,85
Ca5Ge3H,65
AlSbO4,50
BaHfS3,65
Te2MoWSeS,65
BeFePt2,55
ScAsO3,80
Ho5Ga3,100
Li2PtAu,50
ErCd3,95
BaTa2P,65
HfCu3,70
Rh3W,100
TiBe2Cr,80
Tm2TiO5,50
Be2VRh,50
TbTe,105
Be5Au,90
NaMnBe2,60
Y5Mg24,85
Rb2Hg2PdCl8,50
CaPmZn2,85
Be2NiMo,80
BeNbTl2,90
ZrAlRh2,65
K5CuAs2,60
NbRu3C,75
NdErZn2,100
H3ClO,45
NaCaFe2(Si2O)2,50
Mg2CuSbO6,50
Th2TeN2,60
Rb3Ti,60
Tb2Co2I,65
Sc2MnSn,50
PrErIn2,105
NdCuTeO,65
HfAlAu2,95
Nb3FeS6,65
LiLu2Ir,80
Li2Mn2CuO6,50
RbP,65
ScSbRh2,60
Zn2PtRh,90
BeReOs4,90
Sb2O5,55
Tb2C3,70
Rb2ZnH4,55
YbIn5Ir,95
Er2Te3,65
HoRh,115
NaPrAu2,100
RbAu3Se2,55
HfPaTc2,60
Mn3OF5,45
CuBSe2,55
K2Pd3S4,50
Y2Zn7,110
Nb3Cl8,50
BeVSb,70
BeNb2Br,65
LiMg2Ag,105
Ca2ZnRh,100
BaTa2Be,90
CrP2,55
SmTl,75
ZnGeP2,60
CaNi2,100
SbPd3,105
K4TiO4,45
DyCd2,100
NaGeSbO5,50
MgO,45
TaAgS3,90
BaCdGe,80
Ga3Pt2,90
Ba2TlAg,105
Lu2SO2,50
Li3SiNiO5,55
BeRuPb,90
BaTaBr,60
TeN2,90
KSiO3,95
Sc5Cu5O3,50
MgCrF6,50
TlAsRh,110
ZnAgAs,95
BaSb3,75
Sc2TiTl,85
Nd2Ni6Sn,65
RhF3,45
Li2AgAs,50
Ba2MnMoO6,60
Y(FeO2)2,65
BaHf4Cu,70
BeCr4Sn,70
Ba2HfCl,75
Cu(BiO2)2,65
Sr2BeCd,85
NaNO,45
Ti5Sb3,65
Ti2MnNi,90
BaNaH3Pd,60
BaNdMn2O5,85
Tb(NiP)2,65
Hf4BeTe,90
CuCClO,50
HfAu2,90
Zr2SN2,50
LuCuS2,60
Sc2AlCu,60
SmDyRh2,80
ZrBr3,145
Cu3SbS4,85
Be2IrRu,95
RbZnH2Se2BrO6,50
Pr2In,90
YHO2,45
TlPt2S3,55
BaCrTe,95
Y3Mg,70
Ba4HfIr,75
BeSb2Br,145
NbNi3,90
Ho5Co2Bi,90
Ho2Zr2O7,50
Ge3Bi2O9,75
LaAgO2,45
Be2InSb,75
BeTeBr4,75
TiAsOs2,60
RbYS2,50
YbTlPd,135
LiVS2,55
Mn5Si3,60
Nd2MgNi2,90
HfCdAu2,80
Th2AuF,45
KSnOs,60
AgPb4ClO4,55
SrH2(SeO3)2,45
ScCdCu2,85
SiPt,90
BeP4Pb,90
Be2InBi,135
Li(VS2)2,60
Pr2SeO2,50
K(CoO2)2,60
CaGeO3,50
Ca(CuN)2,65
NdBPd3,75
K4BePd,100
CuSe2,110
SmHoRh2,80
SrCa3O4,55
Ag3PSe4,75
DyPPt,95
HoCd3,90
Li3MgPCO7,50
CaSbRh2,90
YBe2Cl,110
BeTe2Pt,120
MnSbRh,55
HfMoSe,85
Sm3IrO7,65
Na2AsAu,75
Hf2SbP,95
RbCdH2I3O,55
ZnSnF6,45
K2WCl6,60
Ba2YSe,95
Fe3Se4,60
LuCd3,95
MgBeTe,110
SnPPd5,80
BaNaTa,65
TiGaNi,70
V(ZnN)2,65
Nb2ReO8,50
NaWO3,135
Sr(SnAs)2,90
Mn2Sn,60
HoNi4B,110
YPPt,80
Ti2B,80
K3Rh,70
BaLaSb2,85
K2PtI6,70
HoHfRu2,85
P3Ir,60
Be2InMo,105
LiMn3(FeO4)2,75
La(NiSn)2,75
MoO3,100
Zr(PS3)2,60
TlBiTe2,75
LuNiBC,90
BePW,60
Ti3Ga,85
Sr3TaGa3(SiO2)2,50
LiCu2Si,105
Yb3GaC,80
AlCu,105
Li4Mn3,45
BeNi4P,90
Ba2AgSb,90
BeReRu2,65
B2IrCl,75
MgBeCu4,95
Li2BeCl,100
ThNCl,50
ZrAu4,85
Li3TaO4,45
C5N4,45
NdInRh2,75
YbMnGe,85
PrMgAg2,95
AlGaN2,55
Th2SN2,50
